p1401,p1714
p654,p1418
p994,p1624
p769,p776
p46,p1257
p849,p936
p235,p1992
p1031,p1463
p71,p915
p93,p1290
p989,p1209
p412,p811
p532,p1353
p1296,p1653
p623,p1534
p146,p1859
p931,p1810
p1258,p1352
p1448,p1926
p1457,p1808
p960,p1022
p1667,p1823
p1498,p1766
p594,p1078
p1231,p1582
p908,p1730
p105,p854
p602,p1766
p454,p1568
p707,p1709
p1158,p1635
p9,p1357
p1117,p1357
p223,p1718
p546,p1744
p1351,p1579
p899,p1329
p790,p1331
p1608,p1645
p86,p1008
p315,p1451
p1303,p1887
p238,p1473
p1594,p1735
p25,p1597
p837,p861
p621,p1499
p1102,p1688
p1423,p1753
p76,p948
p121,p1613
p179,p1200
p551,p1490
p48,p1743
p722,p1807
p1303,p1436
p486,p852
p233,p1159
p478,p787
p332,p1468
p434,p1812
p580,p949
p116,p1623
p765,p1774
p1489,p1970
p508,p1819
p1380,p1513
p1169,p1247
p442,p1075
p530,p988
p547,p1547
p755,p1581
p723,p1278
p863,p1764
p1002,p1188
p535,p1985
p1074,p1672
p1392,p1418
p721,p1049
p736,p1265
p1058,p1916
p546,p1526
p874,p1605
p135,p1076
p413,p620
p990,p1587
p376,p1837
p734,p746
p730,p1448
p8,p1677
p603,p1603
p60,p179
p1082,p1661
p495,p1420
p764,p1568
p242,p963
p370,p847
p471,p1908
p451,p1595
p174,p1159
p1002,p1047
p607,p1111
p211,p1846
p1621,p1635
p278,p916
p759,p1955
p1268,p1669
p128,p628
p293,p1819
p713,p1649
p315,p852
p206,p525
p83,p745
p575,p1282
p765,p1235
p993,p1745
p998,p1157
p71,p1291
p1417,p1857
p1139,p1700
p704,p1587
p211,p1341
p339,p961
p906,p1994
p1135,p1817
p545,p929
p791,p1656
p1741,p1793
p255,p902
p742,p1503
p294,p1193
p1471,p1996
p1001,p1603
p1307,p1391
p331,p1766
p35,p959
p799,p928
p779,p1616
p980,p1316
p231,p1452
p1232,p1656
p1589,p1859
p241,p1648
p203,p1525
p544,p1784
p1267,p1345
p1312,p1994
p330,p793
p1222,p1473
p163,p542
p226,p824
p276,p1561
p751,p1450
p1362,p1447
p147,p524
p1001,p1608
p915,p1217
p438,p530
p886,p1043
p938,p1387
p805,p1104
p76,p1193
p537,p1490
p1588,p1711
p1208,p1303
p715,p1024
p1356,p1488
p1160,p1935
p916,p1418
p1697,p1890
p1352,p1584
p1354,p1693
p1004,p1717
p380,p1255
p418,p1051
p642,p1199
p795,p1466
p517,p917
p1172,p1846
p1283,p1426
p642,p1281
p1670,p1871
p747,p1690
p1513,p1594
p180,p1230
p1072,p1877
p257,p1625
p1669,p1851
p645,p1969
