p253,p934
p795,p1537
p483,p1867
p551,p1278
p1136,p1750
p841,p976
p1000,p1023
p1259,p1534
p32,p34
p1217,p1224
p1620,p1815
p339,p582
p1155,p1748
p314,p1493
p1580,p1832
p240,p1173
p203,p300
p600,p1223
p1335,p1792
p43,p1532
p124,p660
p1001,p1962
p168,p1133
p518,p1831
p674,p678
p1388,p1480
p908,p1119
p55,p1145
p0,p239
p539,p629
p1132,p1424
p101,p1580
p931,p960
p1010,p1653
p1756,p1822
p1077,p1737
p419,p448
p1389,p1897
p751,p1614
p790,p882
p682,p1179
p475,p1300
p1373,p1571
p71,p1164
p951,p1975
p332,p1350
p940,p1014
p391,p643
p62,p1244
p68,p1426
p632,p797
p715,p1126
p1723,p1882
p826,p1090
p520,p1316
p971,p1173
p129,p640
p1359,p1609
p939,p1652
p1154,p1532
p608,p949
p1157,p1344
p1509,p1874
p339,p1534
p454,p608
p558,p1796
p913,p917
p161,p1492
p1076,p1717
p500,p554
p516,p1430
p648,p1179
p83,p853
p565,p1273
p1052,p1502
p718,p1161
p856,p1571
p35,p1380
p100,p1179
p988,p1170
p1489,p1914
p129,p1662
p829,p1008
p838,p1347
p1064,p1833
p612,p937
p40,p63
p512,p836
p1153,p1189
p1635,p1946
p1653,p1668
p943,p1729
p120,p1365
p996,p1536
p780,p1386
p584,p923
p238,p412
p401,p1458
p399,p946
p416,p1357
p152,p442
p378,p670
p370,p694
p947,p1120
p560,p1150
p443,p917
p691,p1142
p537,p1935
p912,p1126
p61,p222
p387,p1493
p193,p297
p853,p994
p1300,p1903
p438,p720
p381,p1789
p939,p1040
p88,p646
p1262,p1546
p18,p802
p1910,p1958
p1216,p1995
p404,p498
p1139,p1349
p609,p1739
p508,p1182
p1531,p1705
p182,p735
p150,p1182
p754,p1837
p399,p1369
p846,p1216
p514,p903
p1525,p1935
p274,p544
p985,p1046
p325,p1137
p519,p652
p1203,p1469
p987,p1696
p297,p743
p601,p1061
p31,p1422
p228,p920
p1230,p1937
p1685,p1744
p156,p1980
p865,p1351
p1683,p1765
p502,p513
p565,p1947
p198,p1788
p286,p1407
p255,p1808
p465,p960
p539,p1042
p607,p619
p1351,p1624
p459,p1311
p164,p643
p881,p1660
p799,p1163
p1301,p1339
p1051,p1618
p209,p1809
p246,p1208
p441,p1718
p644,p1267
p273,p1809
p510,p1849
p167,p1387
p1323,p1862
p130,p1331
