p316,p1977
p614,p1549
p474,p607
p400,p1992
p725,p1482
p190,p759
p1200,p1389
p105,p378
p584,p1895
p1218,p1392
p563,p606
p994,p1798
p630,p716
p336,p648
p1005,p1630
p33,p583
p1058,p1818
p1025,p1926
p242,p1683
p256,p1047
p1475,p1860
p1351,p1357
p1459,p1690
p671,p1148
p418,p1987
p423,p562
p488,p1346
p100,p1933
p644,p1064
p82,p1141
p1702,p1870
p1005,p1508
p1521,p1671
p1595,p1950
p218,p760
p805,p1060
p1911,p1993
p40,p143
p196,p1980
p234,p1012
p489,p732
p706,p1752
p555,p1438
p903,p1060
p456,p786
p523,p660
p1081,p1122
p93,p819
p1401,p1782
p1626,p1836
p71,p1761
p689,p762
p217,p385
p108,p790
p191,p1206
p63,p971
p129,p471
p1057,p1285
p33,p452
p141,p826
p1707,p1871
p412,p1412
p92,p372
p262,p1374
p534,p552
p250,p688
p1444,p1979
p1209,p1698
p1034,p1651
p551,p1724
p0,p1808
p589,p1320
p1334,p1412
p296,p1939
p59,p909
p691,p1434
p412,p1846
p811,p1290
p67,p1158
p1188,p1916
p1193,p1412
p425,p1759
p1491,p1567
p129,p1704
p1014,p1753
p918,p1852
p1394,p1470
p273,p1616
p954,p1584
p678,p731
p511,p1406
p419,p1283
p579,p1510
p865,p1056
p644,p1950
p647,p1772
p1428,p1579
p1241,p1532
p1431,p1436
p872,p1403
p474,p1790
p52,p1904
p1298,p1409
p670,p1038
p739,p784
p247,p606
p1025,p1295
p203,p1619
p104,p1573
p122,p352
p1427,p1772
p1089,p1519
p941,p1284
p766,p878
p750,p1579
p1386,p1910
p319,p622
p687,p770
p340,p1360
p228,p890
p40,p1286
p186,p1328
p1348,p1763
p71,p881
p75,p896
p368,p1071
p1195,p1816
p530,p687
p571,p1915
p1309,p1753
p1662,p1812
p879,p1225
p1673,p1881
p881,p1605
p270,p288
p260,p738
p12,p1263
p286,p891
p1341,p1871
p275,p1614
p598,p1288
p115,p170
p646,p1542
p850,p906
p1044,p1659
p1240,p1298
p378,p1668
p594,p1500
p1344,p1419
p732,p1967
p561,p1619
p507,p657
p725,p1185
p332,p810
p363,p1996
p579,p847
p486,p1756
p828,p1770
p689,p757
p1527,p1811
p977,p1942
p1577,p1691
p824,p1837
p1354,p1958
p984,p1844
p753,p1661
p748,p764
p1476,p1872
p1414,p1960
p102,p1979
p55,p1988
p187,p789
p838,p1702
p133,p1657
p435,p1198
p1418,p1486
p509,p1254
p873,p1218
p199,p660
p86,p320
p233,p1751
p1410,p1807
p636,p1187
p501,p1394
p102,p1464
p1373,p1787
p822,p1974
p1008,p1707
p612,p957
p67,p1109
p179,p368
p184,p1141
p359,p1674
p1249,p1251
p1026,p1937
p1045,p1389
p1033,p1442
p222,p918
p828,p1872
p1193,p1582
p1402,p1527
p1110,p1485
p1576,p1905
p785,p977
p647,p1759
p1059,p1209
p1108,p1423
p302,p1150
p371,p1112
p612,p806
p675,p1516
p124,p995
p350,p979
p367,p1637
p1450,p1692
p816,p1154
p793,p1747
p554,p1971
p1025,p1045
p1071,p1630
p892,p917
p874,p1006
p125,p1063
p512,p1306
p494,p536
p666,p1828
p1234,p1513
p663,p1722
p70,p1094
p510,p552
p142,p1414
p383,p1402
p418,p1873
p487,p810
p1150,p1367
p401,p1489
p453,p581
p1402,p1969
p413,p1279
p1408,p1815
p977,p1118
p1313,p1686
p404,p1228
p1425,p1564
p1191,p1353
p838,p1825
p288,p435
p746,p1328
p852,p979
p669,p1829
p539,p1431
p33,p224
p913,p1359
p1002,p1218
p838,p1929
p1148,p1984
p249,p380
p194,p1205
p800,p810
p11,p355
p736,p1612
p201,p423
p676,p1980
p646,p1726
p415,p689
p1300,p1538
p1250,p1836
p353,p599
p140,p991
p457,p850
p83,p1039
p724,p1001
p1184,p1397
p250,p384
p13,p143
p91,p1140
p882,p1496
p7,p341
p458,p613
p1246,p1275
p1082,p1160
p550,p558
p444,p973
p56,p657
p427,p950
p1582,p1947
p1186,p1756
p69,p372
p152,p799
p220,p1081
p815,p1868
p1224,p1277
p646,p1018
p85,p1956
p6,p56
p786,p1262
p1277,p1719
p41,p1334
p1275,p1702
p133,p739
p198,p1937
p1104,p1282
p31,p550
p1005,p1829
p346,p1903
p918,p1535
p1277,p1518
p558,p1961
p1549,p1653
p340,p1759
p1817,p1981
p30,p1289
p78,p328
p921,p1279
p551,p1493
p15,p1899
p79,p1643
p631,p887
p1115,p1409
p492,p811
p338,p1446
p1448,p1966
p1502,p1981
p630,p685
p1524,p1747
p1032,p1518
p252,p1012
p586,p1129
p616,p1577
p47,p869
p660,p1150
p210,p296
p324,p457
p1229,p1771
p1081,p1387
p171,p1724
p1182,p1866
p1147,p1797
p42,p1528
p1224,p1433
p923,p1325
p788,p1057
p7,p143
p1038,p1419
p430,p596
p319,p810
p17,p335
p6,p1958
p598,p1162
p448,p1168
p215,p1494
p621,p623
p311,p527
p909,p1868
p107,p1323
p361,p1932
p322,p1377
p887,p1971
p474,p695
p1411,p1521
p951,p1479
p527,p1961
p149,p618
p1043,p1732
p1137,p1463
p1182,p1875
p1577,p1615
p1358,p1500
p55,p679
p444,p1634
p1011,p1034
p799,p866
p35,p1151
p1037,p1865
p831,p1851
p1148,p1178
p40,p317
p1169,p1522
p1378,p1809
p648,p1949
p444,p1243
p1230,p1685
p304,p1019
p131,p1123
p1769,p1950
p1292,p1401
p561,p1634
p673,p819
p714,p1953
p901,p1292
p965,p991
p1250,p1310
p476,p1133
p456,p470
p795,p1227
p51,p1868
p548,p741
p425,p647
p1231,p1253
p827,p1872
p60,p1790
p119,p1520
p1185,p1617
p1526,p1953
p236,p1739
p486,p951
p394,p1218
p121,p684
p361,p721
p1144,p1917
p155,p1872
p302,p1291
p83,p1936
p1603,p1882
p1067,p1091
p584,p1888
p169,p652
p68,p1516
p61,p569
p1002,p1948
p1346,p1852
p435,p1300
p349,p1366
p398,p881
p151,p1519
p451,p1593
p209,p440
p438,p1254
p440,p1507
p709,p1302
p835,p964
p489,p1249
p773,p1815
p238,p349
p1060,p1999
p249,p1080
p409,p643
p71,p1771
p486,p767
p371,p1349
p1740,p1819
p278,p775
p613,p1011
p1560,p1867
p1495,p1835
p116,p1543
p501,p808
p611,p1813
p741,p1494
p641,p1665
p376,p435
p363,p1614
p222,p1535
p139,p1908
p595,p1704
p501,p1092
p1389,p1979
p1365,p1690
p983,p1281
p1823,p1868
p44,p1560
p783,p1468
p122,p1149
p631,p1747
p409,p1310
p948,p1682
p1520,p1834
p806,p1430
p403,p501
p885,p1066
p922,p1307
p1374,p1433
p493,p1825
