p1036,p1306
p122,p988
p788,p1296
p587,p1186
p274,p481
p872,p1180
p331,p479
p345,p1208
p303,p773
p1395,p1420
p1546,p1752
p451,p1205
p539,p764
p763,p1617
p703,p1829
p527,p853
p125,p702
p102,p825
p382,p1487
p765,p1058
p346,p1078
p756,p1527
p95,p1194
p208,p211
p906,p1362
p673,p1757
p424,p1272
p832,p1662
p162,p1023
p767,p1815
p672,p1291
p1324,p1885
p52,p1613
p1311,p1813
p93,p1412
p1032,p1992
p1245,p1366
p949,p1003
p283,p371
p974,p1338
p214,p1595
p138,p1457
p763,p1173
p446,p1542
p1077,p1368
p609,p1757
p218,p825
p273,p1710
p29,p1145
p2,p1270
p869,p885
p377,p726
p1479,p1919
p1157,p1732
p251,p1242
p808,p1446
p427,p1815
p961,p1051
p522,p1359
p1095,p1589
p678,p1896
p747,p1473
p589,p1903
p1189,p1614
p1196,p1409
p609,p1196
p884,p1068
p1430,p1584
p255,p1142
p54,p291
p891,p1176
p1089,p1939
p1079,p1565
p253,p440
p768,p1908
p971,p1861
p1104,p1788
p1911,p1995
p215,p1201
p99,p218
p1871,p1921
p111,p894
p1106,p1486
p930,p1007
p333,p1276
p1010,p1634
p242,p360
p558,p1039
p526,p1028
p1326,p1648
p336,p389
p1350,p1518
p1735,p1932
p706,p963
p178,p386
p689,p1907
p1754,p1808
p1001,p1373
p536,p1604
p1482,p1846
p338,p871
p166,p235
p1729,p1961
p1553,p1790
p666,p990
p339,p1538
p65,p452
p688,p1048
p381,p1243
p561,p1704
p669,p906
p582,p1476
p481,p1826
p331,p567
p100,p350
p601,p1128
p836,p1968
p177,p231
p840,p1548
p515,p1944
p722,p1402
p1512,p1567
p393,p1977
p643,p801
p1331,p1484
p1145,p1626
p1510,p1993
p219,p773
p521,p854
p723,p1067
p374,p1711
p964,p1397
p1401,p1711
p937,p1042
p530,p1430
p143,p401
p918,p1099
p20,p198
p847,p1983
p1119,p1623
p105,p1189
p898,p1554
p1490,p1746
p265,p1693
p227,p876
p1415,p1524
p9,p1079
p405,p1338
p29,p1215
p127,p931
p480,p1450
p653,p1848
p81,p1511
p1173,p1581
p32,p515
p556,p1777
p1116,p1693
p859,p1955
p1185,p1397
p1108,p1780
p158,p1193
p1808,p1834
p489,p1933
p685,p1951
p348,p818
p951,p1164
p1138,p1575
p94,p1062
p1364,p1427
p1908,p1938
p71,p303
p742,p1400
p160,p1394
p1004,p1024
p308,p519
p965,p1408
p363,p1089
p620,p922
p64,p1422
p310,p1291
p947,p1878
p332,p1019
