p171,p466
p1033,p1512
p155,p1163
p627,p1652
p291,p887
p1605,p1895
p231,p930
p272,p550
p541,p855
p203,p297
p183,p1252
p226,p1537
p206,p250
p1320,p1653
p599,p1968
p515,p1049
p1109,p1244
p407,p1672
p155,p428
p1126,p1210
p1493,p1613
p99,p732
p234,p1943
p868,p1722
p106,p1039
p856,p1885
p306,p927
p479,p1211
p547,p777
p55,p616
p420,p1392
p742,p1509
p200,p256
p1371,p1454
p746,p1910
p125,p1603
p28,p509
p126,p139
p1282,p1818
p433,p1276
p183,p1945
p1118,p1240
p566,p1321
p49,p1821
p1339,p1965
p1771,p1864
p94,p1026
p323,p330
p436,p1089
p824,p1769
p167,p1539
p795,p996
p298,p376
p337,p984
p130,p622
p1703,p1912
p129,p375
p1150,p1690
p1116,p1824
p553,p1090
p304,p1832
p510,p1220
p254,p388
p853,p1771
p1164,p1499
p9,p898
p488,p1319
p134,p285
p211,p768
p877,p1872
p68,p629
p1180,p1741
p172,p1745
p731,p1769
p782,p1637
p284,p1282
p131,p1313
p105,p178
p72,p704
p1367,p1498
p228,p1510
p777,p1921
p88,p1734
p630,p928
p412,p1274
p446,p1520
p565,p1774
p435,p853
p1087,p1718
p415,p543
p216,p308
p905,p1207
p849,p1984
p331,p1586
p635,p1494
p1135,p1694
p406,p1924
p1611,p1721
p792,p1149
p92,p226
p592,p936
p1377,p1514
p1971,p1992
p606,p1087
p402,p1238
p50,p1655
p789,p827
p50,p140
p1959,p1988
p912,p1843
p1433,p1896
p292,p1043
p17,p1974
p350,p1913
p13,p1153
p239,p473
p279,p673
p59,p1065
p239,p879
p1028,p1644
p318,p1542
p21,p255
p996,p1638
p859,p898
p64,p1561
p163,p441
p148,p1462
p720,p1969
p319,p1150
p1372,p1555
p407,p1876
p779,p1535
p1209,p1226
p183,p945
p887,p1070
p1245,p1746
p773,p1959
p130,p926
p146,p1222
p100,p859
p1242,p1829
p953,p1390
p88,p1221
p198,p773
p1208,p1665
p1636,p1646
p809,p1617
p806,p821
p236,p510
p819,p860
p715,p1288
p924,p1078
p518,p1564
p160,p210
p505,p1177
p539,p1799
p1290,p1653
p26,p1894
p411,p1291
p989,p1569
p175,p978
p1760,p1860
p1087,p1586
p1458,p1959
p1356,p1975
p840,p1150
p138,p570
p1081,p1487
p599,p722
p104,p854
p61,p1330
p1667,p1799
p1208,p1980
p712,p1500
p442,p1423
p348,p1410
p617,p1729
p556,p1818
p1336,p1366
p808,p1499
p494,p1380
p1345,p1557
p841,p1694
p1312,p1640
p981,p1490
p979,p1562
p943,p1327
p751,p1726
p311,p1560
p1302,p1321
p474,p502
p441,p1104
p198,p342
p641,p1543
p777,p893
p152,p1690
p355,p1286
p1166,p1488
p656,p768
p400,p1445
p622,p847
p125,p157
p1204,p1828
p465,p1481
p650,p1694
p1381,p1783
p827,p1616
p1855,p1875
p947,p1064
p1023,p1412
p532,p661
p772,p1544
p992,p1012
p1332,p1971
p895,p1953
p913,p1263
p17,p181
p1964,p1983
p252,p1078
p847,p1463
p701,p1182
p202,p286
p429,p1529
p178,p811
p184,p1926
p318,p1035
p100,p335
p1195,p1202
p1588,p1688
p541,p1669
p686,p1974
p256,p1357
p768,p810
p859,p1334
p1621,p1773
p510,p984
p503,p1891
p398,p1987
p782,p1462
p991,p1042
