p236,p285
p734,p1078
p580,p1160
p743,p1887
p294,p1496
p572,p1538
p359,p1465
p713,p891
p1744,p1761
p978,p1274
p80,p1746
p1152,p1895
p118,p450
p1842,p1885
p545,p694
p863,p1549
p905,p1281
p660,p1235
p706,p802
p446,p839
p1008,p1829
p12,p87
p932,p1385
p1093,p1954
p841,p966
p282,p1723
p432,p1236
p230,p890
p262,p923
p1228,p1851
p671,p795
p144,p1761
p414,p1951
p1267,p1446
p1326,p1685
p596,p802
p1028,p1053
p642,p1482
p1216,p1849
p1160,p1983
p11,p1897
p32,p517
p1133,p1753
p1902,p1970
p1105,p1876
p557,p1350
p864,p1924
p18,p1371
p1034,p1949
p797,p1727
p204,p1334
p361,p1674
p600,p1305
p591,p1680
p978,p1273
p657,p840
p1799,p1911
p825,p1704
p627,p1350
p687,p1169
p547,p720
p1069,p1924
p591,p1233
p887,p1681
p211,p1708
p805,p1650
p361,p1157
p255,p1265
p379,p832
p354,p1567
p1243,p1487
p321,p814
p786,p932
p312,p1839
p1903,p1978
p672,p1395
p952,p1713
p233,p512
p1656,p1862
p1552,p1854
p576,p871
p846,p894
p5,p282
p1038,p1247
p521,p1086
p109,p1704
p16,p1149
p787,p1391
p61,p1876
p310,p1248
p779,p1563
p1166,p1901
p238,p1126
p315,p1022
p649,p729
p4,p224
p475,p1058
p149,p1440
p1167,p1312
p203,p518
p41,p855
p1331,p1337
p1005,p1342
p20,p1234
p1437,p1541
p330,p1892
p391,p1987
p839,p1545
p165,p1216
p159,p1219
p1205,p1528
p187,p1042
p1398,p1957
p265,p1131
p354,p1638
p615,p1205
p673,p1705
p25,p1361
p493,p1790
p36,p1344
p72,p377
p516,p930
p502,p1620
p656,p1185
p1217,p1695
p193,p583
p157,p1379
p149,p1354
p555,p681
p54,p762
p330,p1512
p962,p1780
p425,p884
p71,p1637
p736,p1793
p1073,p1108
p321,p622
p794,p1670
p314,p494
p130,p995
p1301,p1786
p1713,p1754
p833,p1921
p1724,p1953
p1315,p1841
p1118,p1201
p329,p1383
p1137,p1703
p79,p1698
p627,p1495
p339,p631
p612,p1034
p316,p1828
p683,p882
p1931,p1933
p321,p1181
p1159,p1500
p553,p796
p1308,p1799
p313,p1196
p382,p1378
p124,p1414
p626,p1116
p1244,p1421
p918,p1889
p442,p1817
p463,p1819
p709,p712
p110,p365
p559,p616
p946,p1374
p396,p1486
p1177,p1284
p1117,p1191
p514,p533
p30,p1326
p338,p1690
p596,p649
p1783,p1955
p74,p1208
p1593,p1716
p1767,p1928
p326,p1153
p156,p1378
p504,p1389
p369,p729
p861,p1377
p1707,p1975
p224,p1807
p238,p1919
p457,p1599
p288,p1334
p628,p651
p520,p598
p785,p1015
p544,p1636
p25,p983
p313,p772
p91,p1293
p413,p542
p173,p1073
p687,p1215
p1231,p1584
p608,p1735
p661,p685
p186,p814
p1193,p1419
p351,p575
p359,p432
p772,p1067
p1153,p1270
p311,p976
p704,p926
p90,p710
p1025,p1058
p1042,p1093
p143,p1776
p353,p1416
p934,p1991
p1427,p1833
p1103,p1973
p72,p1495
p151,p455
p90,p877
p502,p614
p844,p1659
p134,p1911
p633,p1922
p714,p1574
p493,p1252
p1586,p1964
p598,p1239
p106,p1439
p992,p1408
p42,p557
p495,p1017
p986,p1052
p1172,p1290
p831,p899
p98,p242
p1801,p1857
p1253,p1569
p728,p887
p102,p900
p1707,p1942
p718,p1978
p663,p951
p319,p1694
p140,p1710
p893,p1629
p594,p1910
p109,p1470
p1114,p1697
p692,p1883
p60,p992
p616,p704
p248,p450
p1096,p1268
p1017,p1323
p672,p984
p1113,p1316
p384,p503
p981,p1746
p985,p1728
p687,p1561
p641,p1826
p194,p935
p256,p685
p624,p1057
p1153,p1937
p746,p1356
p303,p1419
p415,p621
p814,p1396
p902,p1255
p296,p580
p217,p1936
p211,p958
p405,p1288
p638,p1741
p385,p1792
p1617,p1641
p1051,p1296
p130,p1463
p952,p1813
p590,p985
p780,p1011
p320,p1748
p1770,p1892
p1677,p1703
p1018,p1672
p526,p1375
p543,p1340
p1334,p1568
p400,p478
p1027,p1806
p1868,p1962
p391,p1221
p967,p1629
p1470,p1683
p1219,p1991
p293,p1030
p801,p1772
p78,p910
p625,p1452
p203,p546
p852,p1923
p544,p1398
p193,p872
p1863,p1949
p692,p1280
p1184,p1485
p586,p1499
p655,p1138
p1652,p1873
p726,p1426
p496,p1140
p76,p1279
p73,p1913
p681,p1538
p1346,p1493
p379,p991
p791,p955
p450,p755
p338,p1163
p879,p1129
p1297,p1548
p512,p1366
p568,p1779
p180,p1953
p25,p1460
p182,p1004
p204,p1882
p1048,p1384
p353,p970
p234,p1271
p410,p1627
p1349,p1524
p1502,p1903
p926,p1293
p677,p726
p462,p1053
p348,p1235
p636,p777
p1091,p1653
p900,p1385
p213,p1426
p1421,p1806
p1652,p1924
p383,p982
p1210,p1400
p1041,p1894
p1020,p1132
p1133,p1258
p346,p1466
p756,p787
p278,p814
p457,p1653
p1273,p1462
p573,p1796
p482,p1751
p332,p1631
p1360,p1606
p47,p1340
p1032,p1955
p570,p1469
p1426,p1459
p1111,p1579
p80,p824
p744,p762
p815,p1937
p1349,p1622
p1084,p1974
p1642,p1847
p456,p1766
p939,p1876
p271,p614
p238,p352
p1146,p1372
p494,p789
p682,p1295
p988,p1751
p435,p1047
p999,p1153
p585,p1482
p210,p851
p8,p1404
p535,p1687
p484,p570
p270,p1891
p64,p1509
p707,p1717
p177,p315
p567,p1222
p622,p879
p1177,p1353
p675,p1898
p842,p1553
p431,p1158
p28,p479
p690,p1429
p80,p544
p384,p713
p1222,p1414
p466,p1958
p1610,p1790
p1259,p1929
p284,p909
p607,p746
p459,p1243
p1167,p1446
p798,p1707
p399,p1047
p1189,p1878
p596,p1294
p600,p678
p178,p1007
p260,p1674
p604,p1876
p400,p1740
p926,p1472
p1454,p1641
p1001,p1163
p513,p1611
p736,p942
p1393,p1836
p296,p634
p428,p1835
p748,p1424
p209,p1164
p408,p687
p1008,p1388
p224,p848
p584,p1286
p457,p1359
p184,p731
p980,p1019
p186,p553
p68,p1241
p1060,p1811
p983,p1545
p97,p807
p94,p1958
p133,p1017
p166,p765
p307,p478
p844,p1444
p1083,p1172
p41,p1695
p142,p583
p474,p977
p162,p1523
p1077,p1584
p882,p1364
p171,p551
p1107,p1671
p1081,p1521
p186,p1095
p12,p1704
p359,p1891
p730,p1593
p733,p1525
p1063,p1236
p873,p1942
p1687,p1716
p601,p1025
p341,p1345
p1123,p1340
p1252,p1527
p728,p1851
p1156,p1529
p499,p766
p507,p594
p342,p411
p185,p669
p544,p1093
p534,p1438
p1687,p1919
p1063,p1633
p327,p1015
p684,p1753
p1186,p1424
p18,p617
p889,p1380
p1074,p1586
p1174,p1653
p470,p557
p17,p825
p1178,p1921
p140,p847
p3,p425
p105,p179
p895,p1084
p275,p1972
p36,p98
p867,p1998
p80,p444
p447,p1714
p1269,p1775
p1617,p1878
p284,p759
p1181,p1474
p786,p853
p401,p1069
p1026,p1153
p534,p752
p524,p1516
p1236,p1290
p468,p1158
p595,p1826
p147,p237
p266,p1136
p369,p1608
p1341,p1926
p1120,p1764
p767,p1671
p511,p568
p809,p1833
p171,p1740
p364,p811
p57,p1299
p990,p1850
p956,p987
p50,p784
p1312,p1629
p344,p1323
p626,p1915
p1117,p1667
p754,p992
p355,p425
p1451,p1656
p283,p1373
p1173,p1913
p1846,p1862
p645,p747
p609,p1178
p313,p1226
p1056,p1402
p925,p1110
p488,p1812
p666,p1810
p693,p1406
p1499,p1677
p127,p568
p1361,p1845
p96,p454
p1539,p1874
p1243,p1293
p636,p1538
p781,p1607
p522,p1227
p803,p1694
p568,p1596
p107,p1786
p474,p1610
p621,p1679
p1093,p1566
p272,p1488
p204,p1158
p865,p1333
p1612,p1876
p1270,p1413
p958,p1703
p122,p1608
p801,p847
p1033,p1544
p501,p1670
p774,p1522
p524,p1329
p486,p1661
p366,p1621
p434,p1993
p1670,p1852
p196,p1161
p161,p1678
p934,p1235
p617,p631
p154,p870
p33,p1902
p1319,p1615
p120,p767
p455,p1636
p648,p1014
p1818,p1852
p1850,p1959
p897,p1475
p177,p348
p1061,p1478
p607,p1329
p1800,p1828
p733,p1328
p965,p1752
p1742,p1979
p880,p1701
p323,p1443
p1473,p1856
p1739,p1861
p531,p1458
p833,p1064
p464,p1733
p294,p1464
p1463,p1862
p1331,p1745
p932,p1339
p164,p1594
p568,p1141
p32,p454
p1134,p1456
p1272,p1385
p900,p1509
p341,p1549
p158,p1814
p12,p192
p661,p1484
p895,p953
p1103,p1249
p580,p1115
p154,p255
p491,p1797
p1703,p1758
p579,p585
p80,p212
p168,p1447
p426,p1471
p821,p1869
p545,p1888
p139,p1010
p252,p1104
p1096,p1611
p0,p1348
p645,p803
p69,p1402
p236,p709
p887,p1586
p111,p1384
p70,p738
p924,p958
p74,p1854
p486,p1990
p197,p1387
