p1563,p1639
p366,p656
p1445,p1633
p1813,p1917
p1811,p1894
p575,p1303
p1802,p1851
p394,p628
p1689,p1820
p982,p1369
p1490,p1673
p1040,p1269
p1206,p1918
p945,p1054
p419,p1338
p586,p1725
p960,p1784
p740,p947
p917,p1491
p1298,p1849
p1733,p1765
p273,p1315
p896,p1646
p692,p1425
p424,p1040
p420,p1985
p850,p1835
p1589,p1671
p1091,p1252
p652,p683
p1378,p1451
p201,p939
p553,p1454
p493,p1086
p1577,p1979
p1904,p1909
p333,p1367
p346,p1776
p1191,p1222
p751,p979
p58,p1569
p282,p1750
p1785,p1926
p895,p1521
p792,p1524
p545,p1536
p396,p1975
p325,p414
p1610,p1789
p1167,p1309
p385,p1288
p947,p992
p1370,p1842
p875,p1617
p289,p1333
p792,p1690
p344,p974
p495,p1903
p433,p1604
p435,p612
p1121,p1844
p1023,p1723
p1582,p1595
p967,p1454
p1170,p1418
p931,p1281
p751,p1397
p722,p1364
p502,p818
p922,p1727
p877,p887
p1095,p1571
p1612,p1740
p474,p1531
p939,p1640
p416,p1835
p1252,p1916
p857,p1145
p1002,p1793
p894,p899
p813,p1486
p647,p1867
p74,p1565
p351,p1942
p1458,p1922
p506,p1658
p979,p992
p1077,p1973
p372,p1941
p777,p812
p573,p1103
p556,p1914
p153,p1284
p497,p1355
p889,p1237
p1014,p1426
p1649,p1926
p249,p1667
p1523,p1798
p731,p1985
p266,p1988
p1689,p1813
p951,p1260
p661,p1220
p381,p1741
p1501,p1891
p226,p1072
p1382,p1672
p23,p1789
p217,p661
p1606,p1895
p316,p1243
p538,p1183
p1269,p1401
p1539,p1761
p754,p1405
p1214,p1691
p1031,p1084
p1384,p1529
p166,p1405
p1137,p1649
p243,p1965
p628,p1243
p773,p1178
p450,p1746
p590,p1147
p1298,p1730
p960,p1060
p1145,p1482
p607,p1305
p320,p497
p1578,p1723
p844,p1119
p380,p712
p161,p1934
p1830,p1860
p175,p815
p77,p863
p1280,p1828
p990,p1788
p722,p1333
p799,p1828
p1296,p1411
p1445,p1733
p424,p1077
p931,p1443
p1187,p1546
p1208,p1854
p1256,p1771
p1227,p1365
p683,p1929
p663,p1102
p74,p1965
p1921,p1982
p1169,p1675
p175,p1045
p75,p113
p985,p1861
p529,p891
p1364,p1384
p728,p1691
p1473,p1990
p515,p1670
p1734,p1944
p1872,p1897
p907,p1927
p385,p1938
p760,p1857
p133,p1109
p1571,p1730
p149,p1568
p1091,p1341
p580,p1497
p601,p717
p1304,p1655
p910,p1187
p896,p1482
p1091,p1472
p1520,p1947
p766,p1392
p628,p1327
p1581,p1740
p717,p1412
p938,p1040
p462,p821
p1106,p1915
p78,p815
p799,p1789
p1319,p1408
p1010,p1883
p512,p1609
p1086,p1692
p705,p1088
p961,p1578
p1073,p1598
p1045,p1120
p574,p671
p1048,p1748
p38,p1537
p719,p1526
p1002,p1276
p1381,p1534
p979,p1102
p1366,p1898
p1253,p1524
p644,p1322
p1033,p1883
p1077,p1513
p947,p1725
p676,p1232
p1899,p1906
p1416,p1592
p18,p418
p1351,p1496
p256,p1305
p675,p1220
p717,p1864
p927,p1892
p203,p1692
p351,p865
p920,p999
p1432,p1604
p866,p1839
p1678,p1934
p887,p1501
p519,p1215
p866,p1670
p1287,p1855
p926,p1349
p1140,p1955
p421,p1325
p186,p988
p222,p1780
p901,p1785
p748,p886
p40,p1304
p835,p1894
p429,p671
p1528,p1994
p1428,p1854
p1628,p1923
p1209,p1498
p235,p1501
p560,p1489
p833,p1928
p1204,p1401
p1355,p1722
p1192,p1546
p1536,p1859
p161,p232
p1204,p1750
p878,p896
p1531,p1915
p394,p1463
p1460,p1891
p385,p1480
p927,p1233
p1064,p1529
p849,p1822
p1034,p1136
p1243,p1636
p608,p1764
p567,p1362
p863,p1020
p1040,p1401
p1605,p1994
p755,p816
p313,p661
p499,p1197
p408,p1856
p792,p1376
p1383,p1548
p1205,p1510
p902,p1245
p1288,p1691
p409,p480
p1165,p1843
p1704,p1815
p653,p744
p1333,p1364
p1250,p1542
p950,p1388
p1312,p1564
p146,p663
p1295,p1903
p1312,p1497
p1828,p1890
p965,p1688
p449,p1716
p1254,p1633
p1598,p1634
p875,p1816
p919,p1009
p735,p938
p683,p734
p1156,p1417
p582,p1849
p740,p751
p146,p1506
p1195,p1300
p961,p1947
p1285,p1956
p938,p1077
p1579,p1914
p1137,p1785
p1056,p1477
p676,p832
p541,p1453
p1017,p1668
p961,p1520
p382,p1735
p474,p1380
p724,p749
p1362,p1614
p1094,p1403
p1749,p1892
p1052,p1440
p779,p1956
p380,p1784
p643,p1690
p401,p644
p1253,p1853
p1551,p1937
p522,p574
p781,p1760
p1207,p1511
p267,p781
p564,p641
p1277,p1605
p731,p1200
p1319,p1778
p1463,p1523
p661,p972
p1284,p1397
p26,p1513
p825,p1491
p282,p917
p671,p943
p1528,p1605
p1550,p1936
p1718,p1903
p1608,p1893
p1094,p1402
p354,p1952
p541,p1183
p904,p1456
p1535,p1563
p1339,p1999
p1353,p1585
p933,p1635
p440,p1328
p543,p1829
p541,p1615
p716,p1109
p507,p1751
p1000,p1016
p1567,p1729
p224,p996
p1094,p1268
p669,p863
p689,p1466
p1602,p1662
p782,p1903
p1215,p1617
p844,p1257
p1529,p1740
p1089,p1226
p773,p1701
p314,p1620
p486,p1365
p795,p1552
p655,p842
p1035,p1643
p1540,p1835
p503,p1224
p768,p1715
p697,p990
p896,p1145
p1173,p1179
p1269,p1973
p244,p405
p1398,p1812
p467,p1585
p865,p924
p1314,p1338
p203,p244
p1407,p1929
p199,p1245
p1401,p1973
p252,p1286
p1448,p1476
p1430,p1695
p1231,p1498
p414,p1689
p1480,p1755
p4,p1203
p756,p1725
p1215,p1855
p1341,p1487
p1032,p1276
p1121,p1346
p1481,p1983
p292,p836
p142,p1947
p529,p1545
p701,p1626
p886,p1808
p1946,p1985
p725,p1564
p78,p917
p499,p1649
p186,p1825
p348,p534
p1649,p1832
p591,p1258
p661,p1147
p275,p303
p1764,p1771
p1087,p1609
p785,p1814
p1419,p1856
p853,p1662
p740,p1295
p1448,p1901
p1118,p1479
p418,p1765
p74,p728
p23,p1927
p380,p1510
p787,p1470
p1438,p1986
p1747,p1973
p1679,p1700
p798,p892
p868,p1371
p887,p1615
p1189,p1894
p1366,p1691
p541,p1637
p894,p1462
p1321,p1437
p175,p1660
p1115,p1164
p861,p1878
p568,p943
p669,p1306
p1228,p1573
p1038,p1753
p401,p1500
p1688,p1927
p985,p1234
p1250,p1393
p945,p1212
p186,p1019
p936,p1077
p1089,p1202
p691,p1620
p694,p1440
p26,p936
p1545,p1640
p946,p1811
p653,p1194
p1184,p1974
p601,p1059
p716,p1219
p495,p1569
p297,p1510
p1006,p1936
p790,p1871
p548,p1152
p1453,p1637
p914,p1202
p428,p1966
p1318,p1560
p744,p1308
p1190,p1279
p820,p1215
p372,p593
