p143,p352
p927,p1268
p920,p1048
p1134,p1397
p305,p1793
p399,p934
p335,p1179
p730,p759
p1294,p1492
p341,p1613
p346,p1569
p1046,p1252
p574,p1359
p1332,p1844
p744,p1683
p1011,p1418
p202,p1996
p803,p1949
p24,p338
p638,p1021
p1049,p1139
p1484,p1871
p738,p1799
p708,p1694
p643,p1470
p149,p1683
p1039,p1623
p899,p1928
p1562,p1677
p742,p1706
p912,p1409
p323,p1440
p275,p938
p200,p1171
p116,p969
p126,p220
p207,p338
p709,p1468
p1636,p1696
p1257,p1444
p260,p1749
p75,p1592
p53,p533
p1254,p1834
p1094,p1668
p638,p1068
p987,p1158
p9,p1057
p925,p1490
p1099,p1106
p425,p1881
p539,p915
p533,p1492
p1530,p1679
p208,p1241
p245,p1823
p958,p1172
p1468,p1991
p721,p936
p471,p1462
p245,p754
p289,p1519
p409,p624
p325,p655
p1149,p1965
p2,p1541
p686,p1770
p650,p1308
p1558,p1986
p331,p1709
p1311,p1408
p34,p284
p598,p1202
p790,p1558
p1256,p1737
p630,p1714
p75,p832
p483,p1252
p471,p1523
p1028,p1485
p1423,p1579
p747,p1002
p1801,p1999
p953,p1807
p994,p1007
p834,p1595
p610,p1914
p168,p1807
p572,p1235
p1431,p1486
p763,p1310
p894,p1882
p628,p714
p895,p1152
p322,p1965
p183,p341
p163,p406
p70,p1539
p97,p372
p193,p907
p1332,p1740
p217,p741
p254,p1594
p302,p1129
p130,p738
p285,p1252
p654,p1332
p1164,p1374
p110,p1790
p1624,p1676
p668,p1630
p415,p738
p60,p1569
p1387,p1536
p476,p1471
p93,p1882
p308,p1659
p100,p377
p897,p1513
p573,p671
p769,p1165
p1028,p1567
p350,p1995
p1926,p1962
p324,p646
p722,p1399
p1280,p1928
p392,p1117
p269,p443
p980,p1843
p1468,p1770
p42,p1647
p97,p667
p1160,p1842
p519,p1738
p996,p1410
p1401,p1560
p622,p1379
p1330,p1796
p1070,p1118
p979,p1191
p181,p695
p652,p997
p403,p1165
p368,p1906
p485,p1377
p50,p1992
p990,p1549
p6,p523
p418,p826
p1290,p1331
p37,p1999
p1273,p1307
p303,p1061
p302,p1438
p495,p943
p197,p740
p405,p1867
p482,p1971
p649,p1260
p415,p483
p135,p265
p414,p1531
p243,p780
p777,p1558
p74,p1495
p219,p1057
p132,p1945
p47,p1213
p1195,p1748
p1259,p1763
p783,p931
p101,p708
p646,p663
p40,p289
p973,p1671
p76,p224
p1150,p1921
p168,p439
p899,p1502
p1274,p1331
p47,p296
p1056,p1284
p1,p1612
p264,p1837
p485,p1657
p108,p1329
p255,p1012
p799,p1727
p815,p1602
p1159,p1333
p609,p1053
p338,p400
p172,p200
p76,p823
p371,p1555
p1192,p1237
p1066,p1929
p47,p1445
p199,p1352
p162,p1496
p490,p900
p695,p1654
p711,p1725
p750,p791
p650,p1509
p471,p1405
p1116,p1354
p628,p1455
p1045,p1226
p1551,p1821
p1702,p1881
p841,p1452
p371,p1325
p1892,p1995
p73,p671
p870,p1742
p572,p1351
p863,p1286
p2,p902
p118,p1970
p738,p1027
p848,p1754
p923,p1593
p1150,p1207
p1166,p1460
p296,p1501
p65,p1547
p240,p362
p1673,p1746
p944,p1218
p3,p29
p1184,p1485
p573,p968
p518,p787
p1706,p1991
p486,p770
p155,p1038
p925,p1062
p728,p1989
p907,p1825
p815,p1272
p12,p1642
p1183,p1606
p296,p1853
p1637,p1867
p477,p1111
p1026,p1382
p739,p1044
p664,p1803
p521,p1705
p483,p1108
p1436,p1983
p311,p1521
p223,p323
p174,p1546
p579,p783
p474,p1199
p181,p1732
p216,p1539
p1577,p1601
p371,p1826
p1444,p1591
p22,p1915
p869,p1114
p579,p670
p580,p1562
p1538,p1794
p545,p1559
p1235,p1338
p1506,p1848
p1373,p1408
p750,p1080
p80,p985
p431,p455
p397,p1123
p875,p1880
p608,p1268
p730,p1295
p164,p1235
p1765,p1908
p479,p1790
p461,p612
p81,p1590
p32,p1022
p348,p1753
p1104,p1835
p367,p609
p595,p1615
p1007,p1718
p167,p1473
p489,p706
p107,p851
p831,p1533
p920,p1197
p799,p1525
p484,p1754
p1401,p1485
p79,p549
p967,p996
p172,p1398
p1555,p1826
p1668,p1821
p435,p1606
p770,p1972
p21,p885
p1,p1647
p688,p1154
p1240,p1332
p163,p1191
p303,p1969
p913,p1229
p954,p1629
p305,p1395
p1014,p1602
p136,p685
p1529,p1995
p932,p981
p201,p574
p73,p124
p1660,p1779
p1197,p1964
p1384,p1953
p1392,p1396
p826,p1608
p67,p1732
p1287,p1743
p1084,p1170
p377,p747
p1907,p1938
p352,p747
p720,p1233
p105,p1026
p77,p157
p1029,p1038
p612,p1308
p607,p1743
p738,p1370
p124,p1965
p994,p1210
p784,p1803
p418,p1478
p559,p1717
p1622,p1793
p116,p951
p1364,p1416
p564,p1459
p395,p592
p444,p1935
p184,p552
p552,p1443
p88,p1209
p1435,p1705
p606,p1985
p265,p1231
p1448,p1832
p101,p1214
p598,p1235
p152,p293
p1545,p1690
p594,p1858
p1223,p1393
p634,p1901
p545,p1300
p43,p80
p1042,p1742
p277,p1102
p507,p1440
p754,p1457
p295,p464
p361,p1865
p656,p1020
p776,p1703
p63,p1986
p1425,p1530
p1441,p1496
p293,p1923
p604,p856
p19,p334
p821,p1363
p159,p1369
p1189,p1196
p368,p475
p382,p1679
p1068,p1128
p1043,p1551
p252,p1759
p772,p1023
p1469,p1667
p158,p988
p1174,p1200
p122,p657
p428,p1833
p539,p1955
p21,p1891
p622,p952
p3,p1039
p1074,p1115
p1512,p1689
p732,p1645
p480,p668
p1767,p1813
p132,p1650
p404,p1525
p743,p1718
p225,p673
p187,p1479
p1430,p1911
p968,p1450
p1458,p1904
p1674,p1818
p216,p748
p901,p1639
p710,p1708
p1522,p1834
p341,p1797
p45,p224
p6,p1937
p615,p834
p376,p1207
p1051,p1441
p410,p1176
p1727,p1790
p392,p1476
p160,p1219
p1334,p1726
p1591,p1747
p1695,p1768
p658,p1494
p287,p867
p1171,p1924
p589,p861
p96,p1039
p1161,p1933
p818,p1857
p267,p290
p1178,p1534
p1881,p1919
p656,p1311
p998,p1224
p39,p595
p440,p1050
p93,p100
p581,p832
p748,p768
p546,p725
p68,p185
p465,p1726
p30,p642
p1112,p1510
p152,p202
p262,p838
p157,p1142
p364,p882
p562,p1215
p1987,p1998
p1209,p1598
p91,p593
p395,p774
p690,p834
p935,p1721
p1426,p1495
p1454,p1735
p578,p1627
p976,p1493
p131,p527
p579,p1086
p397,p1690
p1236,p1276
p405,p945
p681,p1496
p350,p517
p383,p871
p62,p1509
p1773,p1782
p1015,p1882
