p1057,p1954
p284,p913
p113,p388
p1361,p1611
p189,p990
p1469,p1691
p191,p1606
p712,p1801
p107,p1082
p637,p1719
p1276,p1376
p926,p1346
p1404,p1720
p38,p1894
p74,p1394
p189,p708
p179,p582
p75,p1177
p399,p482
p33,p1350
p98,p969
p512,p741
p68,p974
p860,p1286
p1252,p1990
p1362,p1604
p800,p919
p513,p1506
p331,p1072
p364,p1064
p1004,p1119
p1010,p1425
p1555,p1841
p298,p428
p321,p1700
p907,p1922
p295,p841
p706,p1851
p289,p806
p815,p1572
p1477,p1815
p836,p1991
p762,p969
p1146,p1699
p913,p1355
p289,p1835
p290,p851
p173,p1500
p670,p1701
p1204,p1282
p684,p1257
p732,p1680
p125,p1933
p316,p535
p542,p1793
p457,p1714
p88,p282
p668,p915
p882,p1508
p274,p317
p832,p1875
p176,p1037
p822,p1218
p147,p803
p82,p1431
p61,p844
p482,p1504
p1090,p1386
p203,p377
p1250,p1569
p528,p1987
p184,p1960
p1133,p1625
p215,p1455
p169,p624
p62,p176
p1216,p1449
p1234,p1609
p566,p1247
p1067,p1803
p179,p1597
p604,p937
p863,p994
p39,p1469
p758,p1662
p45,p1631
p1126,p1587
p110,p373
p469,p829
p1345,p1743
p189,p766
p1049,p1952
p283,p491
p718,p1583
p1200,p1728
p32,p1611
p219,p621
p96,p483
p395,p1642
p787,p1596
p624,p1528
p1279,p1905
p1198,p1515
p723,p1741
p1315,p1541
p285,p1851
p939,p1372
p748,p1031
p730,p1939
p1348,p1852
p827,p1617
p881,p1628
p213,p1870
p412,p1514
p1096,p1185
p875,p1621
p296,p1923
p219,p1764
p201,p1286
p34,p428
p113,p585
p1347,p1754
p1416,p1800
p619,p731
p426,p730
p823,p1112
p286,p1714
p476,p1400
p565,p661
p311,p1749
p65,p1175
p420,p1223
p1125,p1240
p748,p1692
p87,p1434
p185,p718
p1586,p1856
p403,p739
p71,p1787
p714,p762
p176,p431
p1274,p1315
p870,p966
p1060,p1862
p390,p1349
p1005,p1742
p490,p578
p326,p916
p766,p1040
p397,p1383
p247,p457
p833,p1651
p303,p1226
p1099,p1344
p495,p1516
p116,p670
p358,p1083
p928,p1534
p1215,p1859
p229,p1613
p18,p1633
p1012,p1194
p326,p1413
p136,p612
p758,p1057
p4,p1666
p833,p1462
p947,p1728
p171,p1534
p98,p274
p5,p1239
p619,p1388
p1381,p1770
p378,p1047
p113,p1785
p915,p1436
p102,p370
p260,p1870
p1239,p1717
p82,p1385
p289,p1621
p398,p723
p1455,p1911
p833,p1117
p287,p1524
p460,p677
p952,p1149
p1708,p1896
p481,p1908
p245,p1289
p1744,p1832
p310,p1573
p42,p184
p739,p1681
p827,p1653
p72,p635
p17,p920
p232,p493
p123,p1979
p1496,p1949
p787,p1965
p363,p1283
p398,p1831
p318,p1108
p1874,p1932
p341,p1504
p581,p1186
p100,p111
p849,p1592
p680,p1586
p0,p1325
p1253,p1310
p722,p804
p835,p1204
p1444,p1963
p78,p1622
p400,p1695
p463,p1100
p1184,p1779
p453,p1942
p48,p1307
p593,p1517
p422,p601
p399,p1105
p591,p1601
p1007,p1402
p17,p721
p657,p1292
p1390,p1394
p1157,p1600
p97,p884
p31,p411
p70,p1470
p1064,p1607
p295,p606
p1397,p1437
p173,p1318
p484,p1905
p1459,p1825
p536,p1616
p41,p1724
p1511,p1926
p1461,p1819
p1010,p1265
p578,p747
p98,p363
p887,p1188
p57,p322
p350,p1127
p1319,p1582
p1207,p1248
p552,p717
p58,p1559
p162,p1084
p436,p749
p948,p953
p283,p1394
p880,p1792
p1645,p1666
p900,p1743
p38,p1742
p359,p589
p835,p1847
p609,p1349
p215,p486
p1034,p1653
p420,p905
p461,p567
p548,p1868
p1749,p1883
p798,p869
p1701,p1940
p498,p1355
p138,p339
p35,p1633
p1257,p1555
p1146,p1284
p544,p622
p1003,p1829
p240,p1262
p276,p1282
p1242,p1428
p488,p941
p218,p1284
p1344,p1625
p52,p132
p163,p340
p241,p1653
p1289,p1925
p544,p620
p1175,p1259
p1465,p1712
p1320,p1940
p588,p1230
p27,p1758
p619,p1584
p1065,p1338
p1416,p1466
p152,p1725
p1081,p1364
p1477,p1588
p89,p223
p1164,p1832
p964,p1208
p424,p843
p1086,p1526
p433,p1691
p600,p1411
p973,p1543
p838,p865
p734,p1760
p1570,p1670
p1261,p1732
p471,p1223
p146,p1944
p894,p1129
p614,p775
p1426,p1641
p385,p491
p903,p1459
p453,p1950
p1067,p1585
p272,p1325
p773,p788
p1818,p1837
p735,p1013
p852,p1637
p1213,p1571
p369,p1760
p473,p853
p167,p309
p565,p1845
p221,p307
p1115,p1965
p1303,p1785
p640,p1456
p700,p783
p589,p1614
p348,p1726
p1051,p1224
p1581,p1873
p151,p1500
p127,p183
p892,p1104
p229,p1263
p1208,p1418
p457,p935
p693,p1073
p810,p1545
p261,p1758
p1067,p1337
p1321,p1774
p317,p593
p1584,p1770
p1808,p1822
p273,p1711
p461,p1820
p1325,p1933
p368,p446
p918,p1894
p34,p1551
p1207,p1800
p117,p1320
p395,p1520
p467,p1387
p1461,p1568
p266,p354
p474,p1585
p402,p1072
p1452,p1567
p313,p685
p838,p1014
p1024,p1210
p814,p1552
p831,p1201
p1106,p1786
p598,p1719
p45,p879
p1129,p1401
p1587,p1677
p907,p1796
p954,p1472
p71,p406
p1598,p1763
p1353,p1692
p31,p1383
p1076,p1470
p1347,p1698
p21,p1176
p1252,p1332
p33,p1534
p717,p1123
p315,p645
p679,p840
p902,p1943
p439,p1362
p557,p1558
p417,p1098
p408,p919
p214,p1712
p1742,p1757
p160,p340
p784,p1063
p76,p1812
p6,p1669
p1207,p1741
p98,p1428
p1208,p1568
p284,p1584
p460,p1798
p141,p1840
p1122,p1162
p720,p1360
p1813,p1936
p230,p1856
p1029,p1499
p89,p1127
p540,p964
p544,p1183
p311,p754
p1212,p1438
p680,p1923
p616,p1964
p448,p1559
p1148,p1905
p970,p980
p1873,p1944
p57,p166
p1211,p1746
p245,p491
p1138,p1837
p85,p535
p631,p652
p919,p1018
p47,p1001
p1028,p1831
p463,p1088
p1812,p1888
p303,p1306
p668,p1663
p816,p1573
p52,p1639
p229,p1848
p52,p719
p413,p1274
p574,p1304
p551,p1104
p498,p1174
p639,p1153
p908,p1009
p118,p1140
p111,p317
p295,p1859
p1086,p1314
p1621,p1825
p789,p1590
p1343,p1880
p606,p921
p590,p1961
p685,p1380
p1435,p1809
p515,p1728
p853,p1732
p157,p919
p3,p913
p141,p1875
p335,p925
p696,p1890
p1825,p1849
p322,p1110
p520,p973
p49,p1104
p324,p397
p1,p845
p179,p1715
p80,p216
p619,p905
p222,p755
p76,p1793
p616,p1411
p532,p1855
p1192,p1667
p1166,p1883
p1510,p1680
p416,p800
p311,p847
p365,p952
p433,p1361
p449,p748
p540,p1208
p693,p1230
p1512,p1707
p274,p805
p294,p1637
p853,p1764
p912,p1498
p752,p1237
p499,p1751
p554,p1889
p770,p1323
p783,p874
p1199,p1977
p56,p595
p136,p213
p84,p875
p592,p1561
p1421,p1821
p155,p537
p617,p1064
p1240,p1358
p588,p1844
p987,p1956
p1323,p1959
p20,p1924
p655,p878
p1411,p1795
p1557,p1869
p512,p1464
p1257,p1696
p657,p1827
p3,p1834
p1167,p1990
p347,p1829
p1241,p1288
p838,p1017
p781,p1907
p919,p1906
p438,p916
p943,p1550
p233,p1884
p248,p879
p379,p1741
p549,p1017
p138,p343
p275,p481
p267,p1394
p819,p1889
p577,p1134
p492,p1912
p1265,p1427
p1052,p1902
p1645,p1886
p802,p1186
p1793,p1920
p705,p735
p116,p1111
p572,p1825
p383,p966
p1315,p1697
p1027,p1168
p37,p1422
p491,p1501
p533,p954
p616,p787
p180,p1606
p428,p1193
p598,p1544
p1296,p1442
p38,p373
p1265,p1681
p377,p1515
p716,p1405
p293,p1668
p157,p1719
p1325,p1876
p1153,p1661
p541,p1260
p399,p802
p1225,p1972
p1223,p1317
p383,p1894
p539,p1723
p962,p1320
p1170,p1664
p140,p840
p978,p1356
p37,p230
p896,p969
p1635,p1771
p889,p1156
p378,p1784
p243,p281
p743,p945
p1429,p1881
p798,p924
p16,p563
p142,p566
p1320,p1865
p318,p1537
p187,p1115
p313,p1628
p809,p905
p1199,p1407
p810,p1190
p462,p1887
p530,p1921
p253,p1507
p321,p1499
p305,p1344
p925,p1298
p1824,p1932
p61,p784
p813,p1988
p1442,p1587
p145,p905
p226,p1344
p566,p745
p795,p889
p883,p1990
p15,p1577
p1200,p1486
p220,p263
p453,p1014
p1715,p1855
p26,p440
p686,p1238
p939,p1894
p1565,p1987
p774,p1493
p1260,p1956
p1043,p1232
p694,p1487
p235,p271
p395,p1032
p1428,p1696
p412,p1117
p563,p1720
p870,p1611
p854,p1266
p99,p509
p84,p404
p1269,p1920
p534,p1847
p660,p1836
p58,p700
p508,p1330
p734,p1515
p747,p1034
p556,p1387
p654,p869
