p116,p967
p1019,p1076
p165,p810
p716,p901
p1571,p1820
p444,p1744
p342,p518
p1067,p1242
p731,p1050
p603,p1319
p210,p570
p1429,p1925
p940,p1934
p331,p1657
p150,p898
p95,p689
p653,p1415
p640,p871
p435,p1276
p32,p1215
p879,p1114
p86,p167
p979,p1472
p770,p1560
p929,p1534
p288,p979
p1647,p1733
p134,p273
p558,p1646
p698,p945
p416,p522
p1366,p1771
p1807,p1926
p1770,p1869
p532,p1520
p50,p855
p569,p583
p822,p1712
p845,p1981
p875,p1828
p553,p822
p218,p1615
p424,p1514
p65,p1363
p1206,p1238
p53,p1054
p1345,p1524
p783,p989
p46,p932
p1079,p1467
p647,p1242
p990,p1231
p1907,p1979
p875,p1532
p1065,p1472
p589,p1095
p843,p1462
p124,p273
p951,p1135
p693,p923
p64,p871
p335,p1118
p1132,p1559
p296,p1524
p977,p1914
p1817,p1910
p147,p988
p263,p912
p62,p1803
p1179,p1777
p450,p1148
p771,p965
p76,p529
p431,p1045
p762,p1688
p817,p1953
p1438,p1966
p210,p590
p142,p1448
p1591,p1778
p1755,p1852
p723,p1823
p895,p1164
p1454,p1601
p1052,p1121
p245,p471
p136,p1843
p824,p1349
p998,p1342
p636,p1563
p495,p1391
p762,p1709
p1366,p1967
p1378,p1688
p803,p1974
p426,p726
p884,p1228
p1626,p1648
p318,p1007
p440,p963
p49,p294
p465,p879
p1023,p1195
p1233,p1873
p362,p1827
p420,p672
p130,p1365
p588,p1945
p1454,p1660
p1566,p1933
p315,p894
p85,p1398
p842,p1591
p70,p1049
p685,p695
p1374,p1670
p222,p1262
p353,p1290
p266,p1764
p357,p1938
p238,p1446
p303,p937
p325,p890
p802,p1540
p629,p951
p1088,p1489
p180,p1839
p481,p1642
p13,p1864
p1367,p1441
p367,p1440
p959,p1010
p368,p1786
p261,p1322
p197,p434
p420,p1038
p186,p686
p770,p1966
p98,p217
p984,p1103
p1376,p1997
p384,p1100
p529,p1818
p1123,p1318
p1431,p1525
p1519,p1680
p462,p801
p971,p1891
p515,p993
p724,p1525
p1019,p1354
p22,p62
p379,p1718
p186,p511
p19,p1631
p127,p1380
p511,p1363
p250,p998
p918,p1312
p199,p1186
p187,p578
p841,p1962
p364,p1667
p528,p1583
p241,p866
p339,p1538
p1242,p1476
p188,p512
p1125,p1540
p179,p1982
p151,p1798
p1441,p1454
p735,p1135
p597,p1216
p170,p517
p1002,p1209
p93,p1607
p588,p747
p730,p1500
p738,p1388
p228,p409
p1288,p1634
p521,p1276
p1363,p1770
p672,p1701
p756,p1929
p977,p1469
p233,p1047
p583,p1154
p112,p626
p198,p1248
p352,p1184
p1257,p1360
p247,p1675
p10,p467
p610,p1191
p825,p1413
p128,p1597
p52,p209
p1536,p1611
p335,p1835
p736,p1035
p61,p1853
p233,p1637
p1529,p1794
p962,p1352
p82,p556
p1419,p1596
p454,p478
p1367,p1536
p805,p1859
p354,p671
p457,p1161
p701,p1482
p78,p1070
p180,p1550
p26,p1249
p173,p1178
p819,p1638
p431,p456
p1316,p1761
p340,p1489
p1760,p1961
p37,p664
p1113,p1485
p94,p1965
p894,p1351
p617,p1311
p781,p1799
p593,p748
p38,p953
p1420,p1422
p1783,p1859
p1226,p1475
p235,p641
p484,p1412
p256,p1995
p133,p1184
p557,p1985
p1625,p1869
p359,p1420
p1559,p1986
p744,p935
p1824,p1862
p268,p412
p262,p712
p25,p870
p284,p1349
p1840,p1854
p1028,p1079
p381,p976
p45,p1951
p1044,p1839
p458,p1004
p13,p270
p469,p894
p10,p1244
p653,p852
p837,p1814
p1179,p1903
p1128,p1890
p105,p1758
p667,p777
p808,p1398
p484,p1778
p1332,p1810
p134,p754
p201,p1496
p537,p1935
p382,p1202
p92,p1291
p307,p1241
p194,p1802
p1785,p1966
p166,p382
p672,p1174
p729,p762
p866,p1903
p989,p1516
p704,p1357
p174,p1803
p34,p1344
p1028,p1121
p573,p593
p948,p1582
p173,p582
p125,p790
p314,p1920
p1031,p1874
p789,p1932
p767,p1401
p376,p777
p78,p163
p537,p770
p814,p1500
p64,p696
p799,p1763
p1033,p1822
p234,p1485
p896,p1488
p1014,p1995
p428,p803
p1203,p1287
p121,p197
p786,p1905
