p1032,p1283
p93,p1986
p929,p1420
p283,p310
p1262,p1616
p977,p1499
p1577,p1978
p1124,p1358
p349,p466
p1335,p1512
p387,p1108
p1150,p1617
p600,p643
p48,p1630
p1564,p1889
p449,p517
p1052,p1884
p474,p1437
p753,p1631
p567,p704
p386,p1893
p43,p537
p683,p962
p566,p782
p90,p467
p27,p670
p92,p1301
p1288,p1937
p239,p464
p484,p932
p384,p924
p60,p646
p224,p734
p100,p888
p667,p1467
p1165,p1673
p716,p1705
p1643,p1697
p323,p1346
p1022,p1455
p429,p679
p314,p1629
p1074,p1370
p530,p1638
p376,p529
p631,p1599
p976,p1569
p720,p1355
p1228,p1695
p308,p703
p687,p1443
p164,p1614
p464,p925
p1295,p1866
p186,p601
p1,p1976
p769,p1659
p518,p1951
p1027,p1165
p564,p1488
p1542,p1834
p1001,p1648
p91,p1083
p1115,p1667
p517,p1861
p598,p1052
p366,p1865
p94,p207
p190,p908
p178,p1332
p208,p686
p689,p1401
p1690,p1836
p717,p904
p286,p953
p1121,p1333
p395,p1689
p350,p804
p224,p1056
p1106,p1766
p445,p1367
p1024,p1612
p451,p1974
p359,p1808
p1013,p1242
p660,p682
p476,p1587
p258,p1211
p998,p1975
p255,p315
p880,p1404
p968,p1393
p1439,p1943
p1948,p1977
p800,p1082
p225,p893
p349,p894
p63,p1814
p289,p964
p247,p1677
p1563,p1862
p585,p1083
p1083,p1957
p637,p1077
p480,p1537
p127,p652
p598,p690
p967,p1457
p334,p1389
p294,p1426
p1443,p1537
p347,p1132
p184,p215
p574,p1617
p54,p1526
p49,p783
p487,p1391
p110,p1285
p417,p597
p1386,p1390
p1534,p1783
p399,p1202
p1831,p1941
p112,p1012
p1039,p1825
p696,p1028
p352,p1491
p65,p1441
p763,p1699
p393,p1527
p1643,p1748
p275,p1255
p381,p1224
p514,p1768
p1255,p1587
p408,p769
p860,p1327
p1745,p1915
p781,p877
p688,p1608
p889,p934
p481,p1829
p127,p1146
p715,p934
p1518,p1637
p609,p1742
p1373,p1496
p187,p663
p215,p703
p181,p991
p894,p1915
p298,p827
p640,p1770
p1072,p1176
p917,p958
p98,p1102
p94,p1302
p772,p1689
p823,p1334
p595,p1775
p827,p1265
p71,p1230
p1115,p1954
p793,p1275
p20,p1026
p416,p1737
p176,p908
p415,p1377
p287,p1536
p108,p1368
p319,p546
p858,p868
p1853,p1920
p359,p797
p1473,p1791
p993,p1441
p106,p183
p1329,p1780
p8,p1466
p136,p1649
p710,p1311
p1202,p1474
p549,p1725
p1811,p1938
p1630,p1884
p1140,p1691
p341,p972
p196,p912
p462,p1804
p106,p471
p348,p1911
p196,p1059
p462,p848
p55,p1746
p488,p1265
p1198,p1854
p1159,p1495
p106,p961
p463,p941
p234,p1878
p684,p1975
p842,p1035
p1315,p1757
p136,p1763
p597,p780
p1216,p1905
p467,p1581
p186,p515
p365,p1086
p599,p1356
p233,p1329
p791,p1506
p886,p1436
p25,p163
p455,p1808
p110,p1646
p1489,p1541
p236,p567
p238,p958
p514,p1261
p456,p674
p754,p1635
p1508,p1625
p1390,p1610
p1217,p1828
p166,p1395
p1343,p1674
p602,p1732
p1141,p1809
p112,p333
p931,p1789
p743,p1454
p1511,p1955
p193,p365
p954,p1784
p826,p1508
p1538,p1582
p719,p1972
p2,p1260
p4,p1651
p617,p1709
p152,p519
p310,p599
p487,p566
p6,p269
p419,p1609
p55,p1425
p605,p1405
p1336,p1830
p599,p1947
p693,p1453
p404,p1160
p574,p1399
p502,p1556
p188,p1758
p721,p1761
p95,p788
p670,p1313
p418,p1343
p453,p977
p378,p1977
p1102,p1157
p437,p1835
p786,p1922
p274,p1047
p494,p1592
p1455,p1805
p1391,p1663
p959,p1965
p1686,p1724
p1336,p1645
p82,p1569
p52,p1526
p247,p1209
p966,p1483
p107,p976
p1460,p1797
p143,p1884
p186,p364
p214,p439
p309,p682
p1623,p1641
p964,p1828
p139,p593
p512,p1770
p493,p1894
p773,p914
p610,p1321
p1904,p1992
p311,p814
p341,p1369
p1445,p1882
p690,p1494
p345,p1492
p778,p1567
p987,p1034
p80,p783
p551,p1328
p337,p1075
p1249,p1970
p1652,p1878
p359,p891
