p978,p1431
p316,p926
p323,p677
p410,p1627
p1337,p1888
p1489,p1962
p683,p844
p811,p1801
p712,p995
p967,p1251
p635,p1042
p884,p1903
p664,p1283
p417,p1721
p52,p566
p461,p1090
p542,p1025
p718,p1321
p426,p1615
p351,p1357
p538,p1156
p640,p1093
p352,p1073
p677,p1986
p113,p429
p67,p1197
p70,p927
p797,p826
p1172,p1206
p426,p1168
p44,p690
p555,p1161
p178,p824
p815,p1048
p1061,p1985
p1145,p1334
p1073,p1790
p431,p995
p926,p971
p944,p1778
p1143,p1819
p1035,p1789
p1070,p1975
p115,p1704
p757,p1627
p234,p1003
p446,p1591
p1743,p1901
p1218,p1579
p73,p95
p682,p1971
p993,p1562
p119,p863
p232,p321
p63,p511
p955,p1955
p67,p1522
p294,p1776
p451,p701
p540,p1636
p689,p901
p275,p1101
p751,p1454
p27,p1207
p81,p1918
p1312,p1920
p562,p974
p84,p1248
p70,p538
p1183,p1528
p881,p1953
p1366,p1604
p755,p1752
p1110,p1957
p1857,p1918
p1306,p1677
p679,p843
p931,p1518
p695,p898
p713,p1324
p535,p1034
p1135,p1655
p241,p1323
p426,p1650
p96,p1553
p1390,p1977
p13,p451
p1025,p1231
p935,p1656
p483,p612
p504,p1282
p47,p1588
p673,p1037
p1919,p1978
p138,p530
p349,p1751
p364,p1404
p215,p230
p1048,p1690
p94,p453
p912,p1772
p68,p779
p92,p1981
p979,p1282
p752,p1718
p104,p1420
p582,p851
p590,p1579
p1651,p1655
p459,p1075
p1768,p1977
p157,p1484
p725,p944
p611,p1247
p479,p1174
p173,p1670
p132,p228
p591,p1759
p1263,p1977
p35,p1123
p308,p1404
p516,p1211
p167,p1369
p333,p1756
p673,p1242
p730,p1331
p80,p1467
p138,p1408
p545,p889
p256,p1486
p688,p1148
p839,p1777
p742,p1162
p100,p1754
p103,p446
p348,p1337
p962,p1081
p355,p1509
p1596,p1867
p1288,p1640
p917,p1529
p954,p1913
p882,p1122
p735,p1723
p366,p861
p1527,p1955
p1231,p1861
p153,p1772
p524,p1298
p729,p1873
p866,p1031
p71,p1923
p18,p1541
p477,p1759
p579,p1629
p5,p965
p375,p1438
p1290,p1345
p1268,p1464
p33,p1290
p76,p1715
p1220,p1371
p926,p1943
p418,p540
p676,p1282
p973,p1050
p528,p1112
p202,p1649
p140,p1364
p26,p1745
p1357,p1549
p1025,p1829
p434,p1791
p245,p1025
p1376,p1833
p983,p1084
p408,p871
p93,p1735
p903,p1508
p85,p807
p794,p1429
p156,p1248
p1103,p1603
p441,p818
p677,p1002
p1123,p1526
p367,p1784
p46,p1823
p781,p1516
p476,p1986
p177,p1642
p118,p693
p126,p1900
p171,p797
p594,p1148
p452,p861
p843,p1745
p1407,p1454
p73,p883
p148,p182
p93,p749
p932,p1127
p523,p1841
p104,p494
p1340,p1839
p723,p1866
p263,p1174
p508,p1578
p629,p1886
p1196,p1895
p415,p754
p330,p1169
p647,p718
p1217,p1368
p46,p1604
p495,p1915
p646,p896
p92,p640
p82,p1526
p1278,p1858
p565,p902
p467,p662
p635,p1561
p301,p1202
p429,p804
p298,p1506
p294,p562
p741,p1262
p40,p737
p223,p1804
p148,p1522
p1219,p1280
p394,p1519
p824,p1660
p883,p1049
p7,p1612
p1570,p1791
p945,p1226
p861,p1288
p1380,p1436
p61,p1848
p86,p1602
p1404,p1465
p208,p1650
p624,p816
p473,p523
p140,p1750
p133,p291
p22,p1603
p1625,p1879
p665,p1557
p108,p1260
p122,p1146
p393,p1710
p703,p819
p12,p1571
p989,p1455
p1001,p1902
p384,p1681
p652,p1819
p227,p1594
p960,p1724
p357,p495
p786,p1782
p546,p1125
p595,p1872
p502,p1260
p281,p1950
p42,p109
p389,p1208
p916,p1363
p173,p1329
p965,p1320
p65,p498
p141,p970
p1461,p1708
p1787,p1924
p63,p338
p362,p583
p250,p706
p1702,p1977
p538,p1174
p142,p1248
p431,p1591
p28,p801
p369,p1743
p383,p1540
p349,p1721
p1446,p1875
p663,p721
p1427,p1933
p325,p1133
p1288,p1991
p854,p1659
p509,p1361
p1720,p1804
p227,p1207
p818,p1138
p34,p1273
p1023,p1436
p1326,p1948
p1175,p1361
p543,p1816
p687,p1582
p718,p1009
p159,p1560
p383,p549
p903,p1065
p1350,p1672
p62,p385
p297,p1243
p1002,p1160
p870,p1476
p1490,p1735
p1241,p1305
p1470,p1547
p76,p770
p6,p301
p1228,p1964
p1053,p1511
p699,p951
p1427,p1799
p1149,p1499
p602,p1539
p372,p674
p50,p1952
p410,p661
p352,p1403
p360,p1835
p1101,p1904
p354,p951
p944,p1746
p343,p1033
p488,p1360
p1052,p1319
p87,p1492
p649,p1307
p18,p1238
p721,p1977
p1320,p1698
p946,p1859
p373,p1164
p757,p1675
p768,p1746
p901,p1804
p1250,p1585
p120,p755
p450,p936
p330,p1180
p485,p1067
p277,p462
p1156,p1848
p740,p1174
p836,p1984
