p694,p978
p1468,p1525
p498,p702
p1670,p1746
p150,p1908
p252,p1895
p964,p1821
p146,p1489
p586,p1304
p1405,p1812
p106,p263
p1859,p1990
p98,p1564
p821,p1748
p200,p1599
p1258,p1371
p1051,p1670
p351,p1519
p1503,p1770
p436,p1620
p528,p1300
p375,p1161
p618,p1512
p939,p1888
p816,p1932
p6,p1237
p489,p1819
p806,p868
p681,p710
p1664,p1703
p799,p1209
p562,p858
p917,p1749
p1075,p1662
p988,p1176
p1237,p1770
p686,p1515
p1099,p1344
p858,p1359
p144,p869
p96,p906
p484,p1111
p4,p608
p109,p1254
p1081,p1186
p1420,p1855
p1291,p1319
p91,p793
p569,p990
p35,p288
p1039,p1789
p8,p1106
p192,p868
p1098,p1550
p1025,p1700
p1031,p1540
p1428,p1457
p585,p1785
p45,p1989
p954,p1629
p318,p473
p753,p937
p1546,p1925
p1910,p1935
p10,p1240
p93,p1766
p821,p1034
p993,p1327
p1679,p1859
p314,p1533
p527,p1621
p1624,p1972
p205,p540
p64,p1782
p427,p1206
p51,p1138
p791,p1190
p816,p952
p49,p1641
p931,p1389
p163,p1419
p456,p613
p362,p465
p866,p1731
p1029,p1295
p749,p1169
p58,p1530
p933,p1085
p233,p1304
p179,p1562
p143,p1592
p1688,p1709
p181,p1228
p622,p1896
p592,p1124
p822,p1365
p94,p431
p1460,p1681
p1799,p1938
p902,p1710
p582,p778
p938,p1526
p998,p1935
p904,p1355
p623,p1164
p865,p933
p1096,p1802
p895,p1062
p166,p1797
p429,p1608
p1681,p1748
p336,p1617
p37,p1582
p860,p1367
p1307,p1466
p371,p603
p311,p806
p616,p1811
p102,p961
p841,p1241
p405,p1738
p348,p1170
p1127,p1299
p71,p1395
p336,p1781
p198,p329
p70,p1185
p1681,p1934
p356,p1906
p987,p997
p498,p1539
p1126,p1932
p818,p1126
p256,p909
p570,p1551
p805,p1317
p284,p1103
p9,p478
p876,p1021
p353,p366
p779,p1624
p296,p340
p749,p882
p196,p657
p914,p1313
p531,p1815
p45,p1677
p1270,p1692
p258,p1334
p370,p632
p434,p1699
p606,p1377
p227,p1319
p485,p1605
p245,p278
p261,p1174
p844,p1777
p436,p1810
p661,p1954
p310,p365
p216,p833
p278,p1396
p351,p428
p569,p651
p210,p718
p222,p1065
p954,p1637
p464,p1722
p197,p1395
p769,p1840
p797,p1128
p566,p741
p592,p1599
p245,p541
p1190,p1686
p101,p571
p584,p730
p506,p884
p997,p1215
p231,p1411
p845,p1689
p593,p1831
p491,p1832
p366,p1397
p897,p1005
p461,p1774
p56,p1446
p698,p1587
p209,p698
p588,p617
p554,p1932
p799,p1126
p1173,p1969
p574,p1603
p1333,p1704
p403,p953
p915,p1669
p266,p1032
p20,p1574
p320,p638
p245,p670
p1360,p1954
p967,p1043
p175,p581
p444,p1176
p907,p1505
p1129,p1537
p59,p895
p126,p1707
p411,p1066
p701,p1954
p282,p772
p1374,p1890
p1175,p1779
p330,p368
p361,p1075
p1227,p1699
p717,p1716
p145,p1494
p57,p210
p1208,p1795
p1087,p1894
p18,p1882
p1172,p1778
p1540,p1789
p370,p1195
p809,p1612
p438,p1904
p708,p1679
p1273,p1294
p1604,p1982
p184,p535
p1287,p1894
p296,p388
p669,p1863
p520,p1527
p564,p965
p945,p1709
p1106,p1478
p407,p612
p735,p1559
p142,p467
p947,p1053
p721,p1381
p170,p757
p174,p1751
p1366,p1535
p1605,p1718
p987,p1531
p405,p1491
p80,p632
p1030,p1925
p234,p835
p13,p1893
p510,p1085
p363,p743
p476,p1047
p590,p1645
p371,p952
p193,p469
p345,p1363
p414,p1837
p1462,p1995
p82,p88
p219,p1840
p1030,p1409
p284,p1487
p1490,p1829
p1156,p1229
p413,p1988
p262,p1006
p94,p1641
p82,p242
p888,p1425
p597,p1412
p68,p1029
p1540,p1863
p277,p1850
p394,p1353
p1799,p1873
p173,p810
p173,p1751
p1372,p1970
p1658,p1823
p632,p1388
p69,p380
p932,p1537
p1008,p1937
p970,p1552
p222,p934
p88,p1014
p804,p1552
p372,p1325
p7,p1338
p219,p539
p1394,p1850
p594,p1044
p1140,p1968
p654,p801
p101,p826
p318,p360
p362,p1254
p1138,p1683
p425,p1850
p908,p1142
p656,p1005
p993,p1011
p183,p1046
p208,p1568
p549,p852
p996,p1746
p759,p1608
p117,p549
p324,p1588
p601,p876
p1112,p1359
p310,p1809
p1760,p1924
p721,p1777
p1390,p1578
p150,p1644
p705,p1371
p925,p1291
p385,p1813
p26,p1157
p1088,p1653
p193,p1469
p1626,p1769
p1342,p1765
p250,p775
p962,p1098
p1586,p1721
p145,p341
p1852,p1972
p802,p1355
p413,p1762
p105,p829
p846,p1159
p1220,p1967
p781,p1680
p531,p754
p789,p1983
p175,p861
p152,p727
p732,p1311
p382,p1796
p151,p430
p241,p1123
p1246,p1586
p495,p1737
p607,p1182
p1557,p1677
p189,p1184
p279,p857
p18,p129
p669,p1194
p640,p1362
p439,p1462
p192,p1975
p1135,p1692
p519,p1285
p61,p1932
p1698,p1774
p1548,p1633
p178,p814
p418,p1566
p982,p1090
p1473,p1901
p1619,p1936
p1340,p1420
p1499,p1571
p686,p1491
p127,p1068
p774,p1047
p252,p366
p151,p619
p353,p1451
p90,p1092
p466,p1331
p274,p762
p55,p832
p990,p1594
p476,p785
p1131,p1765
p877,p1563
p302,p313
p690,p905
p427,p885
p32,p257
p347,p520
p487,p1944
p1056,p1573
p479,p844
p528,p1746
p962,p1415
p257,p924
p6,p1537
p136,p711
p171,p1989
p32,p47
p814,p1412
p92,p1616
p956,p1564
p96,p1663
p1007,p1134
p398,p934
p904,p996
p586,p1333
p1448,p1754
p712,p1353
p702,p1130
p1272,p1600
p1962,p1969
p863,p1328
p1490,p1659
p609,p1596
p37,p288
p206,p380
p98,p763
p497,p1972
p260,p942
p490,p1026
p757,p1004
p918,p1698
p1198,p1291
p131,p1364
p1468,p1474
p70,p1573
p61,p1440
p1386,p1517
p319,p1204
p30,p1922
p251,p1284
p1146,p1838
p907,p1195
p284,p642
p1667,p1916
p167,p1628
p827,p1814
p624,p1792
p7,p324
p729,p1428
p815,p838
p773,p790
p1528,p1937
p872,p1080
p1424,p1518
p553,p775
p1422,p1975
p293,p1535
p226,p1916
p818,p1364
p193,p476
p1610,p1839
p1457,p1647
p226,p496
p882,p1199
p1287,p1602
p141,p272
p1092,p1283
p1002,p1646
p1319,p1540
p270,p1732
p109,p1035
p566,p1796
p339,p625
p1172,p1738
p1709,p1970
p13,p1695
p1148,p1276
p1052,p1784
p288,p357
p1627,p1776
p1080,p1568
