p228,p620
p720,p960
p545,p749
p800,p1461
p106,p953
p173,p1381
p1005,p1544
p355,p1956
p280,p342
p1489,p1766
p1143,p1324
p686,p835
p240,p1571
p589,p1170
p176,p1546
p731,p1837
p142,p1861
p1282,p1651
p294,p1735
p846,p881
p1172,p1831
p784,p1100
p20,p1810
p159,p921
p375,p678
p984,p1567
p97,p1909
p1017,p1910
p48,p1767
p155,p1603
p888,p1010
p844,p1214
p874,p931
p232,p794
p448,p1025
p114,p603
p1065,p1796
p170,p1302
p1030,p1391
p36,p487
p64,p1866
p399,p599
p200,p596
p376,p1664
p139,p605
p1089,p1931
p1258,p1296
p1564,p1867
p1047,p1564
p1021,p1387
p294,p591
p155,p1545
p666,p1478
p620,p689
p525,p1463
p947,p981
p734,p1989
p1465,p1833
p779,p1616
p233,p1685
p231,p524
p1150,p1691
p214,p502
p7,p147
p957,p1342
p178,p1714
p284,p1027
p730,p763
p557,p1429
p48,p155
p726,p1328
p511,p1048
p1152,p1615
p432,p1192
p1565,p1620
p1214,p1917
p234,p279
p263,p888
p289,p1802
p596,p1165
p116,p666
p5,p298
p552,p851
p558,p854
p1399,p1905
p478,p798
p17,p395
p169,p1124
p617,p975
p675,p1917
p1368,p1386
p300,p873
p554,p1283
p1124,p1890
p43,p1379
p426,p1673
p1404,p1911
p260,p1080
p1257,p1903
p198,p1644
p1725,p1964
p166,p1395
p1615,p1890
p516,p1446
p64,p1580
p443,p1358
p1707,p1935
p919,p1725
p834,p1726
p199,p854
p394,p1772
p463,p737
p485,p1114
p331,p671
p122,p604
p1599,p1784
p1066,p1242
p820,p955
p1471,p1629
p1366,p1610
p301,p1037
p567,p1542
p146,p511
p472,p1883
p342,p1867
p763,p838
p1009,p1546
p114,p775
p108,p354
p730,p1396
p215,p1200
p6,p201
p376,p1682
p1635,p1991
p265,p1368
p12,p696
p922,p1736
p473,p1197
p1318,p1857
p83,p1646
p169,p1231
p789,p1014
p395,p806
p419,p1962
p1268,p1694
p1530,p1762
p456,p1920
p408,p1701
p730,p1892
p1451,p1707
p200,p1739
p1197,p1814
p285,p1027
p521,p669
p2,p765
p1233,p1532
p651,p1910
p144,p1170
p604,p670
p1521,p1543
p1778,p1903
p627,p1981
p418,p1496
p1513,p1660
p1143,p1533
p363,p1217
p846,p1867
p1026,p1617
p493,p1775
p911,p1271
p43,p1928
p119,p519
p1339,p1464
p966,p1941
p1117,p1413
p60,p1848
p391,p1492
p513,p1324
p762,p1688
p654,p1021
p748,p1169
p110,p214
p621,p1635
p1157,p1411
p719,p1546
p203,p1730
p394,p1901
p404,p1593
p627,p642
p803,p1444
p137,p500
p205,p1245
p660,p1896
p1443,p1691
p368,p570
p1134,p1186
p1246,p1881
p1425,p1671
p641,p1297
p812,p1023
p1237,p1957
p495,p1520
p57,p1715
p736,p1644
p1245,p1419
p87,p1280
p69,p1868
p1716,p1848
p901,p1407
p1258,p1618
p2,p1901
p1037,p1638
p475,p1392
p828,p1948
p1534,p1677
p19,p558
p14,p304
p1650,p1843
p115,p1089
p843,p1028
p55,p1705
p80,p1072
p1100,p1490
p371,p1983
p1073,p1647
p1458,p1581
p219,p1852
p84,p733
p1125,p1845
p595,p1818
p1076,p1670
p774,p1362
p349,p609
p780,p1507
p353,p1677
p437,p1861
p1098,p1187
p420,p873
p224,p974
p1356,p1733
p47,p173
p807,p1633
p512,p1457
p1843,p1913
p1644,p1839
