p60,p618
p59,p906
p514,p799
p221,p1478
p1353,p1638
p350,p1098
p52,p1866
p8,p465
p842,p1953
p69,p964
p105,p1072
p853,p1409
p413,p1630
p815,p1346
p322,p468
p40,p1320
p561,p626
p433,p1888
p1300,p1674
p645,p1380
p766,p1176
p732,p1110
p302,p951
p256,p350
p829,p1516
p151,p1410
p158,p1805
p735,p849
p68,p1102
p1731,p1895
p334,p1568
p1111,p1684
p88,p671
p1428,p1626
p498,p683
p70,p779
p358,p1892
p951,p1814
p1180,p1945
p384,p1792
p515,p890
p211,p307
p17,p716
p1241,p1735
p1521,p1595
p1838,p1924
p565,p1221
p43,p1048
p175,p299
p131,p1000
p1439,p1782
p825,p1923
p1276,p1285
p1862,p1869
p210,p1242
p334,p1796
p644,p972
p593,p1002
p673,p881
p1130,p1162
p63,p1799
p158,p273
p18,p277
p825,p1516
p43,p818
p700,p947
p686,p936
p40,p789
p843,p1234
p961,p1957
p77,p701
p170,p1045
p829,p1494
p134,p366
p38,p774
p517,p1149
p378,p882
p711,p1083
p564,p1646
p146,p1212
p173,p723
p403,p554
p400,p865
p1202,p1630
p172,p1299
p43,p428
p587,p1948
p784,p1484
p74,p1063
p267,p581
p350,p796
p1356,p1775
p447,p1823
p6,p940
p1216,p1367
p284,p388
p1092,p1949
p349,p1154
p63,p638
p1282,p1773
p480,p1655
p1258,p1768
p53,p96
p419,p1024
p1202,p1749
p84,p644
p234,p1335
p256,p1098
p111,p685
p209,p463
p934,p1832
p1925,p1945
p1030,p1147
p731,p1330
p438,p1004
p1177,p1226
p310,p519
p996,p1950
p706,p714
p863,p1881
p640,p1667
p451,p1173
p769,p1503
p545,p1006
p105,p649
p718,p899
p795,p1190
p165,p1734
p720,p1557
p512,p836
p136,p1230
p347,p1062
p527,p1302
p1288,p1344
p273,p1805
p898,p1614
p54,p309
p545,p1962
p1784,p1997
p1578,p1721
p1309,p1336
p257,p1818
p134,p582
p295,p668
p1100,p1360
p802,p1724
p52,p1202
p100,p940
p887,p1437
p411,p1645
p522,p1242
p26,p1019
p111,p951
p970,p1615
p945,p1314
p504,p1941
p725,p1338
p141,p849
p242,p1466
p749,p904
p51,p1342
p275,p1576
p302,p1124
p750,p1599
p1301,p1697
p194,p220
p291,p1786
p391,p1750
p695,p891
p345,p1366
p151,p1052
p247,p379
p694,p1582
p281,p1404
p411,p1505
p1559,p1785
p48,p1825
p632,p1033
p987,p1632
p6,p1468
p161,p1107
p286,p392
p560,p568
p1351,p1813
p89,p891
p51,p1434
p154,p603
p950,p1879
p437,p1278
p1925,p1989
p333,p892
p585,p1422
p106,p1493
p437,p1288
p480,p1714
p1514,p1903
p1435,p1808
p1323,p1732
p399,p731
p252,p1028
p129,p1936
p460,p1081
p1009,p1776
p892,p1919
p19,p176
p52,p1598
p573,p1652
p1555,p1717
p532,p1624
p164,p719
p1219,p1317
p1344,p1691
p153,p433
p89,p695
p808,p1561
p699,p791
p16,p950
p111,p149
p669,p1464
p1553,p1798
p1490,p1974
p1267,p1568
p488,p654
p179,p1698
p1001,p1850
p15,p531
p1633,p1649
p1037,p1356
p1109,p1372
p12,p1706
p247,p1049
p887,p1633
p718,p1638
p898,p1906
p459,p1507
p215,p1596
p114,p1410
p657,p1347
p442,p1673
p125,p161
p872,p1681
p12,p1195
p248,p1609
p1554,p1717
p420,p1074
p477,p1085
p1743,p1897
p1178,p1535
p262,p935
p1144,p1735
p854,p1194
p273,p1427
p847,p1049
p1659,p1753
p1497,p1931
p569,p788
p180,p1186
p928,p1357
p446,p1292
p1138,p1837
p278,p730
p643,p752
p1062,p1701
p804,p1226
p317,p787
p474,p649
p253,p925
p185,p1047
p1748,p1779
p1046,p1363
p5,p1390
p292,p817
p937,p1751
p312,p974
p1272,p1310
p1111,p1671
p446,p686
p445,p547
p748,p1946
p925,p1722
p40,p1157
p1171,p1494
p264,p1541
p90,p877
p252,p896
