p1084,p1680
p769,p1737
p563,p1832
p214,p1753
p145,p373
p691,p944
p1180,p1760
p923,p1903
p507,p1043
p150,p1059
p148,p1567
p1694,p1700
p836,p960
p854,p1546
p15,p606
p897,p1794
p994,p1053
p877,p1266
p255,p491
p835,p1746
p531,p1696
p447,p456
p1338,p1532
p266,p920
p237,p1966
p1503,p1767
p126,p1789
p645,p1304
p283,p1654
p272,p490
p1198,p1204
p1019,p1214
p85,p426
p1234,p1475
p14,p266
p453,p1377
p366,p876
p541,p1395
p784,p1129
p1227,p1274
p967,p1827
p781,p1925
p377,p1935
p142,p557
p638,p1843
p1349,p1950
p361,p1383
p452,p1975
p378,p800
p254,p1990
p1698,p1711
p589,p1240
p131,p1645
p849,p1841
p320,p943
p1005,p1868
p456,p1746
p386,p1788
p668,p1956
p205,p1452
p990,p1070
p447,p934
p381,p638
p1163,p1618
p1388,p1687
p579,p586
p881,p1091
p1571,p1798
p1040,p1681
p153,p1246
p1520,p1969
p763,p1117
p380,p655
p610,p1700
p377,p756
p294,p1929
p1081,p1700
p110,p1723
p1310,p1908
p597,p670
p1190,p1329
p195,p820
p72,p705
p355,p1965
p304,p1207
p304,p534
p727,p1510
p549,p1143
p178,p404
p256,p471
p1166,p1199
p34,p1027
p353,p428
p1078,p1124
p34,p324
p168,p741
p274,p1487
p304,p1976
p627,p1185
p169,p1564
p201,p1037
p6,p1121
p658,p1793
p535,p1340
p278,p1621
p621,p1341
p639,p1312
p1032,p1671
p264,p682
p733,p1490
p562,p864
p1168,p1591
p290,p921
p859,p1323
p481,p629
p1309,p1975
p959,p1538
p347,p1833
p54,p953
p619,p1701
p596,p1653
p880,p957
p559,p724
p447,p1103
p394,p1153
p225,p512
p309,p1822
p447,p552
p225,p1336
p1191,p1352
p474,p1998
p1335,p1588
p142,p216
p1360,p1503
p1011,p1754
p1437,p1706
p616,p1827
p1394,p1470
p313,p1049
p1311,p1501
p719,p990
p1237,p1288
p1241,p1746
p612,p1223
p528,p1599
p673,p1162
p733,p1657
p1454,p1871
p42,p349
p886,p1313
p988,p1044
p1428,p1997
p157,p738
p864,p1837
p1230,p1394
p630,p716
p52,p180
p318,p910
p1136,p1492
p260,p930
p1704,p1955
p1165,p1578
p1287,p1618
p1386,p1391
p1360,p1759
p353,p560
p1178,p1431
p271,p1225
p1231,p1620
p1743,p1899
p661,p1227
p428,p1520
p1393,p1781
p192,p1116
p686,p1487
p1159,p1704
p133,p1532
p601,p1667
p209,p671
p516,p1753
p70,p1824
p1250,p1366
p495,p1355
p78,p1576
p571,p1567
p773,p957
p68,p239
p420,p997
p6,p848
p427,p983
p34,p1185
p154,p884
p334,p506
p1829,p1998
p1136,p1549
p313,p1922
p1193,p1846
p569,p680
p1624,p1827
p40,p219
p1569,p1970
p1517,p1784
p238,p1351
p6,p970
p248,p1969
p849,p1830
p131,p1403
p1611,p1774
p991,p1100
p914,p1593
p498,p1935
p437,p919
p936,p1097
p289,p997
p1358,p1414
p42,p735
p1270,p1806
p1628,p1964
p1392,p1835
p216,p1055
p76,p788
p501,p756
p1501,p1546
p1681,p1872
p376,p1375
p9,p1528
p1133,p1964
p588,p1123
p395,p408
p1626,p1720
p757,p909
p964,p1532
p712,p1656
p119,p1392
p1337,p1895
p1028,p1130
p619,p1345
p1207,p1832
p522,p1839
p905,p1994
p264,p1941
p809,p1019
p906,p950
p168,p538
p611,p1021
p1325,p1597
p1803,p1919
p318,p1014
p144,p691
p465,p623
p1243,p1717
p142,p700
p89,p855
p1286,p1296
p743,p749
p557,p1578
p857,p1673
p1038,p1230
p645,p1686
p1374,p1987
p169,p1888
p207,p1427
p733,p786
p232,p1081
p35,p1795
p539,p944
p450,p1018
p96,p602
p703,p1169
p862,p1887
p1038,p1041
p19,p1712
p1829,p1909
p443,p1666
p61,p478
p1416,p1483
p614,p1751
p1448,p1716
p29,p1778
p427,p878
p585,p1163
p616,p771
p1265,p1714
p210,p1684
p256,p1047
p1474,p1958
p1251,p1547
p1170,p1908
p832,p1432
p822,p1153
p636,p1203
p65,p142
p25,p233
p489,p1766
p1196,p1328
p538,p1009
p555,p1090
p1292,p1905
p317,p1263
p1572,p1669
p325,p991
p481,p1537
p640,p1743
p222,p392
p29,p1050
p685,p1631
p407,p1526
p370,p1307
p605,p1213
p800,p1345
p228,p987
p760,p1312
p1076,p1164
p1412,p1620
p675,p1520
p221,p1429
p1373,p1573
p495,p1241
p681,p1554
p381,p1503
p92,p1365
p458,p1636
p480,p1331
p167,p1831
p582,p1671
p1467,p1637
p242,p1845
p1204,p1444
p1122,p1670
p205,p1460
p668,p1340
p368,p952
p118,p1508
p1373,p1636
p755,p1094
p760,p1062
p291,p969
p738,p1249
p1229,p1856
p355,p1827
p28,p831
p1417,p1767
p993,p1928
p1658,p1724
p795,p1514
p47,p398
p245,p1854
p523,p848
p348,p1383
p1090,p1428
p491,p1106
p290,p1699
p779,p1600
p725,p935
p403,p1940
p1061,p1744
p74,p1346
p1000,p1729
p1316,p1373
p965,p1858
p83,p930
p945,p1041
p105,p656
p1313,p1686
p701,p1339
p782,p981
p1037,p1806
p1576,p1787
p856,p1792
p425,p1335
p1108,p1769
p991,p1645
p1351,p1613
p510,p982
p758,p1820
p73,p878
p543,p1363
p169,p396
p1089,p1360
p643,p1276
p502,p843
p1492,p1607
p162,p166
p384,p1025
p1023,p1675
p1486,p1749
p586,p1726
p456,p1703
p933,p1125
p129,p365
p414,p1046
p1489,p1745
p239,p965
p681,p796
p8,p282
p63,p1099
p2,p1726
p130,p1082
p344,p1240
p19,p1870
p1210,p1837
p813,p1461
p345,p979
p197,p1115
p150,p1631
p1199,p1860
p900,p1906
p1029,p1642
p1360,p1740
p317,p922
p131,p479
p402,p1635
p146,p647
p1344,p1382
p727,p903
p1216,p1666
p727,p1179
p88,p899
p108,p166
p582,p826
p1278,p1565
p59,p970
p30,p1797
p1473,p1707
p880,p1238
p420,p576
p1108,p1261
p22,p1291
p719,p917
p213,p1443
p818,p1404
p1337,p1368
p621,p896
p354,p698
p1401,p1791
p1708,p1948
p98,p1802
p1298,p1409
p653,p958
p297,p663
p438,p612
p1475,p1521
p915,p1178
p1119,p1773
p67,p1223
p1243,p1858
p7,p548
p467,p1861
p281,p364
p1029,p1985
p629,p1107
p121,p891
p410,p595
p368,p1859
p310,p834
p1136,p1794
p1502,p1784
p878,p1890
p3,p1190
p359,p1173
p1081,p1593
p1736,p1858
p482,p1944
p50,p939
p613,p1727
p811,p1769
p204,p908
p1401,p1716
p52,p524
p1686,p1702
p446,p557
p743,p1780
p268,p1377
p1863,p1978
p453,p1210
p1423,p1676
p129,p410
p458,p547
p368,p1150
p556,p1535
p368,p1105
p653,p976
p1351,p1483
p220,p451
p725,p1963
p160,p1700
p1681,p1782
p470,p1176
p1081,p1677
p709,p1802
p591,p1675
p745,p1900
p93,p1689
p865,p1772
p249,p623
p1281,p1904
p839,p1053
p411,p958
p972,p1958
p994,p1296
p401,p1229
p1241,p1532
p787,p958
p994,p1035
p743,p1576
p109,p1478
p720,p1593
p128,p520
p648,p983
p99,p1681
p134,p431
p1234,p1445
p496,p1679
p464,p812
p491,p1799
p412,p1582
p1306,p1344
p396,p1692
p886,p1500
p1392,p1990
p208,p1964
p748,p1021
p469,p522
p853,p1951
p745,p1273
p1639,p1718
p848,p1749
p667,p1877
p601,p1836
p967,p1399
p1320,p1704
p201,p1761
p1325,p1951
p310,p1312
p60,p1237
p148,p760
p1269,p1521
p633,p1907
p1420,p1532
p1278,p1762
p1339,p1766
p382,p1764
p722,p733
p1091,p1440
p892,p1184
p886,p1691
p1107,p1464
p652,p1731
p42,p899
p591,p1718
p752,p964
p1472,p1934
p573,p1094
p1659,p1860
p628,p1760
p1295,p1538
p1389,p1927
p881,p1771
p1044,p1133
p1302,p1476
p1153,p1784
p221,p1899
p175,p929
p1675,p1916
p770,p867
p852,p1601
p1218,p1864
p1300,p1407
p494,p758
p189,p333
p1525,p1914
p758,p1043
p904,p1938
p927,p1302
p1253,p1546
p1706,p1999
p10,p1723
p259,p1341
p1490,p1657
p97,p1849
p368,p522
p1037,p1641
p748,p1236
p1155,p1429
p830,p1423
p1063,p1611
p1235,p1598
p667,p1815
p165,p391
p430,p1653
p612,p1818
p668,p960
p1549,p1636
p191,p1850
p886,p1562
p302,p1628
p484,p1949
p183,p480
p849,p909
p272,p1353
p724,p1578
p1317,p1415
p1530,p1578
p1227,p1405
p22,p645
p376,p887
p1489,p1590
p599,p1969
p958,p1969
p1451,p1769
p151,p751
p920,p1168
p1092,p1529
p158,p393
p436,p969
p340,p1980
p356,p1520
p469,p815
p465,p605
p230,p1892
p1960,p1962
p1053,p1737
p175,p1475
p674,p1806
p1137,p1763
p736,p1216
p1464,p1688
p525,p692
p1610,p1842
p159,p1235
p887,p1107
p51,p261
p777,p1472
p6,p467
p1084,p1872
p865,p1856
p794,p988
p617,p1493
p783,p1468
p1224,p1827
