p73,p1608
p340,p1229
p465,p1693
p477,p1387
p101,p856
p772,p1006
p1021,p1316
p639,p1057
p393,p863
p1798,p1967
p1674,p1811
p1304,p1848
p417,p1254
p407,p840
p1775,p1808
p986,p1213
p839,p1056
p1190,p1649
p519,p920
p603,p864
p85,p1200
p1593,p1989
p734,p1816
p1902,p1977
p1817,p1971
p588,p1179
p1132,p1674
p1036,p1374
p1035,p1499
p1290,p1361
p502,p1672
p1139,p1564
p809,p1788
p207,p1499
p1142,p1812
p377,p1339
p1393,p1840
p145,p476
p1141,p1965
p411,p961
p79,p393
p532,p1472
p645,p804
p135,p182
p591,p1922
p181,p1808
p1586,p1667
p1376,p1747
p787,p1792
p771,p1623
p115,p368
p90,p160
p715,p1982
p165,p812
p1337,p1754
p696,p1700
p774,p1253
p690,p1605
p1350,p1838
p235,p1368
p902,p1905
p409,p1378
p913,p1035
p1309,p1754
p1287,p1357
p42,p1479
p1454,p1664
p721,p1201
p1151,p1599
p1091,p1986
p1342,p1788
p469,p1754
p469,p1335
p113,p508
p313,p1678
p1059,p1671
p958,p1420
p1059,p1404
p770,p939
p889,p1325
p147,p1813
p441,p728
p1520,p1945
p867,p1036
p201,p1276
p1103,p1360
p255,p479
p881,p1199
p768,p1034
p547,p834
p1404,p1601
p1098,p1238
p101,p1494
p336,p1496
p1193,p1609
p337,p529
p330,p1348
p607,p1560
p653,p1832
p751,p981
p683,p1558
p416,p1193
p135,p662
p321,p1377
p32,p331
p1430,p1692
p121,p145
p384,p902
p183,p1534
p1325,p1547
p436,p1534
p150,p1917
p1966,p1995
p848,p1655
p818,p923
p91,p588
p1074,p1315
p1497,p1618
p1341,p1948
p903,p1111
p1161,p1983
p109,p526
p637,p1106
p1391,p1811
p546,p1043
p412,p1232
p689,p1431
p1582,p1879
p1092,p1924
p1713,p1800
p1670,p1718
p260,p1820
p363,p1078
p776,p1999
p262,p418
p63,p878
p273,p1041
p1513,p1819
p223,p950
p417,p576
p199,p1143
p274,p730
p224,p1078
p698,p1229
p205,p622
p378,p1594
p339,p1278
p441,p1291
p124,p314
p126,p1189
p304,p859
p987,p1399
p533,p697
p224,p989
p903,p1780
p735,p1923
p119,p696
p1398,p1532
p1051,p1180
p663,p1757
p262,p1596
p819,p1522
p948,p1944
p305,p1774
p451,p808
p200,p1819
p233,p1787
p361,p394
p465,p819
p1300,p1462
p1666,p1737
p749,p1683
p673,p1015
p1138,p1850
p79,p973
p506,p1742
p754,p1339
p45,p1893
p223,p259
p709,p927
p512,p944
p755,p1838
p1050,p1504
p1011,p1497
p110,p120
p1657,p1865
p403,p1943
p513,p1878
p1491,p1566
p107,p1900
p1445,p1731
p1119,p1188
p846,p1003
p863,p914
p1350,p1453
p499,p1192
p1143,p1276
p494,p1854
p751,p1636
p1375,p1946
p928,p1953
p124,p657
p851,p1844
p635,p1387
p563,p1843
p514,p805
p136,p1902
p461,p1523
p272,p951
p1693,p1896
p228,p1367
p44,p1770
p148,p1449
p58,p317
p657,p753
p100,p1036
p772,p1528
p1364,p1440
p184,p1610
p977,p1122
p608,p1941
p385,p1104
p111,p607
p480,p1653
p325,p392
p543,p661
p271,p1722
p1659,p1690
p1585,p1921
p1335,p1754
p229,p1181
p47,p95
p872,p1028
p1383,p1765
p1306,p1690
p1232,p1518
p136,p1977
p845,p1689
p327,p1489
p1653,p1716
p956,p1134
p663,p849
p981,p1263
p21,p1770
p439,p1966
p564,p1227
p961,p1975
p548,p1941
p317,p520
p1233,p1983
p16,p1748
p1544,p1724
p1120,p1415
p796,p1056
p71,p1940
p263,p1353
p295,p1464
p617,p1414
p180,p484
p278,p1730
p244,p1373
p650,p1919
p257,p1343
p818,p864
p136,p421
p756,p1168
p1316,p1918
p1942,p1957
p514,p923
p1135,p1343
p101,p476
p591,p1690
p90,p1633
p981,p1878
p133,p1016
p1326,p1830
p513,p1814
p800,p1846
p810,p1165
p1790,p1844
p66,p335
p189,p1040
p729,p1804
p1504,p1759
p349,p1850
p694,p1143
p1533,p1571
p561,p1008
p283,p1762
p1860,p1965
p204,p1563
p663,p1013
p102,p1619
p307,p1336
p1127,p1621
p853,p1113
p254,p1528
p587,p632
p451,p1238
p195,p1361
p661,p1642
p182,p662
p835,p1584
