p1391,p354
p1543,p405
p910,p1124
p860,p1698
p1481,p122
p1097,p342
p1506,p1700
p1119,p1132
p1765,p237
p170,p1090
p351,p841
p1487,p1641
p119,p712
p995,p211
p1846,p516
p652,p188
p116,p1551
p1978,p1016
p1554,p1424
p1467,p1545
p1986,p1417
p892,p475
p183,p646
p1927,p1982
p1291,p1957
p72,p1002
p809,p1815
p434,p267
p213,p172
p294,p702
p497,p53
p1717,p1492
p1174,p1009
p233,p389
p1872,p1226
p574,p346
p576,p1397
p1891,p1078
p133,p600
p1738,p182
p1741,p359
p1060,p1922
p359,p1639
p1943,p189
p1054,p1666
p265,p1066
p24,p208
p1975,p1463
p1557,p136
p144,p433
p123,p1708
p1983,p1352
p1875,p140
p1383,p1686
p85,p394
p83,p1486
p1847,p147
p820,p139
p560,p639
p1473,p1965
p757,p771
p1455,p1878
p408,p501
p412,p66
p423,p1896
p720,p439
p138,p1312
p719,p1826
p1329,p592
p155,p1719
p1565,p1490
p499,p1737
p1573,p840
p440,p1139
p1536,p898
p580,p350
p1858,p1678
p230,p434
p1692,p1519
p49,p298
p1592,p1574
p1245,p284
p1760,p1774
p981,p262
p1925,p1863
p1234,p1336
p991,p1005
p1941,p1594
p1504,p1881
p31,p1353
p262,p443
p1603,p1798
p1540,p697
p1997,p1279
p1196,p730
p237,p1588
p1182,p1929
p1148,p861
p1534,p621
p1215,p1065
p51,p318
p206,p1212
p341,p979
p1780,p1497
p1878,p1445
p907,p337
p843,p280
p899,p571
p1791,p183
p898,p207
p1585,p397
p1527,p330
p253,p594
p503,p1455
p251,p259
p343,p1207
p512,p1345
p249,p1865
p1502,p588
p1883,p1265
p523,p1828
p370,p1164
p241,p1802
p362,p382
p1652,p1115
p1494,p1960
p245,p1045
p365,p1926
p1942,p1571
p1932,p1210
p425,p518
p323,p1892
p325,p1436
p442,p1077
p304,p205
p444,p713
p445,p1740
p328,p229
p450,p1379
p301,p108
p1447,p1107
p1936,p374
p392,p970
p1444,p1676
p1896,p1493
p389,p1183
p289,p762
p330,p126
p338,p1338
p492,p660
p536,p706
p1865,p1315
p1870,p233
p1237,p1298
p983,p59
p1242,p858
p935,p1465
p933,p777
p931,p815
p918,p755
p905,p1758
p900,p76
p897,p281
p1264,p670
p1265,p435
p878,p466
p867,p1902
p1272,p1556
p1704,p913
p1759,p862
p1010,p1820
p1012,p1682
p1154,p1912
p1723,p242
p1185,p1454
p1714,p329
p1735,p1620
p1081,p91
p1079,p1703
p1695,p272
p1207,p1529
p1057,p850
p1049,p1695
p1044,p868
p1034,p383
p1027,p429
p1019,p618
p1018,p910
p1059,p1799
p836,p67
p828,p959
p1286,p1544
p673,p1843
p1357,p1410
p1364,p1283
p658,p876
p1372,p1605
p639,p445
p1387,p1655
p1355,p691
p615,p650
p613,p1837
p1663,p1008
p1390,p441
p604,p49
p598,p617
p583,p472
p581,p1341
p614,p1057
p538,p1155
p1354,p849
p704,p671
p1796,p779
p1611,p479
p801,p223
p1299,p729
p780,p1036
p1300,p1868
p776,p1516
p1837,p252
p775,p837
p765,p238
p749,p449
p748,p416
p1823,p846
p1314,p1386
p707,p925
p1334,p1692
p1302,p366
p1361,p1844
p1169,p1671
p57,p489
p117,p1487
p139,p829
p1956,p1452
p1556,p1094
p146,p1347
p180,p1852
p20,p1120
p1560,p474
p29,p1681
p28,p649
p193,p692
p66,p1585
p1955,p1373
p179,p316
p1602,p1399
p80,p399
p1580,p563
p1963,p60
p1971,p1609
p42,p1663
p149,p1150
p204,p693
p1984,p1405
p137,p1259
p104,p1879
p1544,p949
p1606,p231
p1617,p603
p9,p1233
p167,p1527
p1578,p235
p1616,p1548
p1252,p734
p1256,p1089
p422,p1468
p420,p1789
p1575,p907
p1407,p1086
p920,p1029
p919,p1372
p429,p303
p1591,p1131
p915,p782
p914,p1459
p753,p1862
p1574,p71
p415,p701
p1561,p1950
p413,p1553
p980,p638
p102,p481
p973,p36
p1703,p13
p1762,p315
p385,p335
p1480,p680
p585,p521
p724,p529
p961,p993
p1476,p659
p958,p344
p393,p1541
p956,p733
p141,p611
p1315,p50
p1468,p1993
p947,p926
p1824,p1113
p435,p1091
p406,p11
p409,p859
p1462,p764
p1774,p1156
p939,p1744
p1869,p1735
p1409,p1882
p1647,p497
p908,p151
p162,p1618
p491,p799
p151,p1193
p493,p260
p835,p490
p1297,p1810
p1584,p487
p1962,p507
p830,p210
p79,p403
p790,p1634
p1288,p1500
p817,p1138
p1279,p1557
p815,p1204
p1431,p870
p1654,p1790
p511,p1660
p156,p893
p1798,p278
p810,p1850
p794,p537
p517,p384
p807,p1389
p82,p579
p520,p1775
p797,p27
p522,p887
p1289,p1931
p1410,p160
p1806,p1829
p1439,p1532
p1367,p1071
p56,p916
p441,p795
p754,p558
p904,p743
p902,p1032
p1588,p1765
p894,p1951
p1263,p1959
p1587,p1158
p883,p1685
p876,p62
p1818,p569
p150,p1816
p868,p717
p1271,p866
p1307,p1429
p551,p166
p1443,p457
p71,p1101
p73,p572
p1656,p279
p1304,p803
p1694,p872
p1815,p356
p848,p58
p773,p1501
p483,p873
p67,p1583
p716,p1184
p721,p1693
p1201,p192
p1121,p1243
p1542,p1415
p273,p135
p1118,p960
p1116,p1781
p1115,p1059
p1521,p196
p279,p1096
p1675,p440
p211,p313
p283,p793
p1940,p1705
p671,p575
p665,p1783
p1194,p1084
p1976,p784
p109,p1742
p1092,p1531
p1676,p1768
p39,p1981
p13,p1079
p299,p601
p1848,p726
p1083,p1209
p302,p738
p1082,p288
p1078,p610
p1206,p1223
p1605,p32
p306,p1068
p266,p452
p264,p991
p228,p12
p227,p944
p234,p261
p1170,p1786
p1719,p1318
p1165,p250
p1,p1968
p224,p625
p654,p1281
p243,p100
p1610,p1385
p1722,p1787
p247,p1986
p216,p608
p4,p47
p250,p1839
p252,p613
p1541,p355
p659,p1870
p1146,p869
p1143,p1679
p1183,p1476
p1184,p476
p218,p544
p660,p157
p115,p73
p1131,p835
p1674,p1157
p1950,p1869
p1074,p1706
p1621,p221
p694,p1615
p136,p1997
p1026,p387
p1564,p1877
p358,p527
p1047,p826
p1635,p539
p1710,p1479
p609,p415
p1614,p1766
p1922,p349
p1394,p125
p1957,p1425
p1993,p1606
p196,p769
p1036,p150
p1624,p427
p1856,p703
p342,p254
p1038,p1404
p1005,p1613
p135,p725
p1597,p78
p1929,p224
p1852,p1153
p1328,p1632
p19,p61
p1930,p89
p992,p1920
p1064,p1720
p22,p1856
p713,p101
p1546,p736
p1623,p821
p1212,p493
p1678,p1976
p316,p56
p1319,p818
p728,p1674
p1293,p888
p1830,p171
p1537,p408
p793,p1195
p789,p1593
p703,p941
p1804,p1310
p1333,p672
p1569,p1930
p1572,p1963
p723,p1317
p1679,p1603
p656,p1395
p1366,p1028
p100,p573
p682,p553
p1360,p258
p1337,p1213
p1346,p65
p1311,p1555
p1834,p683
p1345,p277
p756,p1056
p1838,p396
p758,p385
p1352,p153
p1353,p824
p1309,p295
p760,p395
p1312,p598
p112,p1327
p746,p1800
p1683,p118
p745,p1513
p113,p148
p1816,p548
p695,p1428
p1305,p832
p768,p822
p697,p767
p698,p1473
p667,p1412
p1313,p950
p1981,p31
p98,p690
p1348,p964
p1579,p1170
p779,p791
p94,p525
p714,p90
p231,p1251
p1800,p1707
p23,p1129
p1050,p1697
p1994,p1003
p26,p121
p1043,p299
p1040,p194
p1213,p75
p1035,p1073
p1030,p761
p1029,p380
p1217,p1296
p1750,p917
p1743,p1721
p32,p285
p1014,p943
p1599,p201
p1011,p291
p1224,p1749
p1003,p345
p1000,p1650
p994,p1747
p989,p308
p38,p52
p40,p664
p977,p1061
p976,p1469
p1016,p1597
p1062,p469
p1066,p367
p1067,p1087
p1172,p1512
p1161,p114
p1716,p1023
p1157,p728
p1149,p1022
p1147,p379
p1726,p400
p1727,p161
p1187,p1400
p1124,p1018
p1120,p1980
p1117,p1335
p1713,p1334
p1105,p647
p1104,p508
p1103,p1470
p1099,p128
p11,p520
p1095,p1542
p1093,p1273
p1091,p1653
p1087,p1989
p1086,p578
p1076,p1365
p17,p57
p1072,p1713
p1208,p85
p43,p644
p802,p1977
p1991,p424
p963,p1817
p1788,p1234
p1790,p1581
p862,p1738
p861,p404
p69,p240
p856,p93
p855,p1464
p1274,p645
p1792,p234
p850,p614
p849,p1841
p1277,p1576
p871,p1522
p1793,p1992
p842,p463
p1278,p467
p839,p982
p75,p1337
p1280,p695
p822,p1832
p821,p1358
p819,p547
p1797,p1134
p812,p442
p808,p1966
p805,p1122
p74,p1304
p874,p662
p877,p1301
p879,p1915
p1990,p705
p957,p1699
p953,p1316
p1768,p1444
p951,p1538
