p978,p279
p1159,p1370
p700,p849
p849,p948
p1756,p1094
p1009,p1268
p283,p404
p1006,p1814
p84,p1340
p1388,p441
p1718,p1479
p1251,p777
p693,p440
p1804,p869
p1503,p1799
p1386,p1182
p1437,p1079
p1259,p1141
p1385,p237
p688,p1210
p1611,p1433
p1195,p1478
p1655,p494
p374,p1076
p1967,p1849
p65,p1945
p1438,p1443
p1271,p1768
p703,p1416
p1969,p1427
p94,p431
p1497,p981
p746,p1907
p1929,p929
p1485,p1845
p1930,p767
p250,p134
p1201,p945
p1563,p479
p1204,p690
p1936,p681
p405,p557
p1938,p811
p1746,p632
p1864,p765
p1034,p1802
p1057,p663
p1729,p1253
p117,p1745
p1944,p560
p764,p1027
p1400,p1255
p1751,p1188
p110,p1891
p720,p433
p886,p555
p713,p1448
p385,p444
p97,p782
p384,p813
p1608,p1260
p171,p235
p785,p181
p839,p1254
p1834,p270
p1541,p1769
p356,p1121
p1307,p382
p799,p312
p216,p161
p1549,p1703
p594,p11
p1779,p721
p1317,p1450
p1767,p1453
p321,p139
p1816,p89
p1324,p88
p1330,p793
p329,p121
p1688,p712
p815,p862
p331,p775
p333,p1763
p334,p1379
p614,p324
p1,p1102
p442,p32
p585,p1403
p752,p22
p665,p516
p52,p545
p670,p1436
p1470,p1613
p578,p1781
p618,p206
p1978,p1206
p1843,p1390
p1663,p390
p668,p1546
p1295,p367
p982,p118
p789,p476
p922,p1468
p39,p1218
p38,p872
p49,p500
p917,p613
p830,p1304
p1581,p2
p1569,p743
p1566,p1713
p867,p497
p1582,p542
p843,p1919
p846,p1637
p1584,p1640
p869,p904
p844,p1872
p1568,p1906
p863,p1996
p848,p1775
p834,p737
p840,p563
p1578,p1282
p841,p226
p850,p1966
p1575,p455
p1577,p1712
p853,p23
p1574,p48
p857,p822
p858,p1506
p847,p1631
p837,p14
p860,p1033
p836,p408
p861,p1901
p1570,p1092
p1579,p477
p832,p978
p852,p1581
p894,p1657
p1564,p45
p910,p1847
p912,p962
p1547,p1680
p916,p881
p918,p1207
p919,p113
p1545,p1072
p921,p680
p923,p1051
p1543,p863
p1542,p550
p1540,p1477
p908,p791
p928,p1053
p1538,p1330
p932,p1043
p1537,p415
p934,p1499
p1536,p973
p936,p1395
p937,p561
p938,p1534
p1535,p260
p941,p1694
p942,p493
p1533,p1302
p930,p980
p1565,p1752
p1553,p1235
p903,p751
p872,p1700
p874,p369
p875,p1236
p876,p800
p877,p1258
p878,p230
p879,p1428
p880,p1583
p1562,p1663
p882,p165
p883,p223
p884,p1176
p904,p1804
p885,p28
p1557,p1459
p891,p1060
p892,p658
p893,p1551
p827,p47
p895,p1818
p1556,p1940
p897,p1457
p898,p1056
p899,p1222
p900,p1731
p902,p1329
p1558,p240
p824,p1840
p781,p1016
p1591,p1426
p1343,p353
p1661,p1701
p675,p328
p676,p1882
p1660,p1653
p1659,p1272
p1658,p1054
p680,p1547
p1657,p1355
p682,p1629
p1653,p977
p687,p1290
p1652,p879
p690,p660
p691,p651
p692,p1007
p694,p1627
p695,p1638
p1651,p361
p1650,p1292
p698,p1956
p699,p882
p1648,p303
p705,p350
p706,p1727
p1646,p1087
p709,p1971
p1643,p125
p1642,p723
p667,p15
p666,p1404
p664,p126
p663,p202
p619,p1892
p620,p1741
p622,p1718
p1690,p1562
p1689,p346
p626,p1397
p1683,p1766
p1682,p896
p1681,p61
p1680,p944
p634,p536
p635,p1158
p637,p580
p638,p492
p1641,p558
p639,p39
p1677,p485
p642,p466
p643,p605
p645,p1533
p647,p394
p648,p291
p651,p523
p652,p389
p1672,p1674
p654,p748
p655,p579
p658,p887
p659,p646
p660,p1609
p1678,p616
p715,p1035
p717,p1495
p718,p1953
p773,p128
p1614,p1909
p775,p1399
p1613,p1342
p777,p1104
p779,p1093
p780,p1071
p944,p1812
p1609,p306
p786,p392
p1605,p1354
p791,p1074
p1604,p1418
p793,p1344
p771,p790
p794,p763
p1601,p875
p1600,p1938
p801,p1504
p1599,p1241
p803,p29
p804,p1617
p805,p1995
p808,p1454
p810,p450
p812,p1177
p1594,p1438
p814,p595
p1593,p232
p818,p1251
p797,p345
p1588,p1719
p770,p901
p766,p1471
p719,p631
p721,p1280
p722,p253
p723,p1285
p725,p1001
p727,p891
p1637,p1368
p729,p82
p1635,p276
p732,p876
p733,p1154
p734,p461
p736,p233
p737,p1951
p767,p287
p739,p1130
p741,p759
p742,p251
p1630,p1246
p745,p1430
p1629,p661
p751,p1155
p753,p552
p1625,p1432
p1623,p269
p757,p393
p1622,p1789
p761,p363
p762,p1530
p1618,p624
p1632,p1369
p1532,p58
p999,p1362
p1530,p1787
p1203,p1915
p1205,p707
p1206,p600
p1207,p783
p1407,p445
p1209,p966
p1406,p1678
p1404,p684
p1403,p592
p1402,p1199
p1401,p1974
p1216,p1489
p1218,p762
p1219,p995
p1220,p1875
p1221,p880
p1222,p726
p1395,p1668
p1237,p1949
p1236,p1601
p1235,p1771
p1234,p1548
p1233,p265
p1408,p1100
p1232,p1660
p1397,p943
p1229,p766
p1228,p1809
p1226,p329
p1224,p1803
p1223,p519
p1396,p33
p1394,p969
p1200,p92
p1197,p1083
p1439,p788
p1151,p343
p1152,p727
p1154,p1772
p1435,p1797
p1157,p1759
p1158,p99
p1434,p46
p1432,p1861
p1431,p1884
p1430,p584
p1429,p967
p1167,p425
p1168,p894
