p1679,p1181
p441,p44
p30,p1284
p1358,p104
p1360,p558
p602,p1317
p871,p128
p1107,p776
p155,p593
p1206,p1026
p1091,p1431
p1772,p907
p1770,p1878
p1219,p1464
p1078,p1204
p170,p863
p1229,p1463
p1739,p1824
p505,p1006
p1248,p9
p1249,p1184
p1258,p689
p195,p1731
p1785,p997
p1794,p1403
p145,p671
p1800,p1532
p1109,p1215
p1869,p1932
p595,p951
p591,p1042
p1828,p19
p1136,p1171
p1825,p1266
p617,p1861
p1817,p544
p1150,p1302
p1812,p691
p1097,p641
p1171,p474
p1803,p737
p1266,p276
p623,p1895
p572,p1514
p488,p960
p0,p1884
p1283,p1009
p1383,p833
p265,p768
p269,p252
p1599,p193
p1408,p1777
p386,p648
p1589,p796
p408,p215
p1418,p1888
p1442,p724
p1551,p1623
p1544,p1347
p1490,p1321
p1492,p1688
p314,p1561
p1498,p242
p372,p1231
p1615,p735
p252,p880
p251,p893
p633,p1293
p1300,p183
p1307,p1625
p218,p1209
p1662,p755
p1315,p1596
p449,p1128
p1321,p288
p231,p547
p1643,p947
p236,p1152
p1339,p1751
p1638,p1533
p241,p1941
p1350,p528
p245,p1074
p1627,p1745
p1698,p1595
p1070,p1752
p1207,p529
p767,p983
p1957,p1470
p1020,p761
p1026,p1214
p900,p261
p874,p1869
p1970,p57
p901,p331
p75,p643
p775,p599
p1010,p1948
p57,p1567
p876,p1244
p1006,p1307
p756,p1834
p38,p236
p771,p450
p817,p505
p1928,p164
p836,p1318
p924,p808
p78,p1367
p707,p1344
p879,p1036
p1366,p1712
p870,p1648
p1372,p517
p1363,p375
p417,p230
p1378,p639
p751,p1983
p860,p491
p1380,p1508
p764,p1722
p1355,p439
p1353,p1057
p424,p1786
p1055,p120
p1349,p522
p934,p152
p463,p110
p462,p729
p1296,p1205
p725,p411
p922,p1729
p1309,p1773
p1312,p1685
p1313,p1050
p731,p985
p451,p1905
p1319,p562
p909,p329
p734,p573
p1322,p95
p1324,p742
p903,p1492
p439,p1064
p438,p1092
p436,p541
p739,p221
p1381,p1820
p431,p337
p429,p912
