p1011,p1682
p1360,p1301
p1682,p1149
p802,p1646
p691,p269
p524,p1679
p1621,p909
p755,p1936
p1288,p1515
p1134,p777
p1749,p628
p442,p1673
p1647,p1904
p1373,p1683
p611,p977
p1868,p1139
p1240,p1588
p396,p519
p1399,p951
p1651,p960
p1470,p1823
p1242,p1758
p1178,p649
p645,p1050
p1872,p1270
p129,p1523
p1753,p373
p1646,p1569
p1077,p1241
p993,p1329
p1394,p1084
p1641,p1532
p1069,p1509
p1192,p1896
p1386,p1272
p1892,p590
p820,p684
p1896,p1232
p426,p1719
p1008,p1175
p1380,p1885
p444,p937
p386,p808
p1397,p1898
p1404,p1494
p1791,p978
p1154,p1647
p300,p707
p1114,p549
p1721,p1428
p1725,p1307
p742,p799
p1123,p207
p1769,p1932
p1742,p1437
p1261,p1162
p1257,p1959
p1750,p1486
p1761,p588
p722,p1311
p1445,p1903
p1084,p1612
p754,p829
p1699,p1
p1661,p532
p1346,p727
p1662,p1600
p1666,p1286
p1169,p913
p1832,p496
p1676,p1583
p1828,p868
p1678,p1047
p1822,p885
p1816,p1527
p1690,p1220
p334,p1497
p1806,p158
p200,p839
p756,p1692
p947,p1010
p1754,p948
p1303,p1820
p1305,p1624
p1297,p357
p877,p1475
p1941,p1435
p1528,p1431
p1557,p1387
p1214,p1455
p1295,p1866
p471,p1614
p1581,p1773
p1952,p1499
p1577,p464
p1520,p1937
p1576,p523
p1232,p762
p1359,p1921
p843,p1309
p1966,p1846
p489,p1297
p1502,p571
p1568,p1581
p848,p1285
p895,p536
p556,p1065
p1351,p1170
p1992,p1721
p1547,p1118
p684,p754
p1100,p130
p1311,p1019
p1312,p1613
p1272,p1890
p1542,p1708
p986,p1958
p1748,p604
p1698,p824
p1561,p478
p1519,p271
p1565,p1361
p335,p1693
p546,p878
p1459,p941
p1320,p925
p1679,p1778
p1680,p1211
p1567,p1243
p549,p689
p1458,p1981
p350,p1492
p1043,p1319
p669,p863
p1683,p1701
p1456,p1022
p1540,p1750
p677,p57
p680,p1512
p1700,p1454
p1701,p1357
p1704,p1571
p1435,p800
p1719,p940
p1036,p1377
p1531,p601
p1035,p1517
p1723,p1770
p1532,p853
p1267,p1736
p706,p1132
p707,p1983
p1727,p1251
p288,p972
p1729,p1918
p1118,p1028
p1731,p883
p1263,p881
p689,p1409
p305,p1712
p564,p1487
p1259,p1781
p1033,p1963
p1527,p956
p1706,p265
p1262,p1557
p1318,p1300
p1315,p1589
p1707,p1873
p715,p1396
p694,p725
p1713,p1534
p528,p994
p714,p928
p1714,p1495
p539,p1413
p453,p817
p663,p645
p1674,p1666
p1483,p1545
p1291,p1536
p1592,p1986
p1002,p1476
p1056,p370
p1001,p1012
p1066,p1353
p1003,p1031
p472,p984
p1998,p1747
p998,p1799
p1630,p446
p1589,p893
p1632,p1291
p1634,p658
p1072,p1469
p1308,p1391
p630,p1595
p1622,p1674
p432,p1852
p454,p546
p1013,p1433
p1602,p1228
p1290,p1771
p1491,p1326
p1014,p1573
p1287,p1023
p1595,p468
p1059,p1292
p1612,p1539
p437,p626
p1597,p1836
p1006,p992
p1618,p383
p1486,p1397
p433,p1160
p443,p586
p474,p1800
p1284,p121
p478,p1199
p649,p1303
p650,p1466
p1022,p672
p1023,p338
p1464,p596
p1463,p1970
p654,p1728
p380,p784
p655,p1723
p1516,p1924
p1517,p851
p661,p252
p1460,p1630
p1090,p1473
p1569,p284
p1673,p1100
p656,p1491
p1509,p1801
p1277,p1493
p1466,p1458
p594,p998
p592,p1253
p401,p640
p483,p160
p1584,p1763
p995,p686
p1019,p268
p1301,p774
p1508,p1968
p1279,p1374
p1469,p1623
p1579,p11
p1578,p1207
p1082,p1559
p1049,p1213
p496,p1320
p383,p552
p1091,p1302
p1349,p1164
p1431,p492
p1876,p1271
p1396,p1946
p1189,p1752
p1393,p75
p1391,p1025
p937,p1901
p1884,p898
p1891,p1769
p1893,p858
p821,p181
p1898,p1886
p825,p1988
p1384,p288
p1383,p1560
p1381,p1407
p830,p482
p1333,p665
p1378,p1840
p1376,p133
p1909,p1295
p1187,p745
p1398,p1772
p1871,p434
p1869,p996
p1829,p1814
p1329,p1144
p781,p990
p949,p708
p1836,p1996
p1838,p1892
p1330,p1974
p1843,p1423
p1244,p879
p931,p1604
p1846,p1724
p941,p1579
p1853,p1029
p799,p1610
p1858,p1276
p1180,p1489
p1181,p363
p1182,p1776
p1241,p1201
p1184,p915
p1847,p1511
p1412,p735
p1198,p98
p1916,p890
p1960,p443
p1341,p900
p1962,p402
p876,p1334
p878,p286
p1967,p1948
p879,p328
p1972,p795
p1974,p1893
p1342,p1987
p1977,p1675
p1978,p543
p1979,p229
p1357,p91
p1984,p1980
p1355,p1310
p1987,p581
p1988,p1133
p1996,p1858
p1216,p971
p1954,p476
p1949,p1098
p1338,p1561
p1335,p1039
p1920,p1884
p1921,p410
p1237,p1913
p845,p1472
p847,p1945
p71,p1850
p1337,p1040
p852,p612
p839,p331
p1932,p116
p1936,p1941
p1209,p1541
p856,p1166
p1939,p1550
p921,p632
p1940,p1246
p1236,p1795
p861,p780
p1946,p1223
p925,p746
p1413,p963
p551,p347
p1150,p1082
p767,p1187
p1763,p1994
p1800,p748
p1766,p1558
p1812,p148
p1811,p967
p752,p766
p764,p1066
p1138,p1440
p963,p539
p1808,p1221
p763,p1342
p1793,p1360
p1156,p534
p1426,p1224
p1770,p1418
p1157,p340
p1158,p1961
p1418,p1935
p1771,p773
p1798,p175
p1139,p1279
p1799,p1653
p1136,p1249
p1142,p1956
p734,p1226
p1327,p1831
p1819,p1430
p965,p1929
p229,p1196
p1817,p1547
p1820,p1178
p1421,p1165
p1783,p1212
p747,p1911
p1146,p1688
p1321,p652
p1144,p1306
p743,p1839
p961,p1599
p918,p953
p586,p1869
p1501,p1895
p960,p1717
p1364,p351
p1339,p1722
p1437,p1861
p1425,p1570
p850,p1684
p712,p1097
p598,p1591
p1366,p561
p853,p1641
p855,p1665
p744,p1792
p863,p630
p1504,p1041
p1505,p1095
p962,p914
p1017,p1147
p708,p1537
p593,p1628
p1436,p1616
p739,p976
p1361,p857
p1433,p1441
p871,p1821
p890,p1490
p1530,p1912
p891,p949
p730,p1419
p1533,p332
p1427,p1700
p1300,p1200
p1430,p335
p1026,p789
p909,p553
p907,p433
p555,p1829
p1353,p1741
p1536,p1053
p1345,p1120
p968,p657
p1028,p1910
p1350,p527
p1535,p1676
p736,p1157
p889,p1794
p566,p848
p873,p974
p1512,p257
p1513,p1548
p1515,p1267
p578,p1321
p704,p947
p1537,p1468
p1024,p368
p887,p1404
p971,p1737
p721,p1590
p912,p386
p1523,p419
p1025,p1101
p884,p308
p1524,p1261
p1525,p294
p1526,p935
p881,p1739
p1336,p1461
p666,p61
p976,p411
p1405,p1392
p942,p1917
p1449,p1054
p647,p666
p1402,p426
p940,p1330
p955,p388
p800,p1096
p944,p1110
p765,p1268
p641,p1034
p640,p486
p1309,p99
p1326,p360
p637,p525
p688,p1048
p1417,p1797
p1324,p734
p984,p1933
p1473,p1631
p1450,p1142
p988,p1081
p1414,p623
p773,p562
p1310,p1882
p990,p1197
p770,p1658
p777,p1607
p779,p1138
p953,p1582
p1465,p1510
p1410,p786
p1461,p782
p672,p403
p1462,p320
