p467,p155
p362,p1228
p1637,p1363
p1904,p1687
p734,p1278
p1103,p98
p1099,p1034
p1597,p501
p1466,p89
p1472,p1045
p1498,p881
p242,p1987
p731,p14
p585,p1922
p1513,p536
p1053,p27
p1052,p1764
p513,p1176
p1929,p1276
p1555,p345
p1844,p1410
p224,p944
p365,p1966
p1865,p1032
p530,p1183
p1126,p431
p801,p230
p1928,p1026
p341,p1477
p835,p1173
p1227,p1395
p1406,p773
p1525,p922
p1532,p477
p1533,p108
p1300,p260
p1296,p574
p320,p163
p554,p550
p626,p690
p156,p1160
p1557,p225
p1242,p1230
p1575,p1834
p1592,p1939
p531,p1246
p552,p1289
p1215,p16
p1208,p814
p595,p1570
p123,p1517
p195,p1430
p114,p275
p1437,p1145
p1136,p597
p1896,p1746
p1144,p1136
p1455,p1287
p1148,p268
p1377,p1883
p1369,p483
p1898,p512
p1078,p312
p1151,p1650
p1492,p1942
p1493,p953
p671,p902
p1325,p367
p612,p1587
p1900,p76
p793,p930
p641,p1046
p1019,p1702
p243,p1065
p1696,p1981
p852,p246
p933,p581
p1714,p91
p747,p235
p956,p361
p31,p273
p257,p713
p1024,p569
p301,p250
p876,p438
p1745,p1442
p1754,p1671
p1921,p1848
p1800,p706
p478,p93
p1645,p174
p1612,p375
p66,p1654
p1615,p994
p1619,p151
p1909,p162
p773,p56
p1804,p612
p978,p22
p820,p510
p858,p1648
p980,p130
p1802,p253
p1166,p1775
p280,p841
p274,p229
p1149,p384
p337,p592
p678,p1404
p853,p1098
p1153,p1643
p1884,p1761
p785,p1867
p812,p1557
p1202,p224
p1935,p909
p1197,p51
p644,p1592
p1168,p1157
p1159,p58
p1160,p34
p1220,p1831
p841,p331
p1162,p1934
p836,p1013
p273,p1634
p646,p1695
p259,p1766
p269,p727
p1969,p817
p1933,p2
p1044,p1716
p1015,p33
p1007,p1139
p1006,p760
p1002,p972
p983,p1523
p724,p1627
p1978,p1540
p1054,p1261
p1056,p1187
p321,p710
p964,p687
p962,p180
p1067,p607
p247,p1250
p1079,p725
p936,p577
p1086,p735
p251,p1549
p746,p573
p695,p67
p1100,p401
p682,p1936
p903,p442
p264,p675
p1125,p1239
p866,p1842
p861,p88
p1045,p271
p913,p1684
p1251,p757
p1679,p189
p383,p304
p1996,p1204
p501,p1563
p49,p1914
p1840,p1002
p51,p831
p1947,p1091
p1647,p1960
p1646,p1254
p1641,p1490
p60,p11
p523,p548
p639,p1025
p1613,p692
p69,p1662
p534,p1353
p1573,p400
p539,p1767
p1562,p1236
p557,p900
p493,p476
p1522,p1849
p1836,p1707
p468,p406
p422,p478
p1814,p969
p1805,p1
p9,p951
p1795,p775
p1793,p1330
p442,p1492
p1830,p1693
p16,p1449
p1761,p1929
p18,p1844
p1760,p1347
p1749,p1904
p1740,p619
p1739,p1846
p26,p1401
p1735,p722
p1834,p1916
p457,p123
p34,p28
p36,p998
p38,p1388
p91,p1668
p1626,p175
p1867,p499
p353,p1252
p130,p1197
p1521,p555
p606,p137
p1355,p79
p1343,p1989
p351,p71
p1334,p1235
p347,p1115
p142,p186
p1310,p73
p1308,p1886
p346,p333
p148,p274
p1874,p1509
p615,p1870
p622,p905
p1395,p133
p122,p64
p145,p547
p1475,p537
p1490,p473
p110,p1219
p1462,p70
p1441,p1277
p359,p1755
p363,p1510
p1483,p731
p654,p980
p446,p1186
p770,p1983
p662,p1162
p763,p908
p710,p1106
p712,p589
p756,p1575
p1937,p452
p505,p907
p613,p1602
p1945,p106
p556,p181
p425,p1968
p1944,p685
p778,p100
p562,p18
p632,p1387
p416,p1727
p787,p1078
p414,p1151
p427,p904
p789,p1822
p611,p1757
p753,p1744
p686,p816
p584,p575
p726,p682
p730,p1468
p572,p928
p693,p428
p596,p1453
p601,p86
p680,p880
p489,p1636
p474,p1238
p755,p448
p735,p1210
p570,p433
p743,p1567
p745,p562
p708,p563
p715,p794
p748,p383
p455,p1665
p525,p1391
p750,p868
p448,p69
p610,p1948
p738,p617
p560,p889
p1093,p1226
p805,p167
p1546,p1367
p1544,p743
p1857,p39
p1535,p1169
p1519,p559
p1518,p182
p1503,p1701
p1496,p1537
p1474,p1973
p1449,p791
p1445,p1682
p1431,p285
p1421,p1748
p1417,p187
p1407,p1402
p1400,p1375
p1394,p1346
p1866,p1174
p1387,p1438
p1357,p1728
p1868,p1075
p1327,p1063
p1321,p1213
p1549,p893
p1855,p1444
p1587,p1138
p1596,p724
p1822,p1569
p1816,p981
p1815,p1954
p1803,p1721
p1789,p65
p1784,p348
p1755,p377
p1728,p298
p1723,p921
p1716,p1864
p1708,p755
p1869,p1463
p1705,p1799
p1694,p429
p1693,p1110
p1690,p1170
p1666,p115
p1658,p1262
p1654,p946
p1652,p767
p1651,p784
p1631,p1854
p1848,p915
p1601,p41
p1700,p404
p1312,p1035
p1306,p544
p1302,p451
p1908,p1996
p1010,p1697
p982,p1550
p970,p837
p968,p1167
p958,p636
p955,p63
p950,p1998
p948,p1004
p947,p500
p944,p658
p1033,p1811
p934,p1553
p922,p376
p905,p1561
p904,p338
p898,p1714
p886,p349
p877,p1199
p1925,p1568
p856,p1505
p819,p1320
p813,p1835
p811,p721
p931,p733
p797,p528
p1037,p1058
p1903,p208
p1276,p1884
p1275,p1793
p1273,p216
p1262,p1533
p1877,p387
p1250,p807
p1247,p279
p1231,p369
p1882,p1487
p1216,p125
p1181,p1824
p1038,p711
p1180,p1645
p1890,p185
p1157,p959
p1150,p1905
p1145,p1297
p1115,p503
p1113,p1107
p1102,p1924
p412,p943
p1087,p417
p1081,p1294
p1902,p1361
p1179,p502
p402,p5
p1826,p901
p221,p334
p55,p674
p94,p1970
p194,p1548
p72,p21
p159,p472
p33,p1234
p215,p1000
p222,p564
p323,p1759
p21,p1753
p235,p899
p87,p1817
p375,p1637
p27,p85
p1974,p630
p157,p466
p373,p1209
p226,p1380
p357,p1608
p1957,p1961
p186,p1909
p103,p1762
p44,p254
p238,p1198
p102,p923
p129,p1311
p4,p218
p310,p790
p253,p1265
p107,p1100
p101,p1595
p10,p732
p70,p124
p100,p243
p99,p598
p160,p1467
p361,p948
p364,p883
p118,p800
p343,p1825
p131,p840
p1364,p543
p403,p1242
p1363,p1612
p292,p864
p1938,p318
p1346,p1855
p1345,p648
p1026,p1206
p782,p1724
p636,p520
p219,p1543
p218,p1774
p1924,p176
p217,p1126
p1326,p77
p1322,p1977
p624,p1986
p135,p917
p1391,p1802
p1372,p1413
p1468,p200
p1467,p105
p995,p356
p1460,p723
p1862,p48
p1450,p277
p109,p1042
p1001,p805
p230,p1240
p1005,p870
p1440,p885
p1009,p1028
p591,p109
p592,p217
p1432,p1343
p1430,p1731
p1963,p154
p799,p1871
p1011,p1491
p1427,p846
p599,p1062
p1416,p1823
p1401,p1499
p225,p495
p1319,p1614
p1940,p23
p1389,p1383
p1385,p1964
p1379,p1558
p618,p326
p143,p887
p655,p1873
p1309,p1020
p1983,p332
p1931,p236
p1163,p894
p1889,p1192
p1175,p1233
p707,p121
p1176,p785
p1188,p1155
p201,p255
p298,p927
p1194,p1466
p170,p844
p1084,p453
p697,p449
p1082,p1321
p1982,p782
p1080,p1534
p1106,p321
p183,p455
p1124,p561
p1973,p96
p744,p1717
p1131,p388
p309,p942
p1132,p1241
p732,p1255
p401,p62
p1110,p1642
p1109,p961
p1971,p1195
p1142,p1763
p187,p542
p1147,p1300
p184,p226
p1155,p1861
p335,p1448
p167,p896
p163,p358
p1058,p1635
p153,p813
p1980,p399
p1283,p586
p660,p306
p658,p389
p333,p606
p656,p368
p1287,p1148
p653,p494
p1289,p370
p1295,p1439
p777,p1918
p150,p1647
p1990,p25
p666,p759
p1077,p197
p1271,p1216
p1059,p1258
p691,p475
p690,p482
p208,p950
p764,p1172
p1237,p408
p765,p707
p1241,p1900
p683,p1839
p327,p1424
p766,p1931
p1879,p1103
p1064,p143
p1259,p87
p1263,p97
p1266,p1680
p772,p1732
p742,p210
p741,p1190
p1599,p1133
p1657,p241
p479,p897
p859,p426
p54,p1120
p249,p1667
p1768,p540
p483,p1686
p1943,p1089
p486,p1386
p58,p1269
p834,p875
p1638,p919
p1918,p769
p1634,p31
p961,p1796
p396,p374
p495,p327
p496,p256
p1845,p37
p907,p1969
p498,p1851
p1621,p874
p1776,p1797
p503,p347
p1603,p1685
p902,p857
p256,p1670
p48,p1342
p508,p627
p476,p913
p838,p1958
p1738,p984
p394,p1525
p1732,p1805
p25,p295
p1730,p1087
p1835,p153
p850,p1526
p1722,p764
p450,p1541
p854,p829
p255,p1295
p847,p1205
p1703,p131
p1702,p390
p432,p635
p915,p1921
p1684,p1316
p1681,p99
p932,p1995
p1677,p1486
p911,p1301
p1959,p142
p429,p177
p470,p57
p1671,p196
p939,p638
p1667,p1784
p1950,p1818
p1590,p590
p440,p1051
p826,p146
p536,p119
p75,p1408
p537,p1493
p1547,p709
