p1466,p1453
p1313,p1599
p1319,p979
p1717,p824
p415,p1426
p1061,p1103
p1835,p654
p1178,p1896
p874,p1091
p1198,p1189
p1880,p1459
p1206,p1591
p904,p1582
p761,p1799
p1889,p911
p1193,p1021
p1691,p1864
p1685,p1344
p1253,p1980
p1254,p1405
p309,p1445
p1647,p1515
p1261,p629
p744,p580
p1845,p809
p1871,p1442
p1184,p1239
p1085,p1570
p143,p1950
p1829,p1806
p865,p1318
p1108,p587
p1815,p763
p1187,p747
p164,p1898
p1796,p1976
p1786,p966
p1148,p1138
p820,p1518
p1078,p704
p228,p152
p1130,p1506
p323,p834
p1288,p1532
p1623,p1700
p1495,p607
p1491,p1247
p1384,p1081
p1490,p1276
p1486,p1107
p481,p1261
p1477,p1014
p1376,p1165
p1391,p401
p566,p904
p562,p1280
p1404,p1096
p1451,p610
p1415,p1895
p1444,p1634
p1425,p1319
p569,p1074
p454,p474
p1360,p191
p435,p1588
p680,p1517
p355,p1031
p1597,p1560
p1303,p1796
p1591,p1808
p1581,p1408
p1579,p329
p1572,p1271
p1318,p913
p400,p908
p641,p1433
p1326,p1179
p1554,p1157
p1545,p104
p1332,p1260
p1532,p201
p1344,p1909
p1277,p1992
p1898,p977
p1432,p503
p1021,p1845
p947,p1826
p1060,p1281
p1976,p1844
p1989,p931
p1050,p1084
p1915,p668
p927,p1952
p1919,p1802
p1283,p1068
p1280,p1951
p700,p382
p1949,p1973
p702,p469
p1957,p1702
p1594,p900
p1634,p641
p1306,p1309
p1276,p103
p1635,p1731
p1026,p716
p1641,p755
p321,p1481
p1588,p1089
p1299,p1735
p676,p820
p1626,p1115
p366,p274
p1606,p953
p1024,p1455
p1025,p608
p681,p481
p1293,p1803
p1284,p1917
p1289,p1333
p1617,p1312
p1618,p1051
p1620,p565
p690,p909
p1031,p698
p950,p871
p1615,p1287
p1644,p1672
p914,p1758
p714,p683
p1681,p832
p743,p1338
p942,p1362
p1688,p636
p747,p941
p941,p1830
p1692,p1944
p1223,p723
p755,p1882
p1702,p461
p1937,p1469
p763,p1485
p1707,p1456
p1709,p83
p1710,p1545
p940,p463
p1433,p125
p1677,p1069
p1231,p1406
p736,p1550
p1584,p1501
p1258,p1689
p1649,p477
p1650,p1296
p1257,p1611
p1654,p772
p719,p978
p1032,p761
p1248,p277
p1241,p1798
p1239,p112
p1666,p468
p1236,p1596
p1235,p1480
p1234,p1034
p1672,p1729
p1233,p1866
p1260,p1622
p1946,p1714
p660,p680
p1580,p1995
p1468,p955
p1393,p1019
p1469,p1727
p1472,p1911
p1474,p1772
p1476,p1530
p1479,p1029
p991,p846
p1481,p906
p577,p499
p578,p657
p1489,p1899
p979,p1425
p471,p778
p470,p938
p1000,p235
p1482,p1012
p977,p164
p1395,p1006
p996,p422
p1431,p1921
p1435,p643
p1436,p1314
p1437,p407
p538,p439
p522,p566
p1422,p1112
p496,p1663
p1443,p867
p1995,p815
p1411,p1922
p992,p1874
p557,p760
p1993,p812
p1458,p1576
p565,p1681
p1996,p1161
p662,p1613
p1492,p776
p1981,p1948
p1559,p876
p1323,p1168
p647,p990
p1015,p1849
p1561,p1688
p1965,p1475
p1314,p849
p1968,p1531
p1312,p1387
p1309,p806
p1020,p932
p386,p1273
p385,p1295
p1576,p1892
p382,p1441
p769,p1323
p1570,p202
p1382,p1687
p639,p786
p636,p1304
p1377,p583
p461,p549
p1979,p1783
p1375,p879
p1499,p1403
p593,p1794
p976,p528
p1550,p985
p1508,p1361
p1975,p1597
p621,p759
p630,p1722
p422,p1664
p1540,p958
p1330,p1288
p1547,p1106
p446,p1819
p1204,p1102
p1256,p916
p1814,p1348
p1112,p722
p1935,p515
p1117,p1315
p1123,p1496
p933,p402
p1806,p647
p846,p795
p1804,p1936
p845,p1814
p1801,p1419
p844,p1373
p843,p933
p1797,p1540
p1139,p1958
p1141,p709
p1788,p1427
p1039,p1520
p1785,p1360
p832,p1370
p831,p1720
p1781,p658
p1152,p1206
p1155,p1757
p1776,p1116
p195,p1927
p1157,p1413
p1771,p739
p1922,p1492
p1766,p1539
p1819,p510
p931,p1358
p1107,p1635
p152,p1422
p1896,p1791
p1894,p1180
p908,p1119
p1062,p516
p1902,p1625
p1882,p895
p1903,p1397
p1876,p35
p1874,p1964
p1872,p1919
p1870,p1330
p1866,p189
p1070,p915
p891,p1345
p818,p347
p1074,p831
p1076,p1683
p1855,p758
p922,p885
p1908,p1752
p1909,p752
p871,p1066
p1910,p1476
p1097,p1906
p1832,p764
p1911,p1837
p1830,p1187
p1825,p1937
p1824,p945
p1105,p398
p1859,p1583
p1163,p1393
p1701,p541
p1748,p1670
p1172,p1684
p1925,p598
p791,p1668
p1724,p1473
p787,p615
p1199,p1228
p937,p555
p1171,p1416
p786,p898
p1189,p905
p1168,p1942
p1753,p1072
p1177,p1797
p1751,p1500
p1723,p1512
p1728,p1916
p813,p525
p1744,p494
p1933,p1454
p211,p919
p1740,p1969
p810,p1645
p1756,p1733
p1088,p984
p923,p1097
p1387,p577
p882,p1016
p1379,p1734
p1077,p487
p1083,p1023
p1386,p1494
p1216,p1388
p1385,p1043
p757,p10
p1213,p95
p1214,p1873
p1381,p1221
p1082,p828
p1165,p1930
p1092,p1224
p1349,p1867
p1353,p1389
p1354,p1396
p1355,p1412
p613,p321
p1358,p1997
p1003,p324
p1361,p599
p607,p1552
p1362,p1349
p1095,p56
p1363,p1195
p754,p1185
p603,p1884
p1365,p631
p1367,p290
p1370,p1724
p596,p519
p1093,p1533
p1371,p1414
p876,p858
p1191,p826
p1373,p1601
p1090,p1955
p1998,p1306
p1212,p1124
p1073,p1404
p905,p1493
p1408,p1612
p555,p827
p906,p1154
p1414,p1035
p1205,p1484
p1416,p0
p1419,p476
p919,p526
p545,p1883
p1420,p118
p916,p995
p1423,p1740
p910,p997
p987,p303
p911,p1177
p1430,p1673
p912,p1676
p1200,p1088
p913,p1605
p1203,p1607
p939,p1186
p889,p1008
p1406,p1795
p778,p1329
p998,p1690
p780,p1495
p1096,p593
p997,p45
p895,p1325
p1389,p1833
p897,p302
p1195,p455
p1210,p1331
p898,p1114
p765,p211
p1394,p1025
p1066,p1213
p900,p1172
p1065,p1227
p1064,p1985
p995,p665
p1400,p384
p1063,p967
p993,p1058
