p657,p1417
p851,p677
p677,p430
p1184,p1477
p1485,p1282
p1712,p69
p1802,p195
p701,p1882
p935,p1044
p1722,p474
p406,p1719
p396,p1304
p1336,p1732
p572,p503
p238,p1010
p1356,p1487
p1277,p1614
p738,p1239
p752,p1852
p1215,p879
p1831,p954
p1426,p537
p1890,p1770
p1849,p1133
p1275,p1335
p1296,p1916
p827,p748
p1896,p1664
p539,p1953
p1710,p1078
p1486,p1804
p692,p1989
p1905,p1873
p1444,p712
p1823,p1409
p847,p1876
p1908,p1145
p1909,p272
p1419,p289
p732,p1300
p1502,p1854
p870,p559
p1188,p1153
p803,p1555
p557,p1599
p1734,p658
p1461,p1384
p757,p977
p520,p1612
p1861,p1990
p760,p1112
p519,p477
p1864,p1234
p1465,p1254
p1245,p434
p769,p914
p1867,p1773
p770,p1654
p1869,p690
p1027,p931
p773,p788
p1279,p1821
p1854,p1663
p777,p530
p1470,p913
p1433,p270
p784,p1625
p1758,p708
p1456,p780
p555,p1103
p1227,p593
p1221,p313
p799,p1526
p1855,p176
p499,p1945
p170,p1490
p1149,p1278
p1084,p869
p1742,p1885
p1328,p705
p1077,p564
p1568,p1164
p1795,p1617
p304,p968
p1969,p1327
p307,p1705
p1577,p1892
p1340,p1141
p1587,p1012
p1349,p678
p1602,p1594
p989,p1657
p990,p1967
p1608,p288
p1610,p1275
p1052,p1803
p1005,p1305
p1010,p485
p1990,p321
p624,p519
p1359,p1969
p1993,p1927
p1362,p149
p1775,p1098
p1781,p753
p1367,p1134
p1085,p431
p1799,p1127
p1562,p790
p1127,p970
p1148,p1958
p1408,p1033
p1308,p1704
p1925,p1003
p1138,p122
p1133,p1463
p1806,p1365
p1129,p1323
p1953,p325
p1936,p1814
p1530,p177
p1399,p135
p434,p1138
p727,p1696
p593,p739
p1803,p287
p424,p990
p1546,p1100
p1685,p1316
p934,p189
p931,p1464
p431,p391
p562,p1352
p1409,p281
p1394,p1046
p1417,p340
p1406,p917
p1443,p1508
p604,p709
p579,p858
p1403,p951
p1384,p1559
p1437,p1613
p1385,p462
p564,p1195
p1387,p1147
p1386,p380
p559,p1013
p1389,p986
p1467,p1565
p1450,p1330
p1538,p674
p1543,p1751
p1547,p1319
p1552,p737
p1555,p1197
p407,p719
p1561,p1868
p1567,p1375
p395,p1167
p391,p1710
p1576,p410
p1532,p632
p387,p1971
p1600,p162
p1612,p845
