p1480,p84
p1812,p691
p1800,p706
p314,p1561
p408,p1000
p441,p44
p591,p1042
p602,p1317
p87,p1259
p1360,p558
p871,p128
p879,p1036
p1258,p1863
p30,p1284
p1178,p540
p170,p863
p1162,p796
p1615,p35
p488,p960
p484,p1747
p1631,p790
p471,p1477
p1641,p473
p1643,p1415
p1662,p1841
p1096,p656
p1670,p496
p1671,p196
p429,p912
p1679,p1824
p1680,p343
p1682,p576
p495,p1557
p1683,p518
p517,p1372
p1586,p468
p607,p1286
p604,p1541
p1141,p1486
p600,p637
p592,p1126
p1136,p1171
p581,p510
p578,p1473
p1544,p1567
p1551,p1623
p553,p759
p1567,p57
p1571,p1612
p533,p137
p1582,p1675
p1589,p1638
p1097,p641
p1698,p101
p1705,p249
p1803,p737
p245,p1074
p1113,p139
p1813,p1621
p1817,p544
p237,p407
p236,p766
p233,p1674
p231,p671
p1825,p1266
p218,p1209
p216,p1512
p197,p1764
p187,p566
p1858,p1910
p1107,p776
p265,p768
p1794,p1403
p1793,p1275
p1719,p639
p372,p1231
p362,p720
p361,p1004
p360,p774
p355,p875
p349,p1207
p1523,p1946
p336,p1599
p1740,p1543
p1747,p1906
p1135,p1896
p306,p1489
p1772,p1969
p1777,p1408
p289,p684
p1739,p1181
p613,p1834
p1512,p1500
p634,p887
p1259,p1094
p1269,p1159
p1286,p1067
p909,p276
p900,p261
p1306,p1333
p1307,p1006
p1310,p530
p1154,p692
p1074,p1810
p1313,p1035
p867,p226
p1315,p455
p1317,p1856
p1322,p95
p1071,p1420
p948,p1379
p950,p1903
p1249,p1451
p1171,p474
p1046,p1268
p1063,p876
p1184,p651
p1028,p586
p1206,p1026
p1013,p891
p1327,p1891
p1010,p1923
p1004,p411
p1998,p208
p998,p37
p1219,p1464
p1070,p1752
p978,p897
p1248,p9
p1009,p1283
p1158,p1966
p1339,p1751
p829,p1537
p1451,p638
p697,p298
p691,p884
p1465,p1072
p684,p484
p681,p1105
p679,p1546
p669,p1666
p1863,p296
p1482,p548
p1490,p1321
p1078,p1996
p1500,p1413
p648,p1376
p637,p110
p1448,p1236
p710,p1106
p711,p1709
p1442,p724
p1153,p178
p1363,p375
p812,p225
p809,p11
p1370,p542
p1383,p833
p1388,p1820
p1343,p592
p1392,p163
p1407,p610
p1408,p830
p1415,p1153
p734,p573
p731,p1263
p1429,p397
p1432,p1989
p771,p450
p0,p1884
p559,p118
p1891,p1453
p1935,p1965
p129,p348
p78,p1367
p46,p384
p1990,p873
p60,p1591
p94,p1661
p12,p840
p1956,p826
p145,p902
p45,p1469
p122,p636
p164,p1928
p81,p22
p15,p657
p66,p946
p1955,p850
p92,p1943
p136,p1633
p1969,p783
p7,p475
p162,p186
p1905,p451
p1889,p1369
p22,p479
p37,p351
p1928,p1214
p1909,p142
p1916,p1575
p126,p503
p38,p236
p35,p735
p1951,p1030
p1869,p1932
p64,p1606
p770,p832
p1395,p1396
p1400,p1573
p768,p386
p1396,p1559
p767,p983
p759,p848
p645,p841
p1413,p517
p1409,p1702
p727,p1411
p1430,p1055
p70,p1973
p1428,p487
p733,p1114
p68,p1749
p735,p1600
p736,p387
p756,p1916
p739,p334
p1420,p245
p1418,p390
p1416,p957
p1953,p953
p747,p1371
p63,p1631
p749,p1056
p1412,p1746
p1421,p80
p1391,p1265
p784,p262
p1389,p690
p808,p502
p59,p1011
p1368,p1550
p811,p825
p58,p374
p1365,p1635
p57,p743
p817,p907
p807,p1250
p1362,p1077
p820,p71
p1957,p1470
p1358,p210
p1357,p212
p1352,p761
p1350,p769
p828,p1984
p1960,p150
p819,p1808
p805,p41
p1372,p38
p800,p1519
p62,p1386
p779,p489
p1387,p179
p781,p1310
p782,p616
p1386,p1699
p726,p1936
p785,p930
p1384,p1721
p1381,p1226
p1380,p1508
p792,p1429
p793,p1867
p794,p1926
p795,p507
p1378,p1719
p797,p422
p1377,p1189
p1376,p1579
p775,p599
p1949,p1753
p73,p1183
p1436,p1491
p1521,p1524
p1520,p314
p617,p1861
p1519,p852
p1514,p1791
p623,p1895
p624,p207
p625,p206
p1511,p1780
