p613,p1144
p292,p896
p831,p877
p99,p1592
p1254,p824
p1084,p421
p507,p589
p1770,p1822
p970,p87
p1900,p10
p224,p1261
p1819,p148
p1360,p264
p1816,p678
p229,p1517
p1814,p1874
p1808,p1104
p791,p1788
p789,p1706
p483,p1033
p1387,p1844
p773,p1313
p1392,p916
p1396,p1063
p1908,p792
p256,p208
p1781,p1073
p1399,p1500
p1401,p179
p265,p350
p807,p494
p222,p974
p1340,p623
p210,p168
p122,p1815
p1240,p933
p121,p78
p905,p314
p1261,p622
p1876,p1750
p1874,p1009
p166,p1952
p176,p1538
p1303,p406
p860,p858
p185,p975
p1854,p1292
p195,p1190
p1843,p482
p1842,p1610
p201,p497
p1325,p0
p758,p690
p1222,p1410
p827,p299
p1228,p291
p1100,p1796
p741,p1746
p1212,p1271
p596,p355
p402,p178
p572,p1973
p1658,p393
p567,p664
p565,p23
p563,p719
p558,p1548
p555,p1101
p426,p658
p1640,p310
p436,p568
p442,p1945
p1631,p1429
p446,p816
p515,p492
p512,p1638
p506,p342
p1587,p911
p1617,p1016
p1615,p306
p1592,p640
p474,p753
p1508,p1283
p1761,p1547
p1682,p151
p375,p1679
p281,p676
p1756,p349
p737,p1753
p1420,p440
p290,p1111
p322,p1327
p325,p1865
p327,p926
p666,p961
p1469,p1316
p1474,p651
p1475,p137
p654,p1655
p1479,p811
p1710,p1743
p348,p352
p355,p416
p358,p1944
p1491,p143
p366,p696
p1497,p553
p628,p1870
p622,p1802
p1687,p1558
p112,p1149
p1381,p561
p17,p430
p1007,p1926
p55,p1524
p1040,p1868
p1977,p103
p1045,p185
p1050,p996
p980,p1245
p1923,p467
p1134,p1486
p1079,p1626
p1958,p1914
p1147,p967
p1195,p1304
p82,p853
p1926,p1629
p1058,p1670
p1968,p918
p1970,p1163
p1124,p164
p1159,p113
p1026,p1562
p83,p1956
p1945,p1495
p1145,p1472
p636,p225
p1486,p1941
p640,p505
p1129,p1533
p642,p1310
p1131,p1282
p1485,p284
p639,p1912
p1490,p1255
p1206,p1612
p1494,p407
p1506,p1778
p610,p395
p611,p1581
p612,p197
p1122,p1665
p1060,p728
p1504,p1593
p1503,p1003
p1502,p732
p617,p1836
p619,p704
p1059,p62
p620,p667
p624,p740
p625,p1615
p626,p1090
p644,p1720
p1127,p1871
p1495,p75
p1128,p1475
p1498,p575
p1132,p285
p646,p1069
p1447,p290
p1446,p186
p693,p461
p694,p1957
p1444,p1680
p696,p298
p699,p1543
p690,p369
p700,p999
p702,p149
p1439,p833
p706,p156
p708,p456
p1435,p819
p710,p1779
p711,p649
p701,p1920
p1449,p1830
p1450,p1346
p686,p1192
p647,p1955
p649,p438
p650,p1461
p1477,p188
p1138,p265
p659,p1088
p1472,p1819
p661,p657
p665,p528
p1144,p56
p667,p210
p1466,p2
p671,p1803
p674,p971
p676,p1621
p1461,p1022
p1453,p160
p1483,p1340
p1064,p243
p604,p1070
p605,p1123
p1108,p1682
p514,p1054
p1083,p1264
p1580,p737
p517,p1150
p519,p1412
p1577,p147
p1575,p1416
p523,p66
p1571,p1343
p1110,p808
p1570,p596
p528,p422
p1081,p1622
p1111,p484
p530,p154
p531,p1058
p538,p237
p539,p1233
p1582,p1071
p542,p224
p1584,p921
p1086,p722
p1604,p661
p1603,p1001
p486,p1933
p1594,p1672
p1593,p1794
p1095,p697
p1102,p1688
p494,p432
p1591,p806
p496,p615
p1092,p354
p497,p1754
p498,p848
p1104,p1457
p1589,p892
p1089,p257
p503,p152
p505,p908
p1088,p1646
p508,p1849
p1066,p1308
p545,p481
p1554,p315
p1532,p674
p577,p1850
p579,p1153
p1528,p876
p1527,p1384
p583,p1045
p1116,p110
p585,p1037
p588,p1178
p1521,p1840
p590,p1407
p1519,p1540
p594,p273
