p84,l0
p1681,l1
p892,l2
p1489,l2
p93,l2
p588,l3
p830,l3
p1869,l3
p629,l3
p1139,l4
p1700,l5
p1443,l5
p71,l5
p1955,l5
p1981,l6
p1322,l6
p1604,l6
p1559,l7
p1288,l7
p1806,l7
p591,l7
p1344,l8
p1413,l9
p590,l9
p1293,l9
p494,l10
p968,l10
p564,l10
p39,l10
p1219,l11
p1096,l11
p1717,l11
p108,l12
p176,l13
p782,l13
p701,l14
p1769,l14
p1202,l14
p501,l14
p913,l15
p780,l15
p1494,l15
p361,l16
p801,l16
p628,l16
p274,l16
p841,l17
p637,l18
p1209,l18
p1555,l18
p1145,l19
p1647,l20
p1217,l20
p1359,l21
p691,l21
p1613,l21
p1665,l21
p675,l22
p1095,l22
p360,l22
p1552,l22
p1399,l23
p1635,l24
p1934,l24
p1629,l25
p318,l25
p90,l25
p1374,l26
p1247,l27
p1118,l28
p428,l28
p1081,l29
p615,l29
p399,l30
p1271,l30
p490,l30
p690,l31
p1520,l31
p1876,l31
p1048,l31
p296,l32
p6,l32
p1593,l33
p406,l34
p1411,l34
p1220,l35
p1120,l35
p319,l35
p1059,l36
p1550,l36
p405,l36
p157,l36
p733,l37
p725,l37
p1370,l38
p26,l38
p849,l38
p809,l38
p1452,l39
p1087,l39
p146,l39
p446,l39
p184,l40
p1452,l40
p1367,l40
p246,l41
p1606,l41
p1359,l42
p1953,l43
p1285,l43
p106,l44
p787,l45
p557,l46
p1300,l46
p1580,l46
p1079,l46
p1899,l47
p550,l47
p235,l47
p473,l48
p793,l49
p415,l49
p312,l49
p1935,l50
p155,l50
p287,l51
p127,l51
p281,l51
p1731,l52
p1836,l53
p1763,l54
p1497,l54
p703,l55
p928,l55
p653,l56
p493,l56
p925,l56
p530,l56
p825,l57
p1300,l57
p1293,l58
p1869,l58
p550,l58
p1820,l59
p229,l59
p1188,l59
p105,l60
p546,l61
p451,l62
p353,l62
p404,l63
p1085,l63
p1090,l63
p1040,l64
p1404,l64
p126,l64
