p1187,p1157
p967,p67
p1492,p1514
p1044,p1520
p233,p242
p754,p1539
p626,p225
p1524,p1365
p698,p1721
p1160,p956
p1262,p1785
p57,p376
p188,p1780
p996,p1251
p336,p1041
p1022,p925
p1554,p1987
p1037,p1878
p478,p1367
p1649,p1200
p1784,p1947
p1574,p53
p1238,p435
p264,p143
p420,p1471
p963,p1757
p1999,p1316
p939,p1940
p1746,p85
p1741,p643
p737,p1076
p1722,p1837
p102,p501
p1711,p610
p1977,p714
p1969,p654
p533,p1233
p590,p1683
p178,p498
p1820,p793
p19,p408
p904,p1494
p548,p1911
p1523,p628
p1425,p484
p310,p1639
p1460,p488
p329,p1628
p1483,p389
p295,p1155
p1500,p479
p1637,p147
p244,p1137
p1572,p1218
p1587,p1679
p1626,p1877
p1632,p1974
p1644,p1146
p1647,p1282
p1651,p232
p179,p451
p157,p1874
p1706,p1812
p1713,p1181
p136,p994
p249,p1816
p1333,p1106
p1252,p693
p1315,p1415
p510,p1535
p522,p192
p969,p544
p528,p1185
p937,p70
p910,p971
p893,p981
p587,p65
p837,p529
p815,p1625
p631,p1201
p764,p71
p763,p1003
p635,p982
p726,p262
p650,p1113
p661,p1108
p1017,p1586
p1329,p111
p1025,p444
p464,p294
p1310,p447
p1308,p1435
p1281,p422
p363,p1805
p1278,p1807
p1269,p1426
p1260,p1077
p1255,p453
p1227,p456
p399,p1437
p402,p1659
p407,p1418
p1144,p298
p442,p1464
p457,p1164
p460,p945
p1061,p1482
p475,p1489
p109,p404
p678,p1848
p1933,p993
p98,p269
p1895,p265
p1976,p1169
p1936,p1121
p1853,p236
p1896,p1697
p66,p637
p44,p818
p1972,p608
p1994,p346
p1852,p1556
p2,p813
p38,p1970
p1917,p729
p1792,p1931
p73,p1557
p1230,p1318
p1242,p207
p1256,p1702
p1258,p802
p1906,p1717
p381,p940
p1234,p32
p1202,p349
p48,p749
p1220,p355
p395,p1600
p1198,p1959
p1913,p1559
p1161,p1311
p47,p1599
p1152,p720
p1136,p24
p1122,p717
p1101,p1532
p385,p675
p368,p683
p1871,p1891
p1284,p555
p1529,p1359
p1515,p915
p1512,p559
p75,p1406
p1458,p1358
p1450,p898
p289,p1265
p1445,p1576
p1427,p1986
p1859,p663
p1417,p1243
p1407,p1389
p1405,p884
p1388,p706
p1383,p880
p1378,p656
p317,p177
p321,p1332
p325,p164
p1351,p1314
p1342,p151
p1334,p335
p344,p1428
p64,p1703
p1302,p1689
p362,p1677
p1086,p1225
p468,p1298
p454,p114
p578,p1268
p864,p1744
p585,p302
p592,p1217
p847,p1123
p602,p1738
p805,p1737
p801,p1195
p796,p1194
p792,p397
p623,p1391
p780,p1186
p778,p374
p770,p1390
p766,p367
p639,p166
p743,p115
p646,p314
p727,p1760
p1993,p1292
p653,p1174
p699,p1172
p668,p1294
p697,p1295
p688,p1170
p870,p358
p1079,p142
p871,p1380
p900,p1710
p1056,p1416
p1550,p1377
p1036,p1232
p1030,p1685
p1934,p1788
p1021,p1540
p1012,p721
p1005,p240
p1002,p240
p1001,p11
p512,p848
p518,p1613
p972,p46
p521,p1915
p1943,p868
p29,p1926
p965,p579
p535,p882
p540,p885
p943,p567
p942,p1983
p23,p917
p929,p1621
p927,p1890
p913,p1551
p18,p1930
p1552,p1522
p338,p761
p1762,p736
p165,p742
p1672,p1963
p1573,p641
p1575,p746
p1664,p752
p1584,p760
p1842,p1952
p191,p765
p175,p35
p122,p210
p1821,p771
p1656,p209
p1754,p1603
p1605,p1558
p205,p797
p1655,p798
p1607,p614
p93,p212
p1623,p1984
p1742,p941
p1796,p101
p132,p89
p1832,p1467
p1633,p477
p1733,p672
p1686,p1451
p229,p1055
p190,p1646
p1770,p1448
p1776,p1078
p1560,p7
p1774,p1806
p1704,p1436
p99,p104
p156,p183
p962,p1434
p855,p681
p45,p105
p1802,p441
p1150,p1028
p532,p1581
p930,p1843
p1153,p524
p1149,p946
p530,p949
p923,p952
p534,p1880
p1140,p1624
p1139,p536
p1138,p964
p427,p502
p428,p258
p429,p1863
p430,p975
p181,p1861
p1134,p689
p1968,p77
p1129,p1493
p858,p503
p1949,p1563
p137,p1364
p1154,p1372
p1165,p231
p152,p1396
p1907,p1548
p1643,p1385
p1215,p1543
p1956,p292
p1790,p243
p1705,p247
p1729,p1408
p1827,p1414
p1193,p268
p835,p1487
p15,p1453
p1822,p288
p1912,p291
p1183,p1339
p1180,p1104
p598,p327
p950,p958
p959,p854
p838,p878
p844,p883
p1171,p570
p961,p562
p1166,p561
p1114,p924
p1645,p554
p1112,p957
p553,p960
p974,p850
p171,p966
p476,p968
p573,p517
p1700,p511
p1034,p509
p1033,p989
p1031,p991
p1665,p506
p158,p504
p1020,p853
p899,p845
p1013,p1361
p973,p768
p144,p671
p162,p701
p1688,p655
p914,p655
p995,p649
p992,p731
p988,p645
p1695,p638
p31,p756
p979,p769
p978,p842
p977,p627
p474,p622
p473,p794
p39,p806
p471,p810
p97,p816
p443,p822
p17,p827
p1728,p599
p1091,p1011
p153,p493
p1087,p1019
p1658,p370
p1081,p411
p1080,p1219
p1661,p1223
p584,p1226
p1102,p1231
p526,p383
p1708,p382
p154,p1247
p174,p371
p139,p1279
p1066,p485
p1918,p1280
p869,p1286
p1920,p357
p1053,p1309
p1050,p1328
p469,p1340
p1046,p1341
p863,p1352
p1553,p328
p605,p1159
p1588,p1156
p1475,p415
p1474,p416
p660,p481
p1463,p1039
p703,p1045
p227,p1045
p658,p1049
p710,p1052
p1577,p465
p1433,p463
p1432,p1062
p711,p1068
p715,p1085
p652,p448
p86,p1090
p718,p445
p1412,p1099
p1410,p1110
p607,p1133
p1589,p432
p1403,p418
p1401,p220
p1395,p679
p1393,p49
p728,p141
p1756,p1732
p313,p133
p1476,p1935
p276,p36
p1477,p1612
p274,p1925
p680,p131
p1547,p1808
p1546,p1910
p1538,p52
p673,p1620
p81,p1752
p245,p1900
p1566,p1759
p1525,p1892
p1844,p1888
p79,p120
p1521,p117
p252,p116
p215,p186
p686,p1771
p1567,p110
p257,p1634
p1570,p108
p260,p76
p1504,p1791
p1850,p1642
p1501,p1798
p666,p1801
p1769,p1727
p664,p1813
p1496,p26
p662,p1666
p1836,p1691
p1517,p4
p732,p1720
p547,p1720
p1884,p1955
