p1305,p23
p62,p1812
p1123,p852
p1381,p667
p1854,p847
p1533,p56
p1858,p1114
p1345,p1678
p601,p71
p1872,p838
p1320,p1615
p1884,p428
p649,p1248
p386,p162
p390,p834
p1457,p1523
p608,p908
p1749,p663
p1384,p953
p1754,p1394
p611,p1344
p755,p1674
p274,p1926
p1770,p1585
p91,p49
p533,p1975
p1777,p779
p958,p413
p573,p348
p120,p368
p947,p1704
p1445,p606
p1682,p1918
p1569,p1414
p733,p819
p3,p1593
p1946,p1208
p1941,p650
p1237,p862
p179,p729
p1164,p1750
p582,p1198
p863,p1506
p1579,p724
p558,p840
p227,p1119
p1976,p362
p581,p150
p1920,p1019
p1497,p1817
p1493,p92
p1488,p804
p537,p147
p928,p104
p1612,p1298
p929,p1670
p1503,p1902
p208,p1166
p887,p1406
p1565,p1881
p1621,p1020
p1486,p219
p198,p1909
p1458,p1462
p879,p1712
p941,p626
p1465,p502
p288,p1053
p882,p1257
p1466,p980
p1477,p1100
p531,p766
p1624,p833
p567,p1192
p211,p405
p930,p508
p1472,p694
p270,p84
p539,p1977
p1597,p1233
p235,p426
p1562,p1234
p240,p710
p1573,p552
p242,p661
p1555,p951
p1554,p1013
p1551,p338
p246,p353
p248,p1460
p249,p126
p896,p457
p250,p154
p546,p1833
p1546,p553
p223,p1669
p1542,p556
p1541,p492
p920,p781
p1595,p1025
p258,p784
p1536,p1828
p261,p342
p1529,p979
p1528,p1393
p923,p1091
p229,p1839
p218,p1388
p1507,p466
p560,p1386
p1454,p1510
p312,p1026
p297,p1010
p1080,p1808
p470,p1052
p1267,p125
p1076,p1434
p1269,p886
p1072,p1685
p1272,p164
p1071,p505
p1275,p1689
p1276,p1470
p1057,p134
p1303,p564
p487,p296
p1044,p566
p372,p1043
p1311,p995
p369,p1519
p1082,p266
p463,p1039
p462,p1464
p1107,p1432
p445,p1778
p1163,p1002
p1136,p141
p1172,p1534
p1134,p529
p430,p1000
p1133,p1530
p1188,p471
p1329,p811
p1190,p1411
p453,p813
p1206,p1791
p1207,p167
p1209,p1483
p1214,p563
p1220,p822
p1113,p1741
p458,p1418
p1124,p1421
p946,p1422
p363,p1070
p494,p603
p1413,p1553
p1415,p774
p320,p381
p1419,p711
p1423,p400
p317,p399
p316,p272
p1428,p1944
p520,p204
p308,p25
p307,p658
p1438,p536
p950,p394
p304,p522
p303,p1932
p300,p436
p1451,p1008
p962,p864
p325,p732
p969,p1017
p973,p32
p1335,p1283
p496,p956
p1003,p1288
p1353,p931
p1357,p1952
p1363,p17
p1369,p1979
p504,p677
p1028,p1995
p1371,p1993
p1374,p1591
p1377,p156
p987,p8
p1396,p1194
p1397,p690
p331,p934
p511,p1973
p512,p1256
p1373,p699
p197,p1189
p1590,p932
p1635,p1240
p768,p1616
p635,p15
p1822,p1617
p1823,p431
p1830,p1618
p761,p1368
p752,p36
p93,p1490
p80,p1564
p1845,p754
p744,p1130
p741,p244
p1851,p906
p643,p452
p1856,p455
p70,p1651
p1840,p1866
p95,p247
p1813,p1351
p97,p1653
p1783,p1111
p792,p251
p1787,p351
p789,p578
p1789,p350
p113,p1110
p624,p1362
p1792,p1108
p788,p1849
p109,p461
p107,p1327
p1796,p450
p783,p751
p777,p1559
p101,p1293
p1810,p1295
p98,p914
p69,p41
p1782,p1901
p68,p378
p645,p376
p659,p1322
p1936,p278
p1938,p1142
p1940,p1315
p1942,p189
p715,p1890
p1955,p548
p1919,p367
p701,p1645
p10,p243
p1978,p1998
p1984,p1004
p1987,p500
p1989,p271
p683,p1007
p1,p676
p691,p997
p1913,p1578
p35,p961
p721,p521
p63,p228
p646,p1574
p60,p1575
p1868,p1576
p1870,p226
p1873,p993
p1878,p225
p1880,p224
p1882,p1584
p50,p952
p648,p222
p1891,p525
p1892,p963
p1895,p1563
p725,p236
p1908,p239
p1911,p510
p1862,p1545
p798,p1544
p1816,p981
p441,p1539
p1729,p257
p820,p1537
p869,p982
p821,p507
p579,p1532
p1721,p1531
p1649,p985
p599,p986
p861,p974
p598,p1083
p830,p1012
p605,p387
p1703,p1282
p1695,p1160
p1652,p383
p1691,p1286
p592,p438
p1657,p439
p1660,p1155
p1663,p1154
p591,p1296
p856,p1306
p1676,p374
p859,p1145
p595,p1316
p1733,p1139
p1666,p1137
p807,p1135
p1636,p1328
p872,p1330
p577,p1334
p1745,p1126
p575,p1115
p1735,p1350
p1760,p1112
p188,p385
p805,p1277
p1768,p1496
p1138,p389
p1147,p421
p877,p1205
