p1768,p1712
p1007,p1109
p1850,p1911
p516,p287
p584,p772
p1901,p1032
p1377,p1902
p592,p1354
p1634,p728
p1897,p1066
p798,p433
p1633,p1684
p1631,p1274
p1629,p1796
p1940,p604
p605,p1445
p259,p1167
p80,p1495
p613,p1721
p1412,p1158
p1836,p1511
p968,p136
p1127,p1139
p359,p462
p853,p1134
p1782,p1937
p1678,p168
p207,p1303
p769,p774
p271,p410
p1086,p1614
p580,p1329
p1844,p349
p103,p1391
p417,p1401
p413,p979
p833,p1735
p930,p1292
p1740,p416
p231,p418
p544,p1407
p828,p244
p406,p847
p547,p1855
p143,p468
p554,p1130
p1854,p1967
p907,p1215
p388,p876
p1651,p1991
p387,p1209
p1136,p513
p384,p1974
p567,p1359
p110,p1973
p1847,p925
p811,p1972
p245,p1309
p1324,p727
p149,p1216
p1924,p724
p1607,p866
p986,p1563
p1143,p1564
p1246,p1454
p471,p1985
p1975,p1641
p193,p1685
p1224,p1221
p1566,p1640
p675,p729
p33,p252
p1355,p1839
p738,p1302
p678,p1542
p1575,p485
p1559,p971
p295,p972
p475,p745
p1102,p927
p1982,p236
p1983,p1851
p21,p1213
p183,p736
p194,p898
p1988,p975
p1018,p1552
p689,p248
p1992,p298
p1980,p1554
p1112,p919
p742,p1314
p1028,p1313
p1570,p637
p452,p1786
p1118,p647
p763,p351
p706,p1601
p57,p1012
p3,p1008
p1536,p1604
p1376,p644
p649,p8
p1538,p1541
p893,p1077
p1370,p1774
p491,p363
p1201,p1381
p1362,p368
p755,p376
p489,p371
p1366,p494
p285,p11
p1462,p1755
p1811,p1225
p1795,p1393
p726,p16
p430,p407
p908,p1315
p423,p308
p428,p693
p886,p582
p1709,p402
p1703,p983
p1704,p1015
p888,p1095
p1717,p672
p437,p331
p1451,p1589
p889,p1333
p902,p990
p1706,p1793
p901,p1792
p1708,p1298
p1713,p375
p920,p151
p450,p878
p435,p874
p1710,p868
p616,p130
p931,p205
p987,p1049
p346,p1910
p343,p50
p341,p528
p1390,p1673
p1794,p1039
p1387,p1156
p1386,p444
p1800,p956
p332,p957
p1383,p1057
p328,p814
p1001,p1279
p1382,p1662
p1806,p93
p324,p96
p323,p947
p322,p1346
p1005,p454
p1810,p514
p316,p1473
p1787,p870
p985,p90
p352,p815
p1406,p1173
p1741,p1666
p940,p1168
p1431,p1959
p1429,p883
p394,p1929
p951,p154
p1754,p1414
p1759,p1670
p953,p1949
p955,p182
p923,p773
p1418,p1480
p1417,p1063
p963,p1295
p1465,p1696
p1770,p1649
p1771,p1726
p366,p424
p1415,p478
p1777,p1115
p1411,p203
p708,p176
p1766,p1947
p466,p1485
p851,p440
p1466,p792
p642,p1528
p639,p1885
p767,p929
p1606,p932
p634,p166
p633,p82
p771,p1484
p1610,p1518
p1533,p1203
p1532,p541
p624,p519
p1527,p1038
p620,p615
p1619,p1356
p780,p1033
p1622,p1620
p1232,p1648
p609,p1020
p1625,p525
p793,p527
p1632,p1647
p594,p512
p1513,p1357
p590,p1026
p1510,p561
p643,p559
p760,p619
p757,p557
p756,p545
p712,p1365
p1569,p535
p716,p1371
p717,p1372
p699,p1363
p697,p593
p688,p597
p1557,p600
p730,p1630
p685,p1014
p731,p602
p734,p603
p588,p1646
p1551,p1555
p673,p1616
p671,p806
p744,p1494
p1545,p1497
p748,p822
p752,p817
p753,p1501
p1594,p1503
p754,p813
p657,p1424
p1597,p804
p654,p1615
p739,p1512
p586,p1515
p583,p791
p1637,p786
p518,p1522
p1671,p960
p515,p1524
p850,p783
p1675,p826
p510,p1492
p509,p1428
p508,p840
p854,p916
p502,p914
p857,p1444
p1680,p904
p1668,p1459
p498,p896
p495,p892
p1686,p880
p869,p875
p1693,p1435
p482,p1476
p481,p935
p1471,p941
p1694,p863
p1468,p1432
p473,p845
p472,p944
p469,p778
p496,p776
p882,p1416
p523,p687
p529,p680
p577,p1583
p808,p1397
p574,p669
p569,p1396
p568,p666
p566,p1590
p1505,p1592
p1504,p991
p820,p994
p1652,p995
p823,p1603
p555,p632
p1489,p1609
p552,p629
p827,p628
p546,p997
p829,p684
p542,p690
p830,p1534
p831,p1576
p1491,p761
p835,p758
p534,p1539
p837,p1413
p532,p967
p1659,p1544
p551,p1549
p1378,p1556
p1571,p725
p1013,p723
p1293,p722
p1291,p721
p163,p976
p1290,p977
p309,p1404
p155,p705
p1898,p980
p1132,p1043
p1900,p622
p1140,p1681
p141,p1116
p1283,p1846
p1121,p1304
p1282,p240
p1909,p227
p133,p226
p132,p225
p131,p219
p129,p210
p1280,p208
p127,p198
p1915,p255
p123,p196
p1916,p188
p1917,p1876
p1153,p1883
p137,p1884
p1920,p1892
p1296,p1141
p173,p1142
p1082,p158
p1326,p1305
p1862,p256
p214,p1804
p212,p1098
p206,p321
p1322,p320
p1321,p319
p1866,p1317
p201,p311
p1094,p305
p1312,p1816
p1299,p1817
p1310,p297
p191,p291
p1306,p257
p1104,p289
p1105,p1826
p1107,p280
p185,p493
p181,p1831
p1111,p1833
p179,p267
p1878,p261
p177,p1307
p174,p1144
p1871,p153
p1327,p150
p1155,p1970
p1276,p65
p1199,p1192
p48,p61
p1204,p1195
p44,p1961
p43,p1962
p1966,p1197
p1249,p42
p1969,p40
p39,p1250
p37,p147
p1208,p36
p34,p1207
p1960,p1247
p31,p1244
p1245,p1984
p1981,p1219
p1242,p1239
p1218,p17
p14,p15
p1993,p67
p1220,p1951
p7,p68
p1227,p1948
p1229,p1908
p4,p1912
p1230,p120
p1210,p119
p113,p1177
p1253,p95
p1254,p92
p1921,p1932
p1922,p1264
p1923,p1935
p1161,p1263
p1275,p87
p1164,p86
p1166,p1185
p1926,p1187
p1272,p78
p94,p1260
p1170,p1190
p88,p70
p1958,p325
p1938,p275
p84,p398
p1175,p1331
p1942,p1725
p1943,p1728
p1944,p422
p1945,p419
p1186,p415
p66,p411
p1189,p1742
p63,p405
p62,p1070
p1257,p1336
p1939,p1802
p220,p1748
p1895,p1073
p1859,p1750
p1056,p393
p1058,p383
p253,p1756
p1060,p1757
p1843,p1758
p250,p1722
p246,p1720
p243,p1719
p1848,p465
p241,p1046
p1065,p488
p1852,p1689
p1340,p1691
p1068,p1051
p1071,p477
p1052,p1348
p1072,p1347
p264,p1702
p270,p434
p1016,p461
p1818,p457
p303,p453
p301,p451
p1021,p446
p1022,p1714
p1373,p1061
p293,p1343
p1823,p379
p1367,p1447
p1827,p1764
p1034,p374
p1036,p1781
p1361,p357
p273,p1081
p1835,p1083
p228,p1325
p1838,p1775
p1075,p1087
p1858,p1079
p1437,p1780
p777,p1769
p1266,p1092
p1529,p338
p1530,p1767
p1265,p367
p1184,p334
p1262,p1765
p1040,p333
p770,p1798
p1188,p337
p1181,p356
p988,p1091
p768,p1084
p1259,p1101
p1088,p1030
p1394,p917
p1191,p1228
p766,p1223
p765,p943
p1258,p1044
p1037,p1041
p1535,p1096
p1256,p1031
p899,p1100
p989,p1099
p779,p993
p1042,p933
p1180,p1193
p1169,p1194
p1409,p1206
p1171,p992
p799,p1196
p1172,p978
p1270,p926
p1048,p1090
p797,p922
p1460,p1198
p1047,p982
p796,p984
p1516,p1053
p794,p1027
p1352,p945
p1174,p958
p790,p998
p981,p974
p1458,p959
p789,p1076
p787,p1138
p785,p1135
p1269,p962
p1523,p1110
p781,p1128
p1045,p1125
p1179,p1124
p1457,p1000
p1537,p1123
p1035,p1114
p1456,p966
p759,p1122
p1375,p1004
p733,p1147
p1214,p1150
p1003,p1064
p1380,p1019
p1217,p1029
p913,p1002
p1241,p996
p1006,p1080
p1017,p1067
p1560,p1183
p1565,p950
p1212,p1182
p912,p1178
p720,p952
p1237,p1069
p718,p1176
p1226,p1023
p909,p1165
p1009,p1163
p1568,p1103
p1010,p954
p713,p1093
p1011,p1999
p910,p915
p1235,p167
p1222,p286
p1550,p281
p737,p274
p1211,p269
p1389,p258
p1252,p251
p1388,p247
p1200,p242
p1364,p239
p1202,p238
p1323,p237
p1205,p221
p918,p216
p1025,p215
p1385,p202
p751,p200
p1540,p192
p1543,p189
p1998,p187
p1455,p184
p1547,p178
p1024,p175
p743,p172
p1248,p294
p1085,p302
p1548,p304
p1078,p355
p740,p404
p1446,p400
p1449,p397
p1374,p391
p973,p390
p1271,p382
p1089,p378
p1074,p365
p858,p362
p942,p361
p1339,p354
p856,p306
p1308,p350
p855,p348
p946,p345
p1126,p344
p1129,p340
p1427,p339
p1131,p329
p1483,p327
p1120,p317
p948,p310
p1426,p169
p928,p165
p1133,p409
p1287,p162
p1286,p60
p849,p60
p848,p56
p1137,p55
p846,p53
p1285,p52
p844,p46
p843,p41
p949,p38
p841,p35
p859,p32
p1117,p29
p1106,p27
p879,p26
p1335,p24
p1438,p23
p1108,p22
p1300,p20
p885,p19
p877,p18
p1469,p13
p1436,p12
p1470,p5
p934,p74
p1119,p76
p936,p81
p873,p124
p871,p161
p1113,p160
p938,p159
p867,p157
