p1857,p407
p1352,p123
p1766,p92
p995,p109
p865,p56
p664,p780
p1404,p60
p1640,p137
p1429,p87
p1433,p185
p1591,p4
p1421,p50
p757,p288
p778,p131
p1096,p330
p1722,p332
p1821,p746
p1117,p58
p550,p40
p1218,p39
p600,p38
p1224,p289
p1760,p311
p1233,p83
p1546,p271
p1235,p28
p1246,p251
p1741,p250
p1851,p169
p1261,p632
p1265,p171
p191,p116
p1283,p218
p1751,p177
p598,p216
p110,p215
p1828,p103
p593,p205
p1808,p202
p1147,p517
p1112,p399
p1804,p127
p1163,p393
p572,p10
p1842,p19
p1797,p6
p1171,p24
p497,p462
p1174,p61
p1179,p297
p1188,p20
p1198,p64
p1099,p16
p1105,p574
p1829,p299
p1435,p279
p1718,p75
p388,p601
p1617,p166
p386,p79
p273,p65
p1610,p249
p1443,p167
p1606,p759
p1463,p432
p1466,p234
p1472,p93
p1491,p231
p1588,p117
p1587,p418
p1495,p8
p1581,p7
p1576,p213
p1566,p1
p1561,p197
p1560,p668
p389,p112
p1424,p159
p395,p353
p1413,p494
p1302,p158
p485,p43
p1709,p45
p1853,p26
p1697,p132
p1691,p350
p1690,p32
p1689,p155
p1362,p521
p1290,p563
p428,p30
p1378,p511
p1390,p199
p1395,p144
p1400,p15
p1652,p14
p1648,p107
p1646,p12
p1639,p430
p1409,p1049
p1669,p90
p1336,p147
p551,p334
p699,p233
p1021,p27
p1989,p37
p711,p222
p1016,p36
p796,p491
p738,p150
p805,p99
p1944,p5
p1880,p3
p853,p196
p869,p33
p833,p471
p683,p303
p812,p253
p1013,p580
p656,p128
p1887,p307
p1915,p59
p1889,p374
p1913,p692
p1990,p361
p945,p292
p1961,p49
p930,p314
p1956,p145
p1932,p124
p1053,p141
p1959,p257
p783,p439
p1928,p516
p845,p284
p1901,p71
p874,p47
p791,p581
p1924,p585
p642,p80
p1871,p272
p1038,p320
p944,p17
p864,p153
p866,p596
p1406,p160
p867,p151
p1394,p688
p1392,p165
p859,p680
p725,p162
p1403,p183
p424,p172
p1382,p676
p1349,p148
p908,p181
p900,p577
p894,p186
p1357,p302
p440,p305
p1360,p313
p1361,p554
p1384,p321
p889,p322
p1365,p537
p1369,p336
p1371,p343
p1375,p346
p423,p352
p717,p357
p876,p1477
p419,p377
p436,p433
p854,p387
p628,p304
p1412,p568
p794,p672
p1496,p296
p1497,p210
p1504,p212
p1507,p1018
p1516,p217
p1519,p219
p1523,p1028
p1527,p223
p335,p230
p1531,p235
p1532,p625
p1536,p621
p1537,p614
p1543,p265
p1544,p281
p782,p287
p776,p143
p1545,p0
p752,p51
p1408,p22
p1488,p91
p1478,p764
p1417,p82
p852,p11
p1428,p125
p734,p81
p1344,p35
p1431,p100
p834,p31
p740,p101
p379,p102
p1442,p119
p821,p76
p819,p870
p1454,p69
p745,p113
p1462,p9
p817,p44
p1465,p48
p1470,p89
p809,p138
p1482,p770
p840,p850
p1307,p696
p455,p29
p1133,p25
p1134,p2
p584,p532
p1014,p592
p1148,p474
p652,p207
p1152,p754
p1157,p661
p1009,p340
p1123,p243
p659,p533
p1180,p466
p562,p468
p1006,p476
p1189,p73
p1191,p275
p1196,p370
p1003,p244
p552,p274
p666,p264
p1176,p654
p984,p42
p1121,p492
p1118,p95
p1059,p347
p1079,p641
p1056,p227
p1089,p486
p1091,p225
p634,p622
p635,p77
p1098,p220
p1044,p1058
p1120,p631
p1103,p630
p1106,p241
p606,p608
p605,p23
p1110,p277
p602,p748
p1115,p515
p1036,p1214
p1027,p174
p1022,p57
p1043,p681
p1202,p173
p545,p411
p544,p54
p508,p438
p1270,p170
p1272,p901
p1274,p443
p1276,p902
p499,p421
p953,p331
p947,p157
p1285,p66
p966,p129
p495,p317
p1297,p567
p943,p149
p941,p133
p629,p301
p1317,p146
p473,p285
p1326,p179
p1331,p447
p1334,p675
p493,p406
p514,p1453
p1259,p329
p1255,p328
p1207,p556
p1210,p920
p673,p751
p1221,p315
p980,p798
p1229,p345
p1231,p557
p531,p52
p978,p549
p677,p310
p1234,p553
p678,p1081
p977,p1077
p1236,p53
p1243,p1502
p524,p851
p1244,p348
p968,p282
p1250,p255
p1251,p67
p1252,p41
p1343,p1530
p318,p278
p1999,p1154
p1552,p70
p1921,p1155
p1676,p286
p1735,p74
p1673,p838
p1672,p269
p1736,p1620
p1925,p327
p1738,p807
p1664,p344
p1663,p573
p1929,p342
p1852,p538
p1660,p842
p1658,p540
p1733,p1170
p1656,p262
p1746,p78
p1650,p260
p1748,p324
p1750,p258
p1638,p63
p1754,p610
p1634,p730
p1632,p627
p1844,p655
p1935,p442
p1629,p475
p1628,p206
p1625,p662
p1843,p203
p1655,p21
p1679,p201
p1914,p1001
p1912,p161
p1874,p665
p1882,p720
p1715,p467
p1884,p372
p1711,p785
p1717,p163
p1885,p715
p1886,p13
p1705,p111
p1869,p184
p1704,p777
p1703,p682
p1721,p120
p1701,p178
p1723,p779
p1895,p708
p1725,p118
p1682,p175
p1685,p384
p1687,p126
p1910,p398
p1909,p228
p1908,p242
p1621,p142
p1730,p88
p1729,p1055
p96,p1054
p1727,p500
p1695,p731
p1698,p94
p1700,p232
p195,p403
p1841,p394
p1636,p702
p1840,p973
p1953,p724
p1596,p957
p1834,p723
p1982,p154
p1593,p788
p1791,p362
p1790,p952
p1963,p221
p290,p363
p1964,p1030
p1570,p479
p1571,p727
p294,p546
p1822,p412
p1763,p1438
p1575,p1410
p1811,p397
p1975,p323
p1819,p46
p1978,p316
p1579,p431
p1772,p543
p1601,p319
p1983,p463
p1562,p449
p1940,p811
p1839,p351
p1603,p1284
p1767,p349
p1554,p1194
p1805,p758
p1942,p360
p1608,p482
p1951,p518
p1771,p478
p1604,p364
p1615,p341
p1993,p1314
p1794,p1315
p1941,p469
p1802,p337
p1125,p464
p1131,p513
p1813,p536
p1861,p460
p1149,p456
p1864,p1533
p1039,p760
p1050,p454
p1139,p453
p1872,p451
p1807,p140
p1143,p638
p1870,p638
p1047,p732
p1140,p115
p1868,p976
p1042,p1753
p1136,p84
p1809,p620
p1820,p970
p1814,p615
p1101,p1092
p1102,p259
p1838,p707
p1090,p871
p1845,p599
p1875,p597
p1088,p898
p1836,p168
p1835,p1073
p1086,p1063
p1085,p967
p1082,p983
p1076,p873
p1831,p209
p1860,p104
p1072,p1710
p1068,p667
p1827,p214
p1826,p98
p1824,p193
p1067,p989
p1065,p189
p1856,p188
p1823,p1683
p1119,p558
p1858,p637
p1061,p236
p1817,p164
p1859,p208
p1815,p904
p1830,p55
p1024,p62
p1904,p701
p1876,p1172
p844,p300
p849,p569
p1962,p136
p1955,p135
p1954,p744
p856,p948
p863,p814
p1952,p742
p1949,p68
p1947,p697
p1945,p823
p875,p914
p1939,p837
p877,p270
p880,p685
p882,p959
p887,p559
p888,p686
p1936,p695
p1965,p818
p1968,p836
p1969,p1177
p1972,p954
p775,p878
p1997,p1000
p1995,p718
p781,p932
p1994,p991
p787,p400
p1992,p693
p1991,p465
p1988,p982
p892,p1341
p795,p987
p797,p881
p1985,p434
p800,p713
p1984,p452
p808,p981
p1980,p446
p1979,p410
p1976,p909
p822,p441
p1986,p905
p893,p427
p1934,p763
p1933,p1359
p1902,p813
p1898,p657
p985,p722
p986,p1124
p1897,p1127
p996,p522
p997,p1238
p998,p526
p1894,p589
p1153,p1226
p1002,p1225
p1005,p1141
p1891,p749
p1888,p831
p1010,p825
p1011,p1151
p1012,p578
p1883,p575
p1879,p1164
p1877,p1169
p1893,p747
