p999,p46
p1330,p7
p1329,p41
p1328,p31
p1327,p43
p1326,p10
p1325,p19
p1324,p18
p1323,p22
p1322,p16
p1321,p0
p1319,p5
p1318,p59
p1317,p29
p1316,p1
p1315,p4
p1314,p20
p1313,p8
p1312,p68
p1311,p80
p1310,p91
p1309,p81
p1307,p6
p1306,p28
p1305,p100
p1304,p32
p1331,p38
p1332,p11
p1333,p23
p1334,p99
p1361,p17
p1360,p379
p1359,p92
p1358,p73
p1357,p37
p1356,p105
p1354,p109
p1353,p9
p1352,p55
p1351,p66
p1350,p2
p1349,p39
p1303,p127
p1348,p159
p1346,p13
p1345,p253
p1344,p60
p1343,p144
p1342,p1643
p1341,p157
p1340,p443
p1339,p30
p1338,p1819
p1337,p187
p1336,p879
p1335,p147
p1347,p107
p1302,p1308
p1301,p69
p1300,p1861
p1264,p72
p1263,p206
p1262,p36
p1261,p35
p1260,p1392
p1259,p1095
p1258,p762
p1257,p1165
p1256,p1617
p1254,p1144
p1252,p1131
p1251,p124
p1265,p117
p1250,p115
p1248,p27
p1247,p34
p1245,p411
p1244,p3
p1243,p1087
p1242,p660
p1241,p1292
p1240,p1972
p1239,p87
p1238,p590
p1237,p662
p1236,p145
p1249,p21
p1362,p180
p1266,p447
p1268,p310
p1298,p581
p1297,p488
p1296,p230
p1295,p471
p1294,p40
p1293,p1320
p1291,p640
p1289,p77
p1288,p705
p1287,p794
p1286,p149
p1285,p53
p1267,p971
p1284,p828
p1282,p118
p1281,p681
p1278,p687
p1277,p106
p1276,p140
p1275,p90
p1274,p520
p1273,p258
p1272,p576
p1271,p557
p1270,p160
p1269,p1187
p1283,p207
p1235,p307
p1363,p126
p1365,p306
p1461,p620
p1460,p1998
p1459,p577
p1457,p188
p1456,p291
p1455,p436
p1454,p455
p1453,p237
p1451,p154
p1450,p312
p1449,p334
p1448,p387
p1447,p599
p1446,p217
p1445,p352
p1444,p169
p1443,p171
p1442,p301
p1441,p1415
p1440,p199
p1439,p279
p1438,p753
p1436,p181
p1435,p50
p1434,p451
p1462,p93
p1463,p112
p1464,p463
p1465,p71
p1493,p452
p1492,p15
p1491,p462
p1490,p51
p1489,p182
p1488,p341
p1487,p366
p1486,p175
p1485,p85
p1484,p65
p1483,p989
p1482,p1622
p1433,p319
p1481,p200
p1479,p268
p1478,p442
p1477,p202
p1476,p631
p1475,p61
p1473,p810
p1472,p96
p1471,p604
p1470,p103
p1469,p165
p1467,p283
p1466,p530
p1480,p135
p1432,p360
p1431,p272
p1430,p1062
p1395,p699
p1394,p148
p1393,p522
p1391,p152
p1390,p75
p1389,p25
p1388,p575
p1387,p84
p1386,p573
p1385,p346
p1384,p161
p1383,p480
p1396,p303
p1381,p778
p1378,p315
p1377,p241
p1376,p1229
p1375,p246
p1374,p313
p1373,p534
p1371,p210
p1370,p407
p1369,p56
p1368,p309
p1367,p138
p1366,p316
p1380,p980
p1364,p278
p1397,p771
p1400,p297
p1429,p70
p1428,p63
p1427,p769
p1426,p299
p1425,p403
p1424,p697
p1423,p391
p1422,p433
p1421,p819
p1420,p121
p1419,p158
p1418,p172
p1398,p33
p1416,p613
p1413,p337
p1412,p572
p1411,p1064
p1410,p335
p1409,p14
p1408,p481
p1407,p163
p1405,p132
p1404,p26
p1403,p185
p1402,p190
p1401,p561
p1414,p45
p1494,p862
p1234,p357
p1232,p47
p1053,p492
p1052,p139
p1051,p49
p1049,p439
p1047,p540
p1045,p284
p1044,p598
p1043,p74
p1042,p24
p1041,p281
p1040,p390
p1038,p589
p1037,p275
p1036,p271
p1035,p1993
p1034,p277
p1033,p318
p1031,p384
p1029,p286
p1028,p287
p1027,p646
p1026,p371
p1025,p57
p1024,p48
p1023,p58
p1055,p308
p1056,p62
p1057,p305
p1058,p948
p1088,p304
p1086,p64
p1085,p1687
p1084,p367
p1083,p683
p1081,p559
p1080,p292
p1079,p365
p1078,p344
p1077,p290
p1076,p428
p1075,p518
p1022,p532
p1074,p178
p1072,p111
p1071,p189
p1070,p812
p1069,p193
p1068,p196
p1067,p197
p1066,p104
p1065,p1132
p1063,p792
p1061,p101
p1060,p98
p1059,p908
p1073,p531
p1021,p413
p1020,p212
p1019,p777
p984,p95
p982,p183
p981,p823
p979,p219
p978,p1101
p977,p1502
p976,p1039
p975,p133
p974,p131
p973,p153
p972,p130
p969,p479
p986,p1032
p968,p123
p965,p422
p964,p167
p963,p886
p962,p119
p961,p170
p960,p116
p959,p173
p958,p174
p957,p504
p956,p501
p955,p220
p954,p79
p966,p404
p1089,p1195
p987,p243
p990,p247
p1018,p1202
p1017,p82
p1016,p251
p1015,p83
p1014,p1185
p1013,p400
p1012,p235
p1011,p234
p1010,p1197
p1009,p512
p1008,p264
p1007,p528
p988,p226
p1006,p259
p1003,p232
p1002,p260
p1001,p923
p1000,p535
p998,p473
p997,p1437
p996,p1504
p995,p1509
p994,p475
p993,p459
p992,p466
p991,p521
p1005,p524
p1233,p571
p1090,p543
p1092,p1417
p1193,p1515
p1191,p1468
p1189,p510
p1188,p554
p1186,p1458
p1184,p499
p1183,p497
p1182,p1406
p1181,p547
p1180,p1452
p1179,p1399
p1178,p566
p1177,p1474
p1176,p567
p1175,p493
p1174,p545
p1173,p515
p1172,p505
p1171,p578
p1170,p1166
p1169,p1382
p1168,p833
p1167,p820
p1164,p813
p1162,p1117
p1194,p806
p1196,p802
p1198,p793
p1199,p789
p1231,p1148
p1230,p781
p1228,p780
p1227,p1154
p1226,p1159
p1225,p1163
p1224,p766
p1223,p760
p1222,p759
p1221,p1190
p1220,p747
p1219,p1192
p1161,p831
p1218,p1082
p1214,p1200
p1213,p843
p1212,p949
p1210,p940
p1209,p937
p1208,p967
p1207,p970
p1206,p983
p1205,p985
p1204,p909
p1203,p1004
p1201,p904
p1216,p901
p1160,p895
p1158,p887
p1157,p1030
p1121,p877
p1120,p1046
p1119,p1048
p1118,p1050
p1116,p1054
p1115,p742
p1114,p738
p1113,p1379
p1112,p670
p1111,p1290
p1110,p659
p1109,p657
p1122,p1299
p1108,p652
p1106,p649
p1105,p647
p1104,p642
p1103,p634
p1102,p619
p1100,p617
p1099,p609
p1098,p606
p1097,p603
p1096,p1355
p1094,p596
p1093,p1372
p1107,p583
p1091,p582
p1123,p667
p1125,p1280
p1156,p736
p1155,p1279
p1153,p1211
p1152,p1215
p1151,p1217
p1150,p722
p1149,p719
p1147,p718
p1146,p716
p1145,p714
p1143,p712
p1142,p707
p1124,p704
p1141,p702
p1139,p1246
p1138,p1253
p1137,p1255
p1136,p692
p1135,p686
p1134,p685
p1133,p675
p1130,p1527
p1129,p495
p1128,p155
p1127,p311
p1126,p385
p1140,p1594
p1495,p136
p1496,p382
p1497,p1676
p1843,p137
p1842,p211
p1841,p1678
p1840,p209
p1839,p320
p1838,p321
p1837,p378
p1836,p377
p1835,p143
p1834,p215
p1833,p386
p1832,p1568
p1831,p114
p1830,p289
p1829,p293
p1828,p227
p1827,p224
p1826,p223
p1825,p399
p1824,p397
p1823,p129
p1822,p120
p1821,p298
p1820,p221
p1818,p122
p1844,p394
p1845,p1689
p1846,p1662
p1847,p375
p1874,p208
p1873,p168
p1872,p330
p1871,p156
p1870,p162
p1869,p349
p1868,p164
p1867,p195
p1866,p343
p1865,p146
p1864,p342
p1863,p191
p1817,p177
p1862,p333
p1859,p179
p1858,p184
p1857,p353
p1856,p329
p1855,p151
p1854,p1626
p1853,p328
p1852,p1791
p1851,p358
p1850,p359
p1849,p362
p1848,p363
p1860,p203
p1816,p204
p1815,p368
p1814,p1786
p1781,p325
p1780,p324
p1779,p205
p1778,p409
p1777,p125
p1776,p1745
p1775,p78
p1774,p240
p1773,p89
p1772,p438
p1771,p239
p1770,p280
p1782,p256
p1769,p418
p1767,p429
p1766,p44
p1765,p54
p1764,p267
p1763,p434
p1762,p52
p1761,p274
p1760,p238
p1759,p435
p1758,p270
p1757,p88
p1756,p1953
p1768,p266
p1875,p249
p1783,p231
p1785,p110
p1813,p244
p1812,p12
p1811,p252
p1810,p265
p1809,p426
p1808,p245
p1807,p1567
p1806,p108
p1805,p269
p1804,p1742
p1803,p412
p1802,p1934
p1784,p250
p1801,p425
p1799,p94
p1798,p797
p1797,p796
p1796,p743
p1795,p201
p1794,p248
p1793,p741
p1792,p795
p1790,p228
p1789,p798
p1788,p799
p1787,p814
p1800,p733
p1755,p186
p1876,p734
p1878,p735
p1965,p811
p1964,p192
p1963,p809
p1962,p737
p1961,p194
p1960,p808
