p1834,p80
p1901,p149
p1688,p294
p861,p115
p985,p56
p1864,p318
p429,p184
p1038,p511
p51,p36
p1541,p76
p1480,p29
p1744,p213
p618,p241
p1964,p82
p1114,p30
p1751,p119
p1485,p24
p1226,p134
p268,p259
p1201,p106
p1033,p267
p1032,p369
p1857,p129
p1031,p48
p1859,p64
p1710,p175
p1024,p43
p1393,p3
p441,p73
p1220,p57
p1021,p5
p1402,p46
p1000,p55
p1034,p109
p1875,p281
p1658,p14
p474,p101
p900,p153
p1470,p155
p1619,p96
p1232,p349
p1779,p401
p1776,p165
p1689,p234
p1388,p517
p1690,p77
p1618,p173
p1893,p90
p505,p62
p1693,p141
p1452,p568
p932,p472
p1237,p143
p508,p107
p1770,p128
p1385,p303
p1793,p220
p1116,p1018
p1124,p202
p1334,p809
p1331,p265
p1818,p31
p1325,p12
p1339,p777
p334,p10
p1159,p33
p1753,p291
p1756,p1187
p1811,p18
p1808,p197
p1173,p309
p1323,p189
p1185,p190
p218,p721
p1188,p195
p1379,p194
p1063,p191
p1071,p240
p1076,p148
p1272,p224
p1365,p388
p1364,p393
p1363,p254
p1080,p230
p1092,p138
p1113,p260
p1768,p269
p1343,p382
p328,p186
p216,p276
p1308,p354
p1659,p319
p1240,p182
p1540,p332
p617,p339
p1986,p172
p577,p290
p819,p171
p662,p170
p1928,p343
p1579,p168
p588,p167
p1939,p310
p1981,p219
p1580,p162
p1666,p352
p581,p344
p1969,p264
p1517,p126
p1503,p49
p734,p81
p841,p490
p1507,p492
p1975,p499
p735,p68
p635,p67
p1967,p66
p1553,p125
p1527,p60
p1989,p605
p779,p605
p703,p613
p670,p473
p880,p674
p1543,p733
p1550,p738
p1992,p766
p1918,p27
p1680,p25
p690,p23
p686,p926
p1657,p15
p1136,p13
p1079,p8
p1140,p475
p1732,p525
p626,p471
p609,p92
p1639,p91
p780,p424
p1148,p244
p611,p118
p1128,p98
p624,p105
p1733,p114
p1090,p411
p1636,p286
p1746,p282
p1736,p838
p1094,p846
p1097,p898
p619,p271
p768,p404
p1745,p1098
p1129,p396
p1153,p1104
p546,p261
p1641,p1147
p1199,p402
p1769,p1206
p1204,p1224
p1601,p249
p700,p1228
p1211,p1234
p1213,p381
p1767,p727
p1216,p380
p1221,p541
p691,p485
p1229,p465
p1661,p462
p1777,p509
p1780,p353
p1782,p337
p304,p336
p1154,p457
p1765,p456
p1189,p358
p1157,p433
p648,p583
p1077,p449
p350,p601
p650,p361
p1650,p607
p1168,p306
p329,p447
p346,p305
p720,p724
p1653,p246
p1174,p0
p705,p85
p1178,p139
p1180,p32
p660,p34
