p1896,p1947
p1284,p1419
p1621,p558
p1341,p968
p1015,p938
p1682,p898
p1480,p85
p1852,p1234
p596,p1317
p137,p701
p340,p762
p1877,p1436
p1454,p404
p366,p318
p608,p1090
p927,p766
p1462,p403
p1449,p572
p1676,p1360
p613,p839
p142,p1443
p886,p1558
p467,p1409
p121,p1022
p963,p1219
p962,p1765
p399,p1814
p94,p1159
p1919,p1523
p1494,p809
p1647,p526
p387,p814
p1911,p521
p940,p219
p1181,p1164
p1182,p1277
p1487,p207
p1904,p1146
p1185,p811
p1656,p167
p120,p1016
p929,p135
p1691,p1881
p1692,p791
p1447,p581
p1392,p148
p787,p1138
p690,p1492
p1323,p1292
p1381,p1154
p286,p177
p765,p182
p758,p183
p704,p1544
p1754,p1837
p749,p888
p746,p1149
p1370,p983
p744,p959
p273,p255
p1368,p1794
p256,p423
p221,p910
p1931,p1722
p1734,p310
p1399,p908
p1700,p325
p1703,p388
p1846,p1697
p181,p1693
p1705,p384
p1256,p379
p642,p349
p323,p374
p1265,p1220
p644,p369
p1711,p367
p1834,p1669
p830,p363
p315,p421
p312,p426
p1720,p493
p214,p916
p1732,p1784
p967,p484
p263,p1455
p1594,p481
p1522,p480
p65,p475
p991,p936
p15,p271
p1141,p935
p1100,p855
p1103,p279
p23,p287
p1980,p445
p1136,p859
p984,p1742
p1978,p1741
p517,p918
p1973,p1459
p1539,p1674
p45,p1428
p34,p1093
p969,p1442
p435,p720
p1541,p687
p437,p1390
p1542,p1040
p1130,p84
p982,p1910
p1545,p1346
p472,p710
p1070,p1344
p461,p1935
p980,p1316
p1944,p777
p1055,p705
p1062,p50
p654,p1387
p652,p650
p498,p695
p709,p96
p1417,p775
p473,p1041
p499,p1993
p649,p725
p1551,p1900
p657,p1315
p1429,p730
p646,p1410
p1549,p6
p1375,p7
p1548,p8
p1369,p1945
p503,p1314
p1432,p1247
p1546,p1597
p471,p478
p713,p1388
p640,p444
p1438,p463
p505,p1596
p715,p1386
p716,p689
p717,p1245
p1364,p438
p1431,p693
p660,p1570
p1408,p675
p1407,p1605
p1374,p1244
p1564,p1262
p698,p1250
p697,p1249
p1378,p1583
p1563,p850
p1560,p1586
