p943,p43
p1261,p2
p1260,p36
p1259,p12
p1258,p73
p1257,p133
p1256,p63
p1255,p14
p1254,p3
p1253,p8
p1252,p37
p1251,p16
p1262,p213
p1250,p15
p1248,p75
p1247,p7
p1246,p52
p1245,p22
p1244,p22
p1243,p84
p1242,p126
p1241,p29
p1240,p10
p1239,p98
p1238,p28
p1249,p6
p1236,p11
p1264,p62
p1266,p9
p1291,p5
p1290,p129
p1289,p203
p1288,p0
p1287,p74
p1286,p69
p1285,p38
p1284,p311
p1283,p33
p1282,p56
p1280,p152
p1265,p1856
p1279,p54
p1277,p138
p1276,p13
p1275,p20
p1274,p90
p1273,p88
p1272,p1
p1271,p1055
p1270,p48
p1269,p17
p1268,p1309
p1267,p4
p1278,p1095
p1293,p1092
p1235,p1537
p1233,p18
p1199,p184
p1198,p1592
p1197,p68
p1196,p143
p1195,p859
p1194,p95
p1191,p34
p1190,p1030
p1189,p1187
p1188,p40
p1896,p125
p1200,p983
p1186,p45
p1184,p1113
p1183,p151
p1182,p886
p1181,p1544
p1180,p1455
p1179,p599
p1178,p1614
p1177,p86
p1176,p212
p1175,p19
p1174,p1434
p1185,p72
p1234,p102
p1201,p638
p1204,p276
p1232,p26
p1231,p1169
p1229,p109
p1228,p768
p1227,p198
p1226,p1114
p1225,p114
p1224,p955
p1222,p286
p1221,p197
p1220,p526
p1203,p375
p1219,p140
p1217,p66
p1216,p30
p1215,p60
p1212,p330
p1211,p1349
p1210,p368
p1209,p334
p1208,p176
p1207,p544
p1206,p193
p1205,p649
p1218,p120
p1173,p131
p1294,p101
p1296,p1999
p1385,p322
p1384,p402
p1383,p77
p1382,p155
p1380,p1729
p1379,p157
p1378,p67
p1377,p122
p1376,p492
p1375,p942
p1374,p866
p1386,p21
p1373,p80
p1371,p348
p1370,p462
p1369,p297
p1368,p234
p1367,p85
p1366,p778
p1365,p127
p1364,p629
p1363,p134
p1362,p1341
p1361,p316
p1372,p560
p1360,p453
p1387,p51
p1389,p214
p1415,p549
p1414,p262
p1413,p223
p1412,p242
p1411,p327
p1409,p418
p1408,p454
p1407,p249
p1406,p76
p1405,p261
p1404,p533
p1388,p92
p1403,p1879
p1401,p171
p1400,p275
p1399,p608
p1398,p158
p1397,p83
p1396,p124
p1395,p279
p1393,p1102
p1392,p251
p1391,p459
p1390,p277
p1402,p250
p1295,p113
p1359,p468
p1357,p243
p1324,p104
p1323,p1750
p1322,p232
p1321,p273
p1320,p224
p1319,p403
p1318,p839
p1317,p426
p1316,p395
p1314,p150
p1313,p401
p1325,p351
p1312,p187
p1895,p434
p1308,p161
p1307,p208
p1306,p191
p1305,p346
p1304,p326
p1303,p437
p1302,p216
p1299,p194
p1298,p182
p1297,p666
p1311,p231
p1358,p189
p1326,p170
p1328,p173
p1355,p372
p1354,p627
p1353,p532
p1352,p744
p1351,p160
p1350,p111
p1894,p648
p1348,p230
p1347,p1108
p1346,p1762
