p177,p1740
p481,p280
p1080,p1142
p1066,p1277
p1061,p808
p493,p1482
p507,p802
p1325,p1746
p169,p1126
p980,p1291
p970,p1121
p142,p1295
p140,p1738
p133,p524
p1753,p1762
p1084,p522
p123,p992
p1770,p1624
p889,p1452
p1781,p1326
p883,p1327
p1792,p1005
p99,p635
p95,p1716
p90,p296
p841,p1010
p831,p817
p827,p204
p594,p637
p597,p580
p1854,p906
p899,p1542
p807,p569
p1092,p1559
p1105,p573
p352,p1192
p1319,p878
p1340,p1534
p1358,p164
p1304,p1183
p336,p865
p1293,p217
p1372,p959
p314,p432
p1254,p1576
p397,p851
p306,p1173
p398,p540
p1235,p844
p1572,p1861
p292,p118
p281,p955
p1205,p534
p1203,p825
p260,p1940
p1508,p421
p1527,p645
p243,p1645
p1540,p662
p1545,p684
p232,p1404
p229,p1703
p227,p664
p225,p1980
p1109,p1067
p1455,p1412
p798,p1650
p355,p305
p59,p174
p1874,p316
p32,p24
p709,p480
p776,p1413
p708,p341
p1960,p183
p659,p1339
p622,p495
p631,p1711
p613,p349
p4,p485
p1158,p487
p713,p15
p1154,p734
p1159,p1
p1152,p1171
p1151,p1176
p1149,p1175
p1147,p440
p1146,p1071
p1156,p1164
p1160,p1157
p796,p1163
p1168,p1170
p711,p1169
p1202,p438
p1201,p1162
p1200,p1167
p1199,p1166
p1198,p1165
p1161,p1072
p1195,p1098
p1193,p1181
p1189,p1178
p1180,p1064
p1177,p422
p1174,p423
p1172,p1197
p1194,p1196
p720,p427
p1143,p1057
p1144,p428
p1099,p429
p1100,p494
p1103,p491
p735,p1063
p1107,p1191
p733,p488
p1111,p1190
p732,p1188
p1113,p1187
p729,p1186
p1114,p1185
p726,p1184
p1116,p1065
p1117,p1182
p1145,p441
p1122,p1179
p1124,p1069
p723,p1155
p1125,p444
p1128,p1074
p1131,p1091
p1132,p1118
p1134,p1089
p1135,p462
p722,p463
p721,p1115
p1136,p464
p1138,p477
p1140,p465
p1141,p1112
p724,p466
p1206,p1110
p1212,p467
p1210,p1119
p1272,p1108
p1273,p468
p1276,p475
