p103,p1289
p1835,p1239
p375,p732
p133,p1795
p227,p814
p35,p987
p999,p771
p157,p1918
p1757,p761
p1152,p1908
p161,p81
p1751,p357
p1155,p110
p1747,p146
p1744,p17
p585,p789
p568,p408
p567,p1045
p1736,p1605
p547,p1697
p191,p1010
p1206,p1636
p532,p1750
p1159,p1054
p586,p639
p1125,p400
p594,p1587
p1998,p904
p1844,p901
p1838,p1029
p655,p1242
p1024,p744
p1032,p1395
p1046,p380
p1823,p1267
p621,p1467
p1087,p1892
p1088,p1673
p613,p67
p1799,p731
p1794,p1752
p612,p156
p1097,p572
p1100,p155
p145,p978
p531,p1772
p590,p298
p202,p1004
p525,p1575
p667,p695
p441,p573
p439,p571
p1585,p535
p438,p1510
p1584,p1931
p1342,p318
p1343,p1813
p1356,p1186
p277,p725
p1359,p728
p409,p223
p1402,p265
p1404,p339
p302,p1983
p304,p805
p1440,p5
p311,p1273
p353,p3
p1476,p434
p1331,p797
p259,p1316
p1306,p848
p458,p20
p1215,p969
p1682,p141
p1224,p1782
p1226,p1158
p1227,p158
p1675,p694
p1658,p1764
p1645,p1528
p488,p1329
p204,p966
p1634,p297
p477,p1978
p240,p579
p1621,p151
p1281,p1327
p466,p147
p1610,p959
p249,p308
p250,p1811
p1298,p344
p484,p1836
p1853,p111
p1483,p337
p1949,p333
p1930,p1196
p688,p721
p873,p1189
p1956,p1180
p1891,p1517
p971,p321
p75,p706
p867,p1967
p864,p704
p780,p1173
p11,p1511
p1972,p1335
p781,p1546
p1926,p1544
p928,p1377
p942,p162
p1974,p990
p1992,p1592
p1934,p1593
p790,p1112
p677,p1603
p740,p198
p45,p808
p1945,p199
p993,p1103
p754,p1694
p87,p1691
p1950,p614
p1309,p242
p452,p1094
p447,p1091
p860,p1047
p446,p228
p1326,p812
p884,p638
p772,p1055
p1245,p656
p498,p260
p888,p1119
p1240,p1562
p847,p1217
p841,p1144
p1248,p1551
p1303,p587
p866,p169
p756,p280
p1265,p668
p1272,p666
p879,p1564
p1278,p1714
p878,p1001
p1261,p1566
p1258,p664
p436,p1131
p1287,p273
p1291,p269
p886,p824
p765,p1588
p1293,p1464
p1250,p1798
p495,p1393
p766,p767
p768,p94
p1300,p363
p1282,p364
p1355,p500
p791,p737
p804,p74
p372,p66
p828,p394
p1435,p423
p367,p897
p365,p1371
p1441,p1425
p1444,p1914
p806,p1879
p359,p1940
p355,p1397
p1423,p891
p1453,p748
p349,p779
p1463,p474
p345,p1904
p1468,p1401
p1471,p486
p342,p78
p340,p72
p811,p1899
p1478,p490
p335,p1408
p334,p910
p827,p1896
p829,p912
p377,p1349
p378,p915
p429,p1222
p427,p1450
p1237,p1376
p838,p97
p422,p1456
p795,p52
p1358,p54
p1361,p1090
p415,p1064
p1368,p1400
p1372,p1582
p796,p267
p813,p391
p406,p1126
p402,p599
p1385,p392
p399,p1366
p397,p1381
p1394,p449
p836,p1653
p800,p448
p1409,p1065
p1411,p1654
p381,p274
p379,p1572
p435,p1127
p502,p1315
p997,p1308
p504,p1132
p616,p389
p1092,p1134
p692,p1655
p693,p1135
p970,p405
p1099,p404
p698,p631
p607,p1066
p1102,p1279
p1107,p237
p1108,p1388
p1110,p1630
p602,p410
p956,p610
p1120,p1617
p1122,p396
p597,p1614
p702,p1613
p951,p234
p1133,p483
p1136,p1391
p705,p395
p1139,p1635
p974,p1310
p618,p454
p689,p1374
p1084,p604
p989,p252
p986,p1319
p1011,p1074
p662,p1071
p981,p255
p661,p1601
p1014,p1114
p659,p1594
p1018,p475
p979,p1266
p977,p485
p710,p523
p654,p1549
p1022,p1560
p683,p361
p976,p437
p1037,p1496
p686,p467
p1057,p1447
p687,p1500
p1060,p1504
p1061,p505
p1067,p1236
p1077,p510
p1021,p1172
p503,p312
p714,p440
p715,p480
p543,p1170
p902,p1514
p1195,p1353
p1202,p553
p1205,p1191
p534,p1138
p1209,p517
p900,p1466
p529,p1348
p1214,p1472
p526,p1208
p893,p1207
p746,p1295
p892,p1346
p1216,p1201
p520,p1489
p749,p1297
p994,p540
p512,p431
p750,p1198
p507,p1197
p506,p1294
p1234,p1485
p1194,p1520
p1192,p1164
p906,p1238
p548,p1547
p717,p493
p939,p1325
p1153,p1251
p577,p290
p1481,p1417
p720,p1254
p930,p1414
p727,p1255
p570,p1354
p923,p519
p733,p1324
p583,p384
p1167,p1280
p1169,p284
p1174,p1556
p562,p1257
p561,p291
p1175,p292
p559,p1540
p1179,p1149
p555,p468
p1181,p1436
p551,p459
p1187,p444
p911,p1432
p1154,p1427
p1378,p1330
p816,p1284
