p1999,p3
p1005,p15
p1004,p9
p1003,p51
p1002,p28
p1001,p32
p1000,p19
p1998,p31
p1540,p1
p997,p21
p996,p98
p995,p26
p994,p45
p993,p64
p992,p11
p991,p82
p990,p5
p989,p36
p988,p22
p987,p142
p1006,p2
p986,p25
p1007,p61
p1009,p7
p1028,p166
p1027,p143
p1026,p18
p1025,p67
p1024,p96
p1538,p184
p1022,p29
p1021,p46
p1020,p240
p1019,p276
p1539,p58
p1017,p56
p1016,p16
p1015,p12
p1014,p246
p1013,p0
p1012,p79
p1011,p1668
p1010,p153
p1008,p762
p985,p35
p984,p8
p983,p59
p958,p208
p957,p60
p956,p108
p1543,p54
p954,p1394
p953,p4
p952,p435
p951,p162
p950,p27
p949,p257
p948,p652
p947,p138
p946,p896
p945,p39
p944,p129
p943,p44
p942,p62
p941,p1205
p940,p878
p959,p24
p960,p125
p961,p124
p962,p95
p982,p53
p981,p43
p980,p625
p979,p614
p978,p1191
p1541,p159
p976,p154
p1542,p880
p974,p1906
p1029,p65
p973,p1214
p971,p657
p970,p232
p969,p218
p968,p100
p967,p1094
p966,p877
p965,p245
p964,p1331
p963,p233
p972,p1018
p1030,p111
p1031,p364
p1032,p78
p1098,p447
p1097,p781
p1096,p718
p1095,p492
p1533,p645
p1093,p201
p1092,p523
p1091,p1046
p1090,p282
p1089,p345
p1088,p413
p1087,p577
p1086,p938
p1085,p313
p1084,p37
p1534,p85
p1082,p17
p1081,p171
p1080,p41
p1099,p260
p1100,p239
p1101,p450
p1102,p148
p1122,p272
p1121,p185
p1120,p83
p1119,p1535
p1118,p462
p1530,p80
p1116,p530
p1115,p1478
p1114,p314
p1079,p97
p1113,p322
p1111,p126
p1110,p220
p1109,p231
p1108,p68
p1532,p212
p1106,p73
p1105,p641
p1104,p178
p1103,p90
p1531,p163
p939,p478
p1078,p428
p1076,p205
p1051,p224
p1050,p170
p1049,p169
p1048,p116
p1047,p77
p1537,p30
p1045,p152
p1044,p319
p1043,p331
p1042,p290
p1041,p1147
p1040,p285
p1039,p23
p1038,p1698
p1037,p151
p1036,p99
p1035,p105
p1034,p929
p1033,p354
p1052,p315
p1053,p247
p1054,p304
p1055,p543
p1075,p427
p1074,p539
p1073,p81
p1072,p69
p1071,p438
p1070,p270
p1069,p489
p1536,p251
p1067,p366
p1077,p411
p1066,p386
p1064,p458
p1063,p271
p1062,p425
p1061,p569
p1060,p316
p1059,p633
p1058,p747
p1057,p42
p1056,p144
p1065,p13
p1123,p1216
