p1617,p8
p1472,p33
p981,p110
p978,p0
p1567,p149
p1413,p29
p1403,p225
p1599,p262
p1397,p274
p1715,p77
p814,p295
p677,p265
p1848,p408
p1852,p131
p1011,p334
p1201,p156
p1981,p31
p1966,p141
p1943,p41
p1106,p70
p1048,p73
p785,p14
p1740,p164
p285,p171
p1047,p119
p767,p48
p1723,p183
p1007,p637
p1046,p101
p747,p97
p489,p276
p738,p43
p1347,p181
p1346,p1102
p898,p157
p1147,p490
p1796,p212
p713,p76
p1355,p320
p1719,p176
p801,p116
p819,p331
p882,p140
p1628,p118
p1388,p69
p1640,p122
p332,p129
p1656,p648
p916,p673
p328,p136
p316,p705
p923,p7
p848,p230
p1379,p12
p1095,p35
p1684,p142
p1685,p333
p835,p36
p1396,p117
p1692,p25
p1418,p45
p829,p85
p823,p185
p1610,p138
p704,p416
p1245,p152
p1811,p50
p633,p103
p1894,p170
p1513,p232
p301,p163
p625,p127
p1903,p396
p218,p296
p599,p74
p597,p284
p1510,p292
p1882,p640
p1445,p82
p573,p297
p565,p321
p1176,p11
p1496,p67
p1998,p821
p1404,p659
p1997,p347
p1938,p360
p1939,p733
p1940,p728
p458,p636
p1621,p270
p1878,p269
p1875,p55
p688,p239
p1813,p549
p1814,p249
p1323,p80
p684,p255
p1322,p388
p1833,p618
p373,p5
p1523,p4
p1838,p20
p986,p19
p1839,p441
p668,p263
p1317,p264
p1847,p707
p1253,p106
p1849,p84
p433,p71
p1259,p104
p650,p62
p1864,p60
p1066,p94
p1318,p87
p1069,p86
p1037,p81
p1205,p79
p1053,p226
p1039,p135
p1027,p146
p1207,p436
p1026,p439
p1019,p444
p1017,p486
p1058,p507
p1061,p526
p1196,p384
p1068,p371
p1195,p717
p1193,p894
p1184,p323
p1181,p917
p1175,p294
p1168,p277
p1166,p257
p1164,p251
p1163,p245
p1161,p237
p1155,p231
p1151,p1325
p1200,p206
p1063,p205
p1150,p189
p1141,p177
p1139,p158
p1124,p150
p1120,p147
p1118,p49
p1110,p413
p1104,p37
p1099,p22
p1091,p10
p1090,p9
p1087,p1
p1084,p32
p1081,p13
p1148,p18
p1122,p34
p999,p2
p1002,p361
p641,p191
p649,p235
p653,p314
p664,p324
p669,p437
p679,p28
p685,p68
p696,p168
p709,p319
p721,p23
p722,p1072
p724,p1038
p735,p229
p741,p209
p749,p976
p632,p207
p759,p473
p631,p100
p594,p302
p434,p303
p455,p93
p465,p75
p501,p431
p510,p202
p515,p442
p520,p199
p524,p197
p525,p386
p534,p194
p547,p476
p553,p326
p555,p357
p580,p768
p592,p411
p622,p536
p760,p254
p772,p453
p773,p410
p906,p792
p909,p788
p918,p58
p924,p132
p931,p130
p938,p128
p956,p250
p965,p514
p966,p248
p969,p221
p970,p1156
p973,p59
p983,p810
p997,p6
p998,p42
p905,p160
p897,p568
p895,p21
p893,p336
p793,p153
p794,p111
p831,p238
p834,p143
p836,p828
p841,p345
p843,p346
p1012,p299
p852,p219
p859,p223
p864,p215
p876,p24
p883,p92
p1208,p645
p889,p380
p890,p91
p856,p378
p1211,p90
p1344,p656
p1222,p89
p1734,p1297
p1735,p196
p1737,p217
p1741,p588
p1742,p512
p1744,p125
p1748,p134
p1762,p508
p1765,p506
p1769,p113
p1780,p539
p1789,p137
p1791,p551
p1792,p559
p1793,p575
p1794,p491
p1798,p576
p1731,p166
p1728,p589
p1710,p214
p1709,p184
p1615,p40
p1618,p192
p1619,p468
p1622,p200
p1635,p102
p1649,p610
p1661,p99
p1663,p611
p1801,p27
p1665,p614
p1668,p210
p1669,p26
p1681,p95
p1682,p242
p1686,p1172
p1691,p72
p1695,p78
