p1736,p939
p720,p674
p918,p1806
p1981,p9
p1722,p1909
p1531,p1710
p502,p1397
p1573,p1639
p941,p13
p227,p1195
p212,p814
p499,p215
p944,p1383
p221,p303
p945,p1795
p950,p607
p211,p325
p1537,p1114
p940,p174
p1558,p1846
p642,p1831
p937,p898
p476,p67
p1481,p1788
p480,p1556
p986,p143
p483,p1175
p1503,p1465
p1532,p1088
p978,p1833
p486,p1361
p1516,p1096
p488,p823
p1524,p1905
p968,p809
p965,p1612
p971,p1352
p1584,p1102
p1588,p740
p1471,p1590
p540,p490
p538,p600
p1689,p988
p159,p491
p861,p479
p1677,p763
p864,p585
p167,p1163
p1667,p318
p530,p285
p529,p922
p876,p580
p175,p1834
p176,p1020
p888,p1276
p180,p1485
p1648,p1521
p507,p1520
p508,p404
p1595,p103
p200,p669
p927,p1341
p1603,p664
p1586,p873
p923,p1508
p909,p1042
p518,p1761
p1632,p1742
p186,p1502
p1636,p1501
p893,p1852
p384,p1268
p472,p646
p1003,p1262
p149,p1769
p1240,p973
p1137,p1252
p1127,p329
p343,p1121
p1115,p1026
p1260,p1028
p1234,p956
p1100,p955
p1274,p328
p1281,p881
p1089,p171
p1083,p1770
p1080,p526
p1299,p1960
p1267,p16
p322,p1250
p357,p1730
p402,p928
p1192,p1676
p382,p1654
p381,p924
p1193,p926
p390,p168
p376,p270
p1154,p1420
p1174,p931
p1167,p1133
p1165,p1658
p367,p271
p1164,p1421
p1161,p1666
p1221,p166
p1212,p1657
p1074,p938
p1068,p1130
p1329,p1263
p278,p409
p277,p895
p460,p894
p275,p892
p273,p1718
p272,p1150
p1024,p139
p1418,p885
p1425,p884
p1011,p883
p1010,p1389
p1009,p291
p263,p875
p262,p872
p1017,p869
p457,p123
p456,p1744
p1401,p1492
p1331,p866
p1353,p142
p1364,p896
p444,p513
p1045,p145
p299,p1682
p1380,p1410
p1381,p1407
p1382,p1143
p1387,p912
p1388,p155
p1395,p1402
p286,p906
p1399,p1696
p1400,p903
p1446,p1699
p1707,p520
p1619,p1702
p595,p150
p1791,p900
p1778,p1706
p1776,p1398
p1857,p147
