7418|7004|0|ispinfo
7004|7418|-1|ispinfo
7418|16629|-1|ispinfo
7418|27680|-1|ispinfo
7418|27901|-1|ispinfo
7418|7004|-1|ispinfo
22047|12956|0|ispinfo
22047|3356|0|ispinfo
12956|22047|-1|ispinfo
3356|22047|-1|ispinfo
22047|15133|-1|ispinfo
22047|20940|-1|ispinfo
6535|27978|0|ispinfo
6535|6429|0|ispinfo
27978|6535|-1|ispinfo
6429|6535|-1|ispinfo
27651|19228|0|ispinfo
27651|27986|0|ispinfo
27986|27651|-1|ispinfo
14117|14259|0|ispinfo
14259|14117|-1|ispinfo
14117|264664|-1|ispinfo
14117|264780|-1|ispinfo
14117|266706|-1|ispinfo
14117|266840|-1|ispinfo
14117|267697|-1|ispinfo
14117|267894|-1|ispinfo
14117|269944|-1|ispinfo
14117|271867|-1|ispinfo
14117|52435|-1|ispinfo
27995|19338|0|ispinfo
27995|22661|0|ispinfo
27995|27978|0|ispinfo
27978|27995|-1|ispinfo
27995|27836|-1|ispinfo
27680|7004|0|ispinfo
27680|7418|0|ispinfo
7004|27680|-1|ispinfo
7418|27680|-1|ispinfo
14259|12956|0|ispinfo
14259|174|0|ispinfo
14259|262589|0|ispinfo
14259|27678|0|ispinfo
14259|3356|0|ispinfo
14259|36236|0|ispinfo
14259|60068|0|ispinfo
14259|6762|0|ispinfo
12956|14259|-1|ispinfo
174|14259|-1|ispinfo
262589|14259|-1|ispinfo
3356|14259|-1|ispinfo
6762|14259|-1|ispinfo
14259|11340|-1|ispinfo
14259|13150|-1|ispinfo
14259|13335|-1|ispinfo
14259|13774|-1|ispinfo
14259|14117|-1|ispinfo
14259|14708|-1|ispinfo
14259|15208|-1|ispinfo
14259|16874|-1|ispinfo
14259|16921|-1|ispinfo
14259|16990|-1|ispinfo
14259|18492|-1|ispinfo
14259|18822|-1|ispinfo
14259|22860|-1|ispinfo
14259|25718|-1|ispinfo
14259|262155|-1|ispinfo
14259|262224|-1|ispinfo
14259|262228|-1|ispinfo
14259|262233|-1|ispinfo
14259|263688|-1|ispinfo
14259|263758|-1|ispinfo
14259|263826|-1|ispinfo
14259|264729|-1|ispinfo
14259|264730|-1|ispinfo
14259|264735|-1|ispinfo
14259|264775|-1|ispinfo
14259|265644|-1|ispinfo
14259|265703|-1|ispinfo
14259|265839|-1|ispinfo
14259|26610|-1|ispinfo
14259|266715|-1|ispinfo
14259|266855|-1|ispinfo
14259|266864|-1|ispinfo
14259|266901|-1|ispinfo
14259|267728|-1|ispinfo
14259|267826|-1|ispinfo
14259|267868|-1|ispinfo
14259|269967|-1|ispinfo
14259|271849|-1|ispinfo
14259|27659|-1|ispinfo
14259|27678|-1|ispinfo
14259|27732|-1|ispinfo
14259|27735|-1|ispinfo
14259|27746|-1|ispinfo
14259|27838|-1|ispinfo
14259|27853|-1|ispinfo
14259|27888|-1|ispinfo
14259|27899|-1|ispinfo
14259|27904|-1|ispinfo
14259|27909|-1|ispinfo
14259|27918|-1|ispinfo
14259|28044|-1|ispinfo
14259|3356|-1|ispinfo
14259|3549|-1|ispinfo
14259|3573|-1|ispinfo
14259|52248|-1|ispinfo
14259|52267|-1|ispinfo
14259|52310|-1|ispinfo
14259|52315|-1|ispinfo
14259|52411|-1|ispinfo
14259|52452|-1|ispinfo
14259|52460|-1|ispinfo
14259|52479|-1|ispinfo
14259|61492|-1|ispinfo
14259|64108|-1|ispinfo
16629|15311|0|ispinfo
16629|7004|0|ispinfo
16629|7418|0|ispinfo
15311|16629|-1|ispinfo
7004|16629|-1|ispinfo
7418|16629|-1|ispinfo
16629|11340|-1|ispinfo
16629|17126|-1|ispinfo
16629|19196|-1|ispinfo
16629|23416|-1|ispinfo
16629|264681|-1|ispinfo
16629|264707|-1|ispinfo
16629|264729|-1|ispinfo
16629|264780|-1|ispinfo
16629|264839|-1|ispinfo
16629|266662|-1|ispinfo
16629|266765|-1|ispinfo
16629|266776|-1|ispinfo
16629|266881|-1|ispinfo
16629|266891|-1|ispinfo
16629|266902|-1|ispinfo
16629|267848|-1|ispinfo
16629|267851|-1|ispinfo
16629|267926|-1|ispinfo
16629|271788|-1|ispinfo
16629|46313|-1|ispinfo
16629|52230|-1|ispinfo
16629|52248|-1|ispinfo
16629|52315|-1|ispinfo
16629|6429|-1|ispinfo
27925|27986|0|ispinfo
27986|27925|-1|ispinfo
6429|16629|0|ispinfo
6429|19338|0|ispinfo
6429|27678|0|ispinfo
6429|27978|0|ispinfo
16629|6429|-1|ispinfo
27978|6429|-1|ispinfo
6429|11340|-1|ispinfo
6429|14795|-1|ispinfo
6429|16990|-1|ispinfo
6429|17147|-1|ispinfo
6429|264636|-1|ispinfo
6429|264670|-1|ispinfo
6429|264724|-1|ispinfo
6429|264729|-1|ispinfo
6429|264730|-1|ispinfo
6429|267753|-1|ispinfo
6429|267848|-1|ispinfo
6429|267868|-1|ispinfo
6429|271807|-1|ispinfo
6429|27678|-1|ispinfo
6429|27735|-1|ispinfo
6429|27897|-1|ispinfo
6429|27918|-1|ispinfo
6429|27952|-1|ispinfo
6429|28098|-1|ispinfo
6429|28116|-1|ispinfo
6429|41707|-1|ispinfo
6429|52441|-1|ispinfo
6429|52511|-1|ispinfo
6429|61444|-1|ispinfo
6429|61460|-1|ispinfo
6429|61507|-1|ispinfo
6429|6535|-1|ispinfo
15311|7004|0|ispinfo
7004|15311|-1|ispinfo
